,District,Tehsil,N,District_Tehsil,Matched_distance,district_tehsil_matched,pc11_district_id,pc11_sd_id,Matched,Incorrect,Comment ,
2790,Parbhani,Gangakhed,13,parbhani gangakhed,0,parbhani gangakhed,513,4122,,,,
2791,Parbhani,Jintur,10,parbhani jintur,0,parbhani jintur,513,4117,,,,
2792,Parbhani,Manwath,9,parbhani manwath,0,parbhani manwath,513,4119,,,,
2793,Parbhani,Palam,11,parbhani palam,0,parbhani palam,513,4123,,,,
2794,Parbhani,Parbhani,25,parbhani parbhani,0,parbhani parbhani,513,4118,,,,
2795,Parbhani,Pathri,5,parbhani pathri,0,parbhani pathri,513,4120,,,,
2796,Parbhani,Purna,31,parbhani purna,0,parbhani purna,513,4124,,,,
2797,Parbhani,Sailu,11,parbhani sailu,0,parbhani sailu,513,4116,,,,
2798,Parbhani,Sonpeth,6,parbhani sonpeth,0,parbhani sonpeth,513,4121,,,,
2804,Patan,Chanasma,14,patan chanasma,0,patan chanasma,470,3750,,,,
2805,Patan,Harij,16,patan harij,0,patan harij,470,3748,,,,
2806,Patan,Patan,12,patan patan,0,patan patan,470,3747,,,,
2807,Patan,Radhanpur,1,patan radhanpur,0,patan radhanpur,470,3745,,,,
2808,Patan,Sami,19,patan sami,0,patan sami,470,3749,,,,
2809,Patan,Santalpur,8,patan santalpur,0,patan santalpur,470,3744,,,,
2810,Patan,Sidhpur,57,patan sidhpur,0,patan sidhpur,470,3746,,,,
2811,Pathanamthitta,Adoor,12,pathanamthitta adoor,0,pathanamthitta adoor,599,5683,,,,
2813,Pathanamthitta,Kozhenchery,2,pathanamthitta kozhenchery,0,pathanamthitta kozhenchery,599,5682,,,,
2814,Pathanamthitta,Mallappally,3,pathanamthitta mallappally,0,pathanamthitta mallappally,599,5680,,,,
2815,Pathanamthitta,Ranni,13,pathanamthitta ranni,0,pathanamthitta ranni,599,5681,,,,
2816,Pathanamthitta,Thiruvalla,4,pathanamthitta thiruvalla,0,pathanamthitta thiruvalla,599,5679,,,,
2819,Patiala,Nabha,8,patiala nabha,0,patiala nabha,48,252,,,,
2820,Patiala,Patiala,17,patiala patiala,0,patiala patiala,48,253,,,,
2821,Patiala,Patran,3,patiala patran,0,patiala patran,48,251,,,,
2822,Patiala,Rajpura,24,patiala rajpura,0,patiala rajpura,48,254,,,,
2823,Patna,Athmalgola,4,patna athmalgola,0,patna athmalgola,230,1415,,,,
2824,Patna,Bakhtiarpur,14,patna bakhtiarpur,0,patna bakhtiarpur,230,1414,,,,
2825,Patna,Barh,7,patna barh,0,patna barh,230,1417,,,,
2826,Patna,Bihta,25,patna bihta,0,patna bihta,230,1403,,,,
2827,Patna,Bikram,10,patna bikram,0,patna bikram,230,1405,,,,
2828,Patna,Dhanarua,6,patna dhanarua,0,patna dhanarua,230,1409,,,,
2829,Patna,Dinapur-Cum-Khagaul,44,patna dinapur-cum-khagaul,0,patna dinapur-cum-khagaul,230,1399,,,,
2830,Patna,Dulhin Bazar,1,patna dulhin bazar,0,patna dulhin bazar,230,1406,,,,
2831,Patna,Fatwah,22,patna fatwah,0,patna fatwah,230,1411,,,,
2832,Patna,Ghoswari,1,patna ghoswari,0,patna ghoswari,230,1419,,,,
2833,Patna,Khusrupur,4,patna khusrupur,0,patna khusrupur,230,1413,,,,
2834,Patna,Maner,23,patna maner,0,patna maner,230,1398,,,,
2835,Patna,Masaurhi,2,patna masaurhi,0,patna masaurhi,230,1408,,,,
2836,Patna,Mokameh,10,patna mokameh,0,patna mokameh,230,1420,,,,
2837,Patna,Naubatpur,10,patna naubatpur,0,patna naubatpur,230,1404,,,,
2838,Patna,Paliganj,10,patna paliganj,0,patna paliganj,230,1407,,,,
2839,Patna,Pandarak,4,patna pandarak,0,patna pandarak,230,1418,,,,
2842,Patna,Phulwari,11,patna phulwari,0,patna phulwari,230,1402,,,,
2843,Patna,Punpun,2,patna punpun,0,patna punpun,230,1410,,,,
2844,Patna,Sampatchak,7,patna sampatchak,0,patna sampatchak,230,1401,,,,
2846,Perambalur,Kunnam,46,perambalur kunnam,0,perambalur kunnam,615,5784,,,,
2847,Perambalur,Perambalur,56,perambalur perambalur,0,perambalur perambalur,615,5783,,,,
2848,Perambalur,Veppanthattai,8,perambalur veppanthattai,0,perambalur veppanthattai,615,5782,,,,
2849,Pilibhit,Bisalpur,8,pilibhit bisalpur,0,pilibhit bisalpur,151,791,,,,
2850,Pilibhit,Pilibhit,16,pilibhit pilibhit,0,pilibhit pilibhit,151,790,,,,
2851,Pilibhit,Puranpur,4,pilibhit puranpur,0,pilibhit puranpur,151,792,,,,
2852,Pithoragarh,Didihat,1,pithoragarh didihat,0,pithoragarh didihat,62,317,,,,
2854,Porbandar,Kutiyana,21,porbandar kutiyana,0,porbandar kutiyana,478,3824,,,,
2855,Porbandar,Porbandar,165,porbandar porbandar,0,porbandar porbandar,478,3822,,,,
2856,Porbandar,Ranavav,44,porbandar ranavav,0,porbandar ranavav,478,3823,,,,
2857,Prakasam,Addanki,26,prakasam addanki,0,prakasam addanki,549,5112,,,,
2858,Prakasam,Ballikurava,75,prakasam ballikurava,0,prakasam ballikurava,549,5105,,,,
2862,Prakasam,Chandra sekhara puram,9,prakasam chandra sekhara puram,0,prakasam chandra sekhara puram,549,5145,,,,
2864,Prakasam,Chinaganjam,5,prakasam chinaganjam,0,prakasam chinaganjam,549,5125,,,,
2865,Prakasam,Chirala,1,prakasam chirala,0,prakasam chirala,549,5123,,,,
2866,Prakasam,Darsi,6,prakasam darsi,0,prakasam darsi,549,5114,,,,
2867,Prakasam,Donakonda,1,prakasam donakonda,0,prakasam donakonda,549,5102,,,,
2868,Prakasam,Dornala,1,prakasam dornala,0,prakasam dornala,549,5100,,,,
2871,Prakasam,Janakavarampanguluru,4,prakasam janakavarampanguluru,0,prakasam janakavarampanguluru,549,5111,,,,
2872,Prakasam,Kanigiri,13,prakasam kanigiri,0,prakasam kanigiri,549,5136,,,,
2873,Prakasam,Komarolu,3,prakasam komarolu,0,prakasam komarolu,549,5134,,,,
2874,Prakasam,Korisapadu,5,prakasam korisapadu,0,prakasam korisapadu,549,5122,,,,
2875,Prakasam,Kotha patnam,1,prakasam kotha patnam,0,prakasam kotha patnam,549,5140,,,,
2876,Prakasam,Kurichedu,4,prakasam kurichedu,0,prakasam kurichedu,549,5103,,,,
2877,Prakasam,Lingasamudram,6,prakasam lingasamudram,0,prakasam lingasamudram,549,5150,,,,
2878,Prakasam,Maddipadu,6,prakasam maddipadu,0,prakasam maddipadu,549,5127,,,,
2879,Prakasam,Markapur,1,prakasam markapur,0,prakasam markapur,549,5115,,,,
2880,Prakasam,Marripudi,3,prakasam marripudi,0,prakasam marripudi,549,5129,,,,
2881,Prakasam,Martur,19,prakasam martur,0,prakasam martur,549,5106,,,,
2882,Prakasam,Mundlamuru,2,prakasam mundlamuru,0,prakasam mundlamuru,549,5113,,,,
2883,Prakasam,Ongole,4,prakasam ongole,0,prakasam ongole,549,5139,,,,
2884,Prakasam,Pamur,13,prakasam pamur,0,prakasam pamur,549,5146,,,,
2885,Prakasam,Pedacherlo palle,1,prakasam pedacherlo palle,0,prakasam pedacherlo palle,549,5144,,,,
2887,Prakasam,Podili,1,prakasam podili,0,prakasam podili,549,5120,,,,
2888,Prakasam,Pullalacheruvu,1,prakasam pullalacheruvu,0,prakasam pullalacheruvu,549,5098,,,,
2889,Prakasam,Racherla,3,prakasam racherla,0,prakasam racherla,549,5132,,,,
2890,Prakasam,Santhamaguluru,31,prakasam santhamaguluru,0,prakasam santhamaguluru,549,5104,,,,
2891,Prakasam,Santhanuthala padu,1,prakasam santhanuthala padu,0,prakasam santhanuthala padu,549,5138,,,,
2892,Prakasam,Singarayakonda,3,prakasam singarayakonda,0,prakasam singarayakonda,549,5149,,,,
2893,Prakasam,Tangutur,2,prakasam tangutur,0,prakasam tangutur,549,5141,,,,
2894,Prakasam,Tarlupadu,8,prakasam tarlupadu,0,prakasam tarlupadu,549,5118,,,,
2895,Prakasam,Thallur,2,prakasam thallur,0,prakasam thallur,549,5121,,,,
2897,Prakasam,Tripuranthakam,1,prakasam tripuranthakam,0,prakasam tripuranthakam,549,5099,,,,
2898,Prakasam,Veligandla,7,prakasam veligandla,0,prakasam veligandla,549,5135,,,,
2899,Prakasam,Vetapalem,1,prakasam vetapalem,0,prakasam vetapalem,549,5124,,,,
2900,Prakasam,Voletivaripalem,1,prakasam voletivaripalem,0,prakasam voletivaripalem,549,5147,,,,
2903,Pratapgarh,Arnod,1,pratapgarh arnod,0,pratapgarh arnod,131,700,,,,
2905,Pratapgarh,Dhariawad,34,pratapgarh dhariawad,0,pratapgarh dhariawad,131,696,,,,
2907,Pratapgarh,Pratapgarh,9,pratapgarh pratapgarh,0,pratapgarh pratapgarh,131,699,,,,
2908,Pudukkottai,Alangudi,4,pudukkottai alangudi,0,pudukkottai alangudi,621,5824,,,,
2909,Pudukkottai,Aranthangi,3,pudukkottai aranthangi,0,pudukkottai aranthangi,621,5826,,,,
2910,Pudukkottai,Avudayarkoil,2,pudukkottai avudayarkoil,0,pudukkottai avudayarkoil,621,5828,,,,
2911,Pudukkottai,Gandarvakkottai,18,pudukkottai gandarvakkottai,0,pudukkottai gandarvakkottai,621,5820,,,,
2912,Pudukkottai,Iluppur,78,pudukkottai iluppur,0,pudukkottai iluppur,621,5818,,,,
2913,Pudukkottai,Kulathur,83,pudukkottai kulathur,0,pudukkottai kulathur,621,5819,,,,
2914,Pudukkottai,Manamelkudi,3,pudukkottai manamelkudi,0,pudukkottai manamelkudi,621,5827,,,,
2915,Pudukkottai,Pudukkottai,13,pudukkottai pudukkottai,0,pudukkottai pudukkottai,621,5821,,,,
2916,Pudukkottai,Thirumayam,63,pudukkottai thirumayam,0,pudukkottai thirumayam,621,5822,,,,
2917,Pune,Ambegaon,13,pune ambegaon,0,pune ambegaon,521,4188,,,,
2918,Pune,Baramati,10,pune baramati,0,pune baramati,521,4199,,,,
2919,Pune,Bhor,2,pune bhor,0,pune bhor,521,4198,,,,
2920,Pune,Daund,57,pune daund,0,pune daund,521,4195,,,,
2921,Pune,Haveli,949,pune haveli,0,pune haveli,521,4193,,,,
2922,Pune,Indapur,20,pune indapur,0,pune indapur,521,4200,,,,
2923,Pune,Junnar,6,pune junnar,0,pune junnar,521,4187,,,,
2924,Pune,Khed,36,pune khed,0,pune khed,521,4190,,,,
2925,Pune,Mawal,64,pune mawal,0,pune mawal,521,4191,,,,
2926,Pune,Mulshi,230,pune mulshi,0,pune mulshi,521,4192,,,,
2927,Pune,Pune City,57,pune pune city,0,pune pune city,521,4194,,,,
2928,Pune,Purandhar,15,pune purandhar,0,pune purandhar,521,4196,,,,
2929,Pune,Shirur,28,pune shirur,0,pune shirur,521,4189,,,,
2933,Puri,Brahmagiri,2,puri brahmagiri,0,puri brahmagiri,387,3067,,,,
2934,Puri,Pipili,1,puri pipili,0,puri pipili,387,3057,,,,
2935,Puri,Sadar,7,puri sadar,0,puri sadar,387,3066,,,,
2936,Purnia,Baisa,3,purnia baisa,0,purnia baisa,211,1139,,,,
2937,Purnia,Krityanand Nagar,1,purnia krityanand nagar,0,purnia krityanand nagar,211,1133,,,,
2938,Purnia,Purnia East,4,purnia purnia east,0,purnia purnia east,211,1134,,,,
2951,Raichur,Devadurga,8,raichur devadurga,0,raichur devadurga,559,5460,,,,
2952,Raichur,Lingsugur,32,raichur lingsugur,0,raichur lingsugur,559,5459,,,,
2953,Raichur,Raichur,31,raichur raichur,0,raichur raichur,559,5461,,,,
2954,Raichur,Sindhnur,10,raichur sindhnur,0,raichur sindhnur,559,5463,,,,
2967,Raigarh,Gharghoda,23,raigarh gharghoda,0,raigarh gharghoda,403,3265,,,,
2968,Raigarh,Kharsia,17,raigarh kharsia,0,raigarh kharsia,403,3269,,,,
2969,Raigarh,Lailunga,4,raigarh lailunga,0,raigarh lailunga,403,3264,,,,
2970,Raigarh,Raigarh,30,raigarh raigarh,0,raigarh raigarh,403,3267,,,,
2971,Raigarh,Sarangarh,8,raigarh sarangarh,0,raigarh sarangarh,403,3270,,,,
2972,Raigarh,Tamnar,6,raigarh tamnar,0,raigarh tamnar,403,3266,,,,
2973,Raigarh,Udaipur (Dharamjaigarh),5,raigarh udaipur (dharamjaigarh),0,raigarh udaipur (dharamjaigarh),403,3263,,,,
2974,Raipur,Abhanpur,14,raipur abhanpur,0,raipur abhanpur,410,3331,,,,
2975,Raipur,Arang,64,raipur arang,0,raipur arang,410,3330,,,,
2976,Raipur,Baloda Bazar,4,raipur baloda bazar,0,raipur baloda bazar,410,3326,,,,
2977,Raipur,Bhatapara,1,raipur bhatapara,0,raipur bhatapara,410,3325,,,,
2978,Raipur,Bilaigarh,3,raipur bilaigarh,0,raipur bilaigarh,410,3329,,,,
2979,Raipur,Deobhog,1,raipur deobhog,0,raipur deobhog,410,3338,,,,
2980,Raipur,Palari,10,raipur palari,0,raipur palari,410,3327,,,,
2981,Raipur,Raipur,160,raipur raipur,0,raipur raipur,410,3332,,,,
2982,Raipur,Rajim,5,raipur rajim,0,raipur rajim,410,3333,,,,
2983,Raipur,Simga,2,raipur simga,0,raipur simga,410,3324,,,,
2984,Raipur,Tilda,26,raipur tilda,0,raipur tilda,410,3334,,,,
2985,Raisen,Badi,2,raisen badi,0,raisen badi,446,3595,,,,
2986,Raisen,Baraily,10,raisen baraily,0,raisen baraily,446,3594,,,,
2987,Raisen,Begamganj,5,raisen begamganj,0,raisen begamganj,446,3592,,,,
2989,Raisen,Gairatganj,2,raisen gairatganj,0,raisen gairatganj,446,3591,,,,
2990,Raisen,Goharganj,104,raisen goharganj,0,raisen goharganj,446,3593,,,,
2991,Raisen,Raisen,49,raisen raisen,0,raisen raisen,446,3590,,,,
2992,Raisen,Silwani,11,raisen silwani,0,raisen silwani,446,3596,,,,
2994,Raisen,Udaipura,23,raisen udaipura,0,raisen udaipura,446,3597,,,,
2996,Rajgarh,Biaora,32,rajgarh biaora,0,rajgarh biaora,442,3566,,,,
2997,Rajgarh,Jirapur,13,rajgarh jirapur,0,rajgarh jirapur,442,3563,,,,
2998,Rajgarh,Khilchipur,9,rajgarh khilchipur,0,rajgarh khilchipur,442,3564,,,,
3000,Rajgarh,Narsinghgarh,27,rajgarh narsinghgarh,0,rajgarh narsinghgarh,442,3568,,,,
3002,Rajgarh,Rajgarh,33,rajgarh rajgarh,0,rajgarh rajgarh,442,3565,,,,
3003,Rajgarh,Sarangpur,12,rajgarh sarangpur,0,rajgarh sarangpur,442,3567,,,,
3005,Rajkot,Dhoraji,5,rajkot dhoraji,0,rajkot dhoraji,476,3810,,,,
3006,Rajkot,Gondal,32,rajkot gondal,0,rajkot gondal,476,3807,,,,
3007,Rajkot,Jamkandorna,6,rajkot jamkandorna,0,rajkot jamkandorna,476,3808,,,,
3008,Rajkot,Jasdan,21,rajkot jasdan,0,rajkot jasdan,476,3806,,,,
3009,Rajkot,Jetpur,52,rajkot jetpur,0,rajkot jetpur,476,3811,,,,
3010,Rajkot,Kotda Sangani,19,rajkot kotda sangani,0,rajkot kotda sangani,476,3805,,,,
3011,Rajkot,Lodhika,21,rajkot lodhika,0,rajkot lodhika,476,3804,,,,
3012,Rajkot,Paddhari,6,rajkot paddhari,0,rajkot paddhari,476,3802,,,,
3013,Rajkot,Rajkot,278,rajkot rajkot,0,rajkot rajkot,476,3803,,,,
3014,Rajkot,Upleta,83,rajkot upleta,0,rajkot upleta,476,3809,,,,
3015,Rajnandgaon,Ambagarh,3,rajnandgaon ambagarh,0,rajnandgaon ambagarh,408,3310,,,,
3016,Rajnandgaon,Dongargaon,50,rajnandgaon dongargaon,0,rajnandgaon dongargaon,408,3307,,,,
3017,Rajnandgaon,Dongargarh,3,rajnandgaon dongargarh,0,rajnandgaon dongargarh,408,3304,,,,
3018,Rajnandgaon,Khairagarh,31,rajnandgaon khairagarh,0,rajnandgaon khairagarh,408,3303,,,,
3019,Rajnandgaon,Manpur,3,rajnandgaon manpur,0,rajnandgaon manpur,408,3309,,,,
3020,Rajnandgaon,Mohla,3,rajnandgaon mohla,0,rajnandgaon mohla,408,3308,,,,
3021,Rajnandgaon,Rajnandgaon,142,rajnandgaon rajnandgaon,0,rajnandgaon rajnandgaon,408,3305,,,,
3022,Rajsamand,Amet,76,rajsamand amet,0,rajsamand amet,123,641,,,,
3023,Rajsamand,Bhim,50,rajsamand bhim,0,rajsamand bhim,123,639,,,,
3024,Rajsamand,Deogarh,235,rajsamand deogarh,0,rajsamand deogarh,123,640,,,,
3025,Rajsamand,Kumbhalgarh,54,rajsamand kumbhalgarh,0,rajsamand kumbhalgarh,123,642,,,,
3026,Rajsamand,Nathdwara,77,rajsamand nathdwara,0,rajsamand nathdwara,123,645,,,,
3027,Rajsamand,Railmagra,35,rajsamand railmagra,0,rajsamand railmagra,123,644,,,,
3028,Rajsamand,Rajsamand,197,rajsamand rajsamand,0,rajsamand rajsamand,123,643,,,,
3029,Ramanagara,Channapatna,3,ramanagara channapatna,0,ramanagara channapatna,584,5607,,,,
3030,Ramanagara,Kanakapura,89,ramanagara kanakapura,0,ramanagara kanakapura,584,5608,,,,
3031,Ramanagara,Magadi,24,ramanagara magadi,0,ramanagara magadi,584,5605,,,,
3033,Ramanathapuram,Kadaladi,16,ramanathapuram kadaladi,0,ramanathapuram kadaladi,626,5859,,,,
3034,Ramanathapuram,Kamuthi,10,ramanathapuram kamuthi,0,ramanathapuram kamuthi,626,5858,,,,
3036,Ramanathapuram,Mudukulathur,8,ramanathapuram mudukulathur,0,ramanathapuram mudukulathur,626,5857,,,,
3037,Ramanathapuram,Paramakudi,46,ramanathapuram paramakudi,0,ramanathapuram paramakudi,626,5856,,,,
3038,Ramanathapuram,Ramanathapuram,33,ramanathapuram ramanathapuram,0,ramanathapuram ramanathapuram,626,5860,,,,
3039,Ramanathapuram,Rameswaram,8,ramanathapuram rameswaram,0,ramanathapuram rameswaram,626,5861,,,,
3040,Ramanathapuram,Tiruvadanai,7,ramanathapuram tiruvadanai,0,ramanathapuram tiruvadanai,626,5855,,,,
3042,Ramgarh,Patratu,9,ramgarh patratu,0,ramgarh patratu,361,2660,,,,
3043,Rampur,Rampur,5,rampur rampur,0,rampur rampur,136,726,,,,
3044,Rampur,Suar,14,rampur suar,0,rampur suar,136,723,,,,
3045,Ranchi,Angara,8,ranchi angara,0,ranchi angara,364,2686,,,,
3046,Ranchi,Bero,7,ranchi bero,0,ranchi bero,364,2695,,,,
3047,Ranchi,Burmu,3,ranchi burmu,0,ranchi burmu,364,2682,,,,
3048,Ranchi,Chanho,1,ranchi chanho,0,ranchi chanho,364,2694,,,,
3049,Ranchi,Kanke,54,ranchi kanke,0,ranchi kanke,364,2684,,,,
3051,Ranchi,Lapung,6,ranchi lapung,0,ranchi lapung,364,2697,,,,
3053,Ranchi,Namkum,25,ranchi namkum,0,ranchi namkum,364,2690,,,,
3054,Ranchi,Ormanjhi,25,ranchi ormanjhi,0,ranchi ormanjhi,364,2685,,,,
3055,Ranchi,Ratu,9,ranchi ratu,0,ranchi ratu,364,2691,,,,
3056,Ranchi,Silli,2,ranchi silli,0,ranchi silli,364,2688,,,,
3057,Ranchi,Sonahatu,1,ranchi sonahatu,0,ranchi sonahatu,364,2689,,,,
3058,Ranchi,Tamar I,1,ranchi tamar i,0,ranchi tamar i,364,2699,,,,
3101,Ratlam,Alot,24,ratlam alot,0,ratlam alot,434,3502,,,,
3102,Ratlam,Bajna,6,ratlam bajna,0,ratlam bajna,434,3505,,,,
3103,Ratlam,Jaora,32,ratlam jaora,0,ratlam jaora,434,3501,,,,
3104,Ratlam,Piploda,6,ratlam piploda,0,ratlam piploda,434,3500,,,,
3105,Ratlam,Ratlam,51,ratlam ratlam,0,ratlam ratlam,434,3507,,,,
3106,Ratlam,Rawti,1,ratlam rawti,0,ratlam rawti,434,3506,,,,
3107,Ratlam,Sailana,5,ratlam sailana,0,ratlam sailana,434,3504,,,,
3109,Ratnagiri,Chiplun,5,ratnagiri chiplun,0,ratnagiri chiplun,528,4269,,,,
3110,Ratnagiri,Dapoli,8,ratnagiri dapoli,0,ratnagiri dapoli,528,4267,,,,
3111,Ratnagiri,Guhagar,1,ratnagiri guhagar,0,ratnagiri guhagar,528,4270,,,,
3112,Ratnagiri,Khed,20,ratnagiri khed,0,ratnagiri khed,528,4268,,,,
3113,Ratnagiri,Lanja,2,ratnagiri lanja,0,ratnagiri lanja,528,4273,,,,
3114,Ratnagiri,Rajapur,2,ratnagiri rajapur,0,ratnagiri rajapur,528,4274,,,,
3115,Ratnagiri,Ratnagiri,2,ratnagiri ratnagiri,0,ratnagiri ratnagiri,528,4271,,,,
3116,Ratnagiri,Sangameshwar,2,ratnagiri sangameshwar,0,ratnagiri sangameshwar,528,4272,,,,
3117,Rayagada,Bishamakatak,2,rayagada bishamakatak,0,rayagada bishamakatak,396,3175,,,,
3118,Rayagada,Gudari,1,rayagada gudari,0,rayagada gudari,396,3184,,,,
3119,Rayagada,Gunupur,8,rayagada gunupur,0,rayagada gunupur,396,3183,,,,
3120,Rayagada,Kashipur,1,rayagada kashipur,0,rayagada kashipur,396,3177,,,,
3121,Rayagada,Muniguda,9,rayagada muniguda,0,rayagada muniguda,396,3173,,,,
3122,Rayagada,Padmapur,1,rayagada padmapur,0,rayagada padmapur,396,3185,,,,
3123,Rayagada,Rayagada,29,rayagada rayagada,0,rayagada rayagada,396,3181,,,,
3124,Rewa,Gurh,7,rewa gurh,0,rewa gurh,430,3481,,,,
3125,Rewa,Hanumana,35,rewa hanumana,0,rewa hanumana,430,3476,,,,
3126,Rewa,Huzur,59,rewa huzur,0,rewa huzur,430,3479,,,,
3127,Rewa,Jawa,4,rewa jawa,0,rewa jawa,430,3472,,,,
3128,Rewa,Mauganj,35,rewa mauganj,0,rewa mauganj,430,3477,,,,
3129,Rewa,Naigarhi,1,rewa naigarhi,0,rewa naigarhi,430,3478,,,,
3132,Rewa,Sirmour,8,rewa sirmour,0,rewa sirmour,430,3473,,,,
3133,Rewa,Teonthar,12,rewa teonthar,0,rewa teonthar,430,3471,,,,
3134,Rewari,Bawal,1,rewari bawal,0,rewari bawal,85,415,,,,
3135,Rewari,Rewari,14,rewari rewari,0,rewari rewari,85,414,,,,
3136,Rohtak,Rohtak,6,rohtak rohtak,0,rohtak rohtak,82,405,,,,
3137,Rohtas,Akorhi Gola,1,rohtas akorhi gola,0,rohtas akorhi gola,234,1472,,,,
3138,Rohtas,Dehri,2,rohtas dehri,0,rohtas dehri,234,1473,,,,
3139,Rohtas,Sasaram,1,rohtas sasaram,0,rohtas sasaram,234,1471,,,,
3140,Rohtas,Tilouthu,2,rohtas tilouthu,0,rohtas tilouthu,234,1474,,,,
3142,Rupnagar,Anandpur Sahib,8,rupnagar anandpur sahib,0,rupnagar anandpur sahib,51,262,,,,
3143,Rupnagar,Chamkaur Sahib,8,rupnagar chamkaur sahib,0,rupnagar chamkaur sahib,51,265,,,,
3148,Sabar Kantha,Bhiloda,2,sabar kantha bhiloda,0,sabar kantha bhiloda,472,3764,,,,
3149,Sabar Kantha,Himatnagar,32,sabar kantha himatnagar,0,sabar kantha himatnagar,472,3766,,,,
3150,Sabar Kantha,Idar,44,sabar kantha idar,0,sabar kantha idar,472,3763,,,,
3151,Sabar Kantha,Khedbrahma,4,sabar kantha khedbrahma,0,sabar kantha khedbrahma,472,3760,,,,
3152,Sabar Kantha,Modasa,2,sabar kantha modasa,0,sabar kantha modasa,472,3769,,,,
3153,Sabar Kantha,Prantij,29,sabar kantha prantij,0,sabar kantha prantij,472,3767,,,,
3154,Sabar Kantha,Talod,20,sabar kantha talod,0,sabar kantha talod,472,3768,,,,
3155,Sabar Kantha,Vadali,5,sabar kantha vadali,0,sabar kantha vadali,472,3762,,,,
3156,Sagar,Banda,43,sagar banda,0,sagar banda,427,3446,,,,
3157,Sagar,Bina,19,sagar bina,0,sagar bina,427,3443,,,,
3158,Sagar,Deori,26,sagar deori,0,sagar deori,427,3453,,,,
3159,Sagar,Garhakota,3,sagar garhakota,0,sagar garhakota,427,3450,,,,
3161,Sagar,Kesli,10,sagar kesli,0,sagar kesli,427,3452,,,,
3162,Sagar,Khurai,30,sagar khurai,0,sagar khurai,427,3444,,,,
3164,Sagar,Rahatgarh,6,sagar rahatgarh,0,sagar rahatgarh,427,3448,,,,
3165,Sagar,Rehli,4,sagar rehli,0,sagar rehli,427,3451,,,,
3166,Sagar,Sagar,118,sagar sagar,0,sagar sagar,427,3449,,,,
3167,Sagar,Shahgarh,9,sagar shahgarh,0,sagar shahgarh,427,3447,,,,
3168,Saharanpur,Behat,9,saharanpur behat,0,saharanpur behat,132,701,,,,
3169,Saharanpur,Deoband,1,saharanpur deoband,0,saharanpur deoband,132,704,,,,
3170,Saharanpur,Nakur,1,saharanpur nakur,0,saharanpur nakur,132,703,,,,
3171,Saharanpur,Saharanpur,7,saharanpur saharanpur,0,saharanpur saharanpur,132,702,,,,
3172,Saharsa,Patarghat,2,saharsa patarghat,0,saharsa patarghat,214,1176,,,,
3173,Saharsa,Satar Kataiya,4,saharsa satar kataiya,0,saharsa satar kataiya,214,1172,,,,
3174,Saharsa,Saur Bazar,2,saharsa saur bazar,0,saharsa saur bazar,214,1175,,,,
3175,Saharsa,Simri Bakhtiarpur,1,saharsa simri bakhtiarpur,0,saharsa simri bakhtiarpur,214,1178,,,,
3176,Saharsa,Sonbarsa,1,saharsa sonbarsa,0,saharsa sonbarsa,214,1177,,,,
3177,Sahibganj,Barhait,3,sahibganj barhait,0,sahibganj barhait,352,2567,,,,
3178,Sahibganj,Barharwa,8,sahibganj barharwa,0,sahibganj barharwa,352,2572,,,,
3179,Sahibganj,Borio,6,sahibganj borio,0,sahibganj borio,352,2566,,,,
3180,Sahibganj,Mandro,28,sahibganj mandro,0,sahibganj mandro,352,2565,,,,
3181,Sahibganj,Pathna,14,sahibganj pathna,0,sahibganj pathna,352,2571,,,,
3182,Sahibganj,Rajmahal,7,sahibganj rajmahal,0,sahibganj rajmahal,352,2569,,,,
3183,Sahibganj,Sahibganj,9,sahibganj sahibganj,0,sahibganj sahibganj,352,2564,,,,
3184,Sahibganj,Taljhari,14,sahibganj taljhari,0,sahibganj taljhari,352,2568,,,,
3185,Salem,Attur,6,salem attur,0,salem attur,608,5743,,,,
3186,Salem,Edappadi,16,salem edappadi,0,salem edappadi,608,5738,,,,
3187,Salem,Gangavalli,3,salem gangavalli,0,salem gangavalli,608,5744,,,,
3188,Salem,Mettur,20,salem mettur,0,salem mettur,608,5736,,,,
3189,Salem,Omalur,17,salem omalur,0,salem omalur,608,5737,,,,
3190,Salem,Salem,25,salem salem,0,salem salem,608,5740,,,,
3191,Salem,Sankari,68,salem sankari,0,salem sankari,608,5739,,,,
3192,Salem,Vazhapadi,15,salem vazhapadi,0,salem vazhapadi,608,5742,,,,
3193,Salem,Yercaud,2,salem yercaud,0,salem yercaud,608,5741,,,,
3194,Samastipur,Bibhutpur,2,samastipur bibhutpur,0,samastipur bibhutpur,221,1299,,,,
3195,Samastipur,Bithan,8,samastipur bithan,0,samastipur bithan,221,1303,,,,
3196,Samastipur,Dalsinghsarai,1,samastipur dalsinghsarai,0,samastipur dalsinghsarai,221,1297,,,,
3197,Samastipur,Hasanpur,3,samastipur hasanpur,0,samastipur hasanpur,221,1302,,,,
3198,Samastipur,Kalyanpur,1,samastipur kalyanpur,0,samastipur kalyanpur,221,1284,,,,
3199,Samastipur,Mohanpur,1,samastipur mohanpur,0,samastipur mohanpur,221,1293,,,,
3200,Samastipur,Rosera,1,samastipur rosera,0,samastipur rosera,221,1300,,,,
3201,Samastipur,Samastipur,1,samastipur samastipur,0,samastipur samastipur,221,1288,,,,
