"","District","Tehsil","N","District_Tehsil","Matched_distance","district_tehsil_matched","pc11_district_id","pc11_sd_id"
"2509","Nalanda","Rajgir",4,"nalanda rajgir",0,"nalanda rajgir",229,"01394"
"2510","Nalgonda","Alair",3,"nalgonda alair",0,"nalgonda alair",539,"04617"
"2511","Nalgonda","Atmakur (S)",3,"nalgonda atmakur (s)",0,"nalgonda atmakur (s)",539,"04622"
"2512","Nalgonda","Bangalore East",1,"nalgonda bangalore east",9,"bangalore bangalore east",572,"05544"
"2513","Nalgonda","Bangalore North",1,"nalgonda bangalore north",9,"bangalore bangalore north",572,"05542"
"2514","Nalgonda","Bhuvanagiri",4,"nalgonda bhuvanagiri",6,"nalgonda bhongir",539,"04628"
"2515","Nalgonda","Bibinagar",5,"nalgonda bibinagar",0,"nalgonda bibinagar",539,"04629"
"2516","Nalgonda","Bommalaramaram",14,"nalgonda bommalaramaram",0,"nalgonda bommalaramaram",539,"04613"
"2517","Nalgonda","Chandur",1,"nalgonda chandur",0,"nalgonda chandur",539,"04655"
"2518","Nalgonda","Chikkaballapura",1,"nalgonda chikkaballapura",10,"nalgonda chilkur",539,"04667"
"2519","Nalgonda","Chilkur",1,"nalgonda chilkur",0,"nalgonda chilkur",539,"04667"
"2520","Nalgonda","Chityala",33,"nalgonda chityala",0,"nalgonda chityala",539,"04633"
"2521","Nalgonda","Chivvemla",7,"nalgonda chivvemla",0,"nalgonda chivvemla",539,"04639"
"2522","Nalgonda","Choutuppal",10,"nalgonda choutuppal",0,"nalgonda choutuppal",539,"04631"
"2523","Nalgonda","Damaracherla",4,"nalgonda damaracherla",2,"nalgonda dameracherla",539,"04663"
"2524","Nalgonda","Devarkonda",5,"nalgonda devarkonda",1,"nalgonda devarakonda",539,"04653"
"2525","Nalgonda","Garide palle",4,"nalgonda garide palle",0,"nalgonda garide palle",539,"04666"
"2526","Nalgonda","Gundala",2,"nalgonda gundala",0,"nalgonda gundala",539,"04618"
"2527","Nalgonda","Gurrampode",4,"nalgonda gurrampode",0,"nalgonda gurrampode",539,"04657"
"2528","Nalgonda","Jaji reddi gudem",1,"nalgonda jaji reddi gudem",0,"nalgonda jaji reddi gudem",539,"04623"
"2529","Nalgonda","Kangal",2,"nalgonda kangal",0,"nalgonda kangal",539,"04656"
"2530","Nalgonda","Kattangoor",2,"nalgonda kattangoor",0,"nalgonda kattangoor",539,"04635"
"2531","Nalgonda","Kethe palle",2,"nalgonda kethe palle",0,"nalgonda kethe palle",539,"04637"
"2532","Nalgonda","Kodad",7,"nalgonda kodad",0,"nalgonda kodad",539,"04668"
"2533","Nalgonda","M.Turkapalle",4,"nalgonda m.turkapalle",0,"nalgonda m.turkapalle",539,"04614"
"2534","Nalgonda","Marriguda",4,"nalgonda marriguda",0,"nalgonda marriguda",539,"04649"
"2535","Nalgonda","Mattam palle",5,"nalgonda mattam palle",0,"nalgonda mattam palle",539,"04670"
"2536","Nalgonda","Mella cheruvu",1,"nalgonda mella cheruvu",0,"nalgonda mella cheruvu",539,"04671"
"2537","Nalgonda","Miryalaguda",1,"nalgonda miryalaguda",0,"nalgonda miryalaguda",539,"04664"
"2538","Nalgonda","Mothey",4,"nalgonda mothey",0,"nalgonda mothey",539,"04640"
"2539","Nalgonda","Munagala",9,"nalgonda munagala",0,"nalgonda munagala",539,"04642"
"2540","Nalgonda","Munugode",1,"nalgonda munugode",0,"nalgonda munugode",539,"04647"
"2541","Nalgonda","Nadigudem",1,"nalgonda nadigudem",0,"nalgonda nadigudem",539,"04641"
"2542","Nalgonda","Nakrekal",1,"nalgonda nakrekal",0,"nalgonda nakrekal",539,"04636"
"2543","Nalgonda","Nalgonda",7,"nalgonda nalgonda",0,"nalgonda nalgonda",539,"04646"
"2544","Nalgonda","Narayanpur",2,"nalgonda narayanpur",1,"nalgonda narayanapur",539,"04648"
"2545","Nalgonda","Narketpalle",2,"nalgonda narketpalle",0,"nalgonda narketpalle",539,"04634"
"2546","Nalgonda","Nereducherla",1,"nalgonda nereducherla",1,"nalgonda neredcherla",539,"04665"
"2547","Nalgonda","Nidamanur",2,"nalgonda nidamanur",0,"nalgonda nidamanur",539,"04661"
"2548","Nalgonda","Nuthankal",3,"nalgonda nuthankal",0,"nalgonda nuthankal",539,"04621"
"2549","Nalgonda","Pedda adiserla palle",1,"nalgonda pedda adiserla palle",0,"nalgonda pedda adiserla palle",539,"04658"
"2550","Nalgonda","Penpahad",1,"nalgonda penpahad",0,"nalgonda penpahad",539,"04643"
"2551","Nalgonda","Pochampalle",7,"nalgonda pochampalle",0,"nalgonda pochampalle",539,"04630"
"2552","Nalgonda","Rajapet",1,"nalgonda rajapet",0,"nalgonda rajapet",539,"04615"
"2553","Nalgonda","Ramannapeta",4,"nalgonda ramannapeta",0,"nalgonda ramannapeta",539,"04632"
"2554","Nalgonda","Suryapet",11,"nalgonda suryapet",0,"nalgonda suryapet",539,"04638"
"2555","Nalgonda","Thipparthi",1,"nalgonda thipparthi",0,"nalgonda thipparthi",539,"04645"
"2556","Nalgonda","Thirumalgiri",5,"nalgonda thirumalgiri",0,"nalgonda thirumalgiri",539,"04619"
"2557","Nalgonda","Thripuraram",1,"nalgonda thripuraram",0,"nalgonda thripuraram",539,"04662"
"2558","Nalgonda","Valigonda",1,"nalgonda valigonda",0,"nalgonda valigonda",539,"04627"
"2559","Namakkal","Namakkal",63,"namakkal namakkal",0,"namakkal namakkal",609,"05747"
"2560","Namakkal","Paramathi-Velur",30,"namakkal paramathi-velur",0,"namakkal paramathi-velur",609,"05748"
"2561","Namakkal","Rasipuram",14,"namakkal rasipuram",0,"namakkal rasipuram",609,"05746"
"2562","Namakkal","Tiruchengode",50,"namakkal tiruchengode",0,"namakkal tiruchengode",609,"05745"
"2563","Nanded","Ardhapur",3,"nanded ardhapur",0,"nanded ardhapur",511,"04099"
"2564","Nanded","Bhokar",8,"nanded bhokar",0,"nanded bhokar",511,"04102"
"2565","Nanded","Biloli",59,"nanded biloli",0,"nanded biloli",511,"04105"
"2566","Nanded","Deglur",20,"nanded deglur",0,"nanded deglur",511,"04110"
"2567","Nanded","Dharmabad",1,"nanded dharmabad",0,"nanded dharmabad",511,"04104"
"2568","Nanded","Hadgaon",15,"nanded hadgaon",0,"nanded hadgaon",511,"04098"
"2569","Nanded","Himayatnagar",15,"nanded himayatnagar",0,"nanded himayatnagar",511,"04097"
"2570","Nanded","Kinwat",7,"nanded kinwat",0,"nanded kinwat",511,"04096"
"2571","Nanded","Loha",6,"nanded loha",0,"nanded loha",511,"04107"
"2572","Nanded","Mahoor",9,"nanded mahoor",0,"nanded mahoor",511,"04095"
"2573","Nanded","Mudkhed",4,"nanded mudkhed",0,"nanded mudkhed",511,"04101"
"2574","Nanded","Mukhed",2,"nanded mukhed",0,"nanded mukhed",511,"04109"
"2575","Nanded","Naigaon (Khairgaon)",8,"nanded naigaon (khairgaon)",0,"nanded naigaon (khairgaon)",511,"04106"
"2576","Nanded","Nanded",10,"nanded nanded",0,"nanded nanded",511,"04100"
"2577","Nanded","Umri",4,"nanded umri",0,"nanded umri",511,"04103"
"2578","Nandurbar","Akkalkuwa",1,"nandurbar akkalkuwa",0,"nandurbar akkalkuwa",497,"03950"
"2579","Nandurbar","Nandurbar",1,"nandurbar nandurbar",0,"nandurbar nandurbar",497,"03954"
"2580","Nandurbar","Nawapur",2,"nandurbar nawapur",0,"nandurbar nawapur",497,"03955"
"2581","Nandurbar","Shahade",10,"nandurbar shahade",0,"nandurbar shahade",497,"03953"
"2582","Narayanpur","Narayanpur",5,"narayanpur narayanpur",0,"narayanpur narayanpur",415,"03367"
"2583","Narmada","Nandod",38,"narmada nandod",0,"narmada nandod",487,"03910"
"2584","Narmada","Sagbara",1,"narmada sagbara",0,"narmada sagbara",487,"03912"
"2585","Narmada","Tilakwada",6,"narmada tilakwada",0,"narmada tilakwada",487,"03909"
"2586","Narsimhapur","Gadarwara",15,"narsimhapur gadarwara",0,"narsimhapur gadarwara",452,"03635"
"2587","Narsimhapur","Gotegaon",9,"narsimhapur gotegaon",0,"narsimhapur gotegaon",452,"03634"
"2588","Narsimhapur","Kareli",2,"narsimhapur kareli",0,"narsimhapur kareli",452,"03637"
"2589","Narsimhapur","Narsimhapur",17,"narsimhapur narsimhapur",0,"narsimhapur narsimhapur",452,"03636"
"2590","Narsimhapur","Tendukheda",2,"narsimhapur tendukheda",0,"narsimhapur tendukheda",452,"03638"
"2591","Nashik","Baglan",1,"nashik baglan",0,"nashik baglan",516,"04145"
"2592","Nashik","Chandvad",6,"nashik chandvad",0,"nashik chandvad",516,"04148"
"2593","Nashik","Deola",1,"nashik deola",0,"nashik deola",516,"04144"
"2594","Nashik","Dindori",19,"nashik dindori",0,"nashik dindori",516,"04149"
"2595","Nashik","Igatpuri",3,"nashik igatpuri",0,"nashik igatpuri",516,"04153"
"2596","Nashik","Kalwan",9,"nashik kalwan",0,"nashik kalwan",516,"04143"
"2597","Nashik","Malegaon",25,"nashik malegaon",0,"nashik malegaon",516,"04146"
"2598","Nashik","Nandgaon",4,"nashik nandgaon",0,"nashik nandgaon",516,"04147"
"2599","Nashik","Nashik",56,"nashik nashik",0,"nashik nashik",516,"04152"
"2600","Nashik","Niphad",3,"nashik niphad",0,"nashik niphad",516,"04155"
"2601","Nashik","Sinnar",10,"nashik sinnar",0,"nashik sinnar",516,"04154"
"2602","Nashik","Surgana",2,"nashik surgana",0,"nashik surgana",516,"04142"
"2603","Nashik","Trimbakeshwar",2,"nashik trimbakeshwar",0,"nashik trimbakeshwar",516,"04151"
"2604","Nashik","Yevla",4,"nashik yevla",0,"nashik yevla",516,"04156"
"2605","Navsari","Bansda",8,"navsari bansda",0,"navsari bansda",490,"03926"
"2606","Navsari","Chikhli",53,"navsari chikhli",0,"navsari chikhli",490,"03925"
"2607","Navsari","Gandevi",148,"navsari gandevi",0,"navsari gandevi",490,"03924"
"2608","Navsari","Jalalpore",44,"navsari jalalpore",0,"navsari jalalpore",490,"03923"
"2609","Navsari","Navsari",129,"navsari navsari",0,"navsari navsari",490,"03922"
"2610","Nawada","Hisua",3,"nawada hisua",0,"nawada hisua",237,"01520"
"2611","Nawada","Kashi Chak",1,"nawada kashi chak",0,"nawada kashi chak",237,"01514"
"2612","Nawada","Nawada",12,"nawada nawada",0,"nawada nawada",237,"01512"
"2613","Nawada","Rajauli",2,"nawada rajauli",0,"nawada rajauli",237,"01524"
"2614","Nawada","Warisaliganj",1,"nawada warisaliganj",0,"nawada warisaliganj",237,"01513"
"2615","Nayagarh","Dasapalla",5,"nayagarh dasapalla",0,"nayagarh dasapalla",385,"03023"
"2616","Nayagarh","Fategarh",6,"nayagarh fategarh",0,"nayagarh fategarh",385,"03027"
"2617","Nayagarh","Gania",4,"nayagarh gania",0,"nayagarh gania",385,"03022"
"2618","Nayagarh","Khandapada",8,"nayagarh khandapada",0,"nayagarh khandapada",385,"03026"
"2619","Nayagarh","Nayagarh",9,"nayagarh nayagarh",0,"nayagarh nayagarh",385,"03028"
"2620","Nayagarh","Nuagaon",7,"nayagarh nuagaon",0,"nayagarh nuagaon",385,"03025"
"2621","Nayagarh","Odagaon",2,"nayagarh odagaon",0,"nayagarh odagaon",385,"03031"
"2622","Nayagarh","Ranapur",27,"nayagarh ranapur",0,"nayagarh ranapur",385,"03033"
"2623","Neemuch","Jawad",15,"neemuch jawad",0,"neemuch jawad",432,"03487"
"2624","Neemuch","Manasa",10,"neemuch manasa",0,"neemuch manasa",432,"03491"
"2625","Neemuch","Neemuch",28,"neemuch neemuch",0,"neemuch neemuch",432,"03489"
"2626","Neemuch","Rampur",1,"neemuch rampur",7,"neemuch jiran",432,"03490"
"2627","Neemuch","Singauli",1,"neemuch singauli",3,"neemuch singoli",432,"03488"
"2628","Nellore","Allur",3,"nellore allur",6,"vellore ambur",605,"05719"
"2629","Nellore","Ananthasagaram",3,"nellore ananthasagaram",14,"vellore arakonam",605,"05715"
"2630","Nellore","Atmakur",6,"nellore atmakur",6,"vellore ambur",605,"05719"
"2631","Nellore","Bogole",2,"nellore bogole",11,"vellore arcot",605,"05716"
"2632","Nellore","Buchireddipalem",4,"nellore buchireddipalem",16,"vellore ambur",605,"05719"
"2633","Nellore","Chejerla",7,"nellore chejerla",13,"neemuch jiran",432,"03490"
"2634","Nellore","Chillakur",112,"nellore chillakur",10,"vellore ambur",605,"05719"
"2635","Nellore","Chittamur",2,"nellore chittamur",8,"vellore ambur",605,"05719"
"2636","Nellore","Dagadarthi",1,"nellore dagadarthi",11,"vellore katpadi",605,"05713"
"2637","Nellore","Duttalur",7,"nellore duttalur",9,"vellore ambur",605,"05719"
"2638","Nellore","Gudur",11,"nellore gudur",8,"vellore ambur",605,"05719"
"2639","Nellore","Indukurpet",12,"nellore indukurpet",11,"indore indore",439,"03543"
"2640","Nellore","Jaladanki",1,"nellore jaladanki",10,"vellore katpadi",605,"05713"
"2641","Nellore","Kaligiri",2,"nellore kaligiri",11,"bellary kudligi",565,"05502"
"2642","Nellore","Kaluvoya",4,"nellore kaluvoya",11,"vellore katpadi",605,"05713"
"2643","Nellore","Kavali",1,"nellore kavali",7,"vellore katpadi",605,"05713"
"2644","Nellore","Kodavalur",2,"nellore kodavalur",10,"vellore ambur",605,"05719"
"2645","Nellore","Kondapuram",4,"nellore kondapuram",10,"vellore arakonam",605,"05715"
"2646","Nellore","Kota",21,"nellore kota",7,"vellore katpadi",605,"05713"
"2647","Nellore","Kovur",5,"nellore kovur",8,"vellore ambur",605,"05719"
"2648","Nellore","Manubolu",3,"nellore manubolu",9,"vellore ambur",605,"05719"
"2649","Nellore","Marripadu",3,"nellore marripadu",10,"vellore katpadi",605,"05713"
"2650","Nellore","Muthukur",3,"nellore muthukur",9,"vellore ambur",605,"05719"
"2651","Nellore","Naidupet",5,"nellore naidupet",11,"vellore arcot",605,"05716"
"2652","Nellore","Nellore",11,"nellore nellore",4,"vellore vellore",605,"05717"
"2653","Nellore","Ozili",12,"nellore ozili",10,"vellore arcot",605,"05716"
"2654","Nellore","Pellakur",1,"nellore pellakur",9,"vellore vellore",605,"05717"
"2655","Nellore","Podalakur",15,"nellore podalakur",10,"vellore ambur",605,"05719"
"2656","Nellore","Rapur",5,"nellore rapur",6,"vellore ambur",605,"05719"
"2657","Nellore","Sangam",4,"nellore sangam",8,"vellore arakonam",605,"05715"
"2658","Nellore","Seetharamapuram",2,"nellore seetharamapuram",14,"sehore shyampur",445,"03583"
"2659","Nellore","Sydapuram",55,"nellore sydapuram",10,"sehore shyampur",445,"03583"
"2660","Nellore","Tada",1,"nellore tada",7,"vellore katpadi",605,"05713"
"2661","Nellore","Udayagiri",2,"nellore udayagiri",12,"latur udgir",524,"04235"
"2662","Nellore","Vakadu",3,"nellore vakadu",9,"vellore katpadi",605,"05713"
"2663","Nellore","Varikuntapadu",7,"nellore varikuntapadu",12,"vellore katpadi",605,"05713"
"2664","Nellore","Venkatachalam",1,"nellore venkatachalam",14,"vellore katpadi",605,"05713"
"2665","Nellore","Vidavalur",3,"nellore vidavalur",10,"vellore ambur",605,"05719"
"2666","Nellore","Vinjamur",10,"nellore vinjamur",7,"vellore ambur",605,"05719"
"2667","Nirmal","Nirmal",4,"nirmal nirmal",8,"NA NA",0,"00000"
"2668","Niwari","Niwari",11,"niwari niwari",8,"rewari rewari",85,"00414"
"2669","Niwari","Orchha",3,"niwari orchha",9,"tikamgarh orchha",424,"03416"
"2670","Niwari","Prithvipur",3,"niwari prithvipur",9,"tikamgarh prithvipur",424,"03417"
"2671","Nizamabad","Armur",4,"nizamabad armur",0,"nizamabad armur",533,"04360"
"2672","Nizamabad","Banswada",1,"nizamabad banswada",0,"nizamabad banswada",533,"04383"
"2673","Nizamabad","Bheemgal",1,"nizamabad bheemgal",0,"nizamabad bheemgal",533,"04364"
"2674","Nizamabad","Bhiknur",7,"nizamabad bhiknur",3,"nizamabad bhiknoor",533,"04391"
"2675","Nizamabad","Bichkunda",6,"nizamabad bichkunda",0,"nizamabad bichkunda",533,"04374"
"2676","Nizamabad","Birkoor",1,"nizamabad birkoor",0,"nizamabad birkoor",533,"04375"
"2677","Nizamabad","Bodhan",13,"nizamabad bodhan",0,"nizamabad bodhan",533,"04370"
"2678","Nizamabad","Dharpalle",5,"nizamabad dharpalle",0,"nizamabad dharpalle",533,"04378"
"2679","Nizamabad","Dichpalle",4,"nizamabad dichpalle",0,"nizamabad dichpalle",533,"04377"
"2680","Nizamabad","Gandhari",2,"nizamabad gandhari",0,"nizamabad gandhari",533,"04382"
"2681","Nizamabad","Jakranpalle",2,"nizamabad jakranpalle",0,"nizamabad jakranpalle",533,"04366"
"2682","Nizamabad","Kammar palle",5,"nizamabad kammar palle",1,"nizamabad kammarpalle",533,"04363"
"2683","Nizamabad","Kotgiri",9,"nizamabad kotgiri",0,"nizamabad kotgiri",533,"04371"
"2684","Nizamabad","Machareddy",1,"nizamabad machareddy",0,"nizamabad machareddy",533,"04380"
"2685","Nizamabad","Madnoor",1,"nizamabad madnoor",0,"nizamabad madnoor",533,"04372"
"2686","Nizamabad","Makloor",12,"nizamabad makloor",0,"nizamabad makloor",533,"04367"
"2687","Nizamabad","Mortad",1,"nizamabad mortad",0,"nizamabad mortad",533,"04362"
"2688","Nizamabad","Navipet",3,"nizamabad navipet",0,"nizamabad navipet",533,"04358"
"2689","Nizamabad","Nizamabad",16,"nizamabad nizamabad",0,"nizamabad nizamabad",533,"04368"
"2690","Nizamabad","Ranjal",3,"nizamabad ranjal",0,"nizamabad ranjal",533,"04357"
"2691","Nizamabad","Sadasivanagar",2,"nizamabad sadasivanagar",0,"nizamabad sadasivanagar",533,"04381"
"2692","Nizamabad","Tadwai",5,"nizamabad tadwai",0,"nizamabad tadwai",533,"04389"
"2693","Nizamabad","Varni",1,"nizamabad varni",0,"nizamabad varni",533,"04376"
"2694","Nizamabad","Yedpalle",6,"nizamabad yedpalle",0,"nizamabad yedpalle",533,"04369"
"2695","Noney","Sydapuram",1,"noney sydapuram",11,"tonk malpura",120,"00615"
"2696","North 24 Parganas","Bagda",1,"north 24 parganas bagda",13,"north twenty four parganas bagda",337,"02316"
"2697","North 24 Parganas","Barasat - I",17,"north 24 parganas barasat - i",15,"north twenty four parganas barasat-i",337,"02325"
"2698","North 24 Parganas","Barasat - II",1,"north 24 parganas barasat - ii",15,"north twenty four parganas barasat-ii",337,"02326"
"2699","North 24 Parganas","Barrackpur - I",7,"north 24 parganas barrackpur - i",15,"north twenty four parganas barrackpur-i",337,"02323"
"2700","North 24 Parganas","Barrackpur - II",6,"north 24 parganas barrackpur - ii",15,"north twenty four parganas barrackpur-ii",337,"02324"
"2701","North 24 Parganas","Bongaon",1,"north 24 parganas bongaon",13,"north twenty four parganas bongaon",337,"02317"
"2702","North 24 Parganas","Gaighata",1,"north 24 parganas gaighata",13,"north twenty four parganas gaighata",337,"02318"
"2703","North 24 Parganas","Habra - I",1,"north 24 parganas habra - i",15,"north twenty four parganas habra-i",337,"02320"
"2704","North 24 Parganas","Rajarhat",67,"north 24 parganas rajarhat",13,"north twenty four parganas rajarhat",337,"02332"
"2705","North West","Saraswati Vihar",1,"north west saraswati vihar",0,"north west saraswati vihar",90,"00431"
"2706","Nuapada","Boden",2,"nuapada boden",0,"nuapada boden",394,"03157"
"2707","Nuapada","Khariar",14,"nuapada khariar",0,"nuapada khariar",394,"03156"
"2708","Nuapada","Komana",13,"nuapada komana",1,"nuapada komna",394,"03155"
"2709","Nuapada","Nuapada",18,"nuapada nuapada",0,"nuapada nuapada",394,"03154"
"2710","Nuapada","Sinapali",9,"nuapada sinapali",0,"nuapada sinapali",394,"03158"
"2711","Osmanabad","Bhum",1,"osmanabad bhum",0,"osmanabad bhum",525,"04237"
"2712","Osmanabad","Kalamb",3,"osmanabad kalamb",0,"osmanabad kalamb",525,"04239"
"2713","Osmanabad","Lohara",4,"osmanabad lohara",0,"osmanabad lohara",525,"04242"
"2714","Osmanabad","Osmanabad",13,"osmanabad osmanabad",0,"osmanabad osmanabad",525,"04240"
"2715","Osmanabad","Paranda",28,"osmanabad paranda",0,"osmanabad paranda",525,"04236"
"2716","Osmanabad","Tuljapur",10,"osmanabad tuljapur",0,"osmanabad tuljapur",525,"04241"
"2717","Osmanabad","Umarga",2,"osmanabad umarga",0,"osmanabad umarga",525,"04243"
"2718","Osmanabad","Washi",8,"osmanabad washi",0,"osmanabad washi",525,"04238"
"2719","PRAYAGRAJ","Allahabad",20,"prayagraj allahabad",11,"agra fatehabad",146,"00769"
"2720","PRAYAGRAJ","Bara",12,"prayagraj bara",7,"agra agra",146,"00766"
"2721","PRAYAGRAJ","Bara  ",20,"prayagraj bara  ",9,"agra agra",146,"00766"
"2722","PRAYAGRAJ","Handia",1,"prayagraj handia",9,"harda handiya",448,"03609"
"2723","PRAYAGRAJ","Karchhana",12,"prayagraj karchhana",12,"agra agra",146,"00766"
"2724","PRAYAGRAJ","Koraon",1,"prayagraj koraon",9,"satara koregaon",527,"04261"
"2725","PRAYAGRAJ","Meja",39,"prayagraj meja",10,"agra bah",146,"00770"
"2726","PRAYAGRAJ","Phulpur",1,"prayagraj phulpur",9,"azamgarh phulpur",191,"00968"
"2727","PRAYAGRAJ","Soraon",2,"prayagraj soraon",11,"agra agra",146,"00766"
