,Proposal,File_No,Proposal Name,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
525,SIA/WB/NCP/66033/2017,EN/T-II-1/053/2017,"""LAKE BOULEVARD""",West Bengal,North 24 Parganas,Rajarhat,Date of Submission for TOR: ,Date of Submission for EC: 27 Jul 2017 ,INFRA-1,M/S. SOUMITA REALTY & INFRASTRUCTURE PVT. LTD.,Delisted
526,SIA/WB/MIN/435925/2023,EN/T-II-1/456/2023,Mirik Riverbed Sand Mine (MIN_DJ_27),West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 07 Jul 2023 ,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,ADS by SEAC
527,SIA/WB/IND/57057/2019,EN/T-II-I/019/2019,"Installation of 2x10 Tonnes lnduction Furnaces with Ladle Refining Furnace, Continuous Caster and 3000 MT/Month Rolling Mill",West Bengal,Paschim bardhaman,Kanksa,Date of Submission for EC: 13 Oct 2020 ,Date of Ec Granted : 03 Mar 2023,Industrial Projects - 1,RUHR ISPAT PVT LTD,EC Granted
528,SIA/WB/MIN/265030/2022,,Bherbheri Manabari Sand Mine,West Bengal,Cooch Behar,alipurduar,Date of Submission for TOR: ,Date of Submission for EC: 31 Mar 2022 ,Non-Coal Mining,GANESH BERMAN,Delisted
529,SIA/WB/MIN/450723/2023,EN/T-II-1/389/2023,MIN_JH_1_II Sand Mine,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 06 Nov 2023 ,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,Agenda Uploaded by SEAC
530,SIA/WB/IND/18439/2015,EN/T-II-1/001/2016,"Environmental Clearance for Proposed Clinker Grinding, Capacity 5.0 Million TPA Cement, Captive Power Plant of  20 MW and residential colony near Village- Parbatpur& Digha, Block: Neturia, Sub-Division: Raghunathpur, Dist. Purulia, West Bengal.",West Bengal,Purulia,Raghunathpur,Date of Submission for EC: 04 Feb 2017 ,Date of Ec Granted : 12 Jun 2017,Industrial Projects - 1,SHREE CEMENT EAST PRIVATE LIMITED,EC Granted
531,SIA/WB/MIN/402756/2022,EN/T-II-1/001/2023,Baguli Stone Mine,West Bengal,,,Date of Submission for EC: 23 Dec 2022 ,Date of Ec Granted : 28 Apr 2023,Non-Coal Mining,CHINMOY MONDAL,EC Granted
532,SIA/WB/MIS/90006/2018,EN/T-II-1/005/2019,INDIAN CRAFT VILLAGE TRUST ,West Bengal,North 24 Parganas,Rajarhat,Date of Submission for TOR: ,Date of Submission for EC: 14 Jan 2019 ,INFRA-2,INDIAN CRAFT VILLAGE TRUST  ICVT,Rejection Letter Granted
533,SIA/WB/NCP/64175/2017,EN/T-II-1/033/2017,Residential Complex - Building And Construction Project,West Bengal,North 24 Parganas,Barasat - I,Date of Submission for EC: 22 May 2017 ,Date of Ec Granted : 21 Feb 2019,INFRA-1,BELMONT DEVCON PVT. LTD.,EC Granted
534,SIA/WB/NCP/30028/2018,EN/T-II-1/002/2018,"Setting up New AIIMS, Kalyani at Mouza-Basantpur, JL No.-90 & Mouza- Ghoragacha, JL No.-91, P.S- Chakdah, Dist-Nadia, West Bengal",West Bengal,Nadia,Chakdah,Date of Submission for TOR: ,Date of Submission for EC: 30 Nov 2018 ,INFRA-1,HSCC INDIA LTD,WithdrawEC
535,SIA/WB/MIN/408730/2022,EN/T-II-1/002/2023,CHITTALGHATA SAND & STONE MINE,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 22 Dec 2022 ,Non-Coal Mining,KRISHNA AGARWAL,Request for withdraw
536,SIA/WB/MIS/39137/2019,EN/T-II-1/001/2019,Residential Complex Kendriya Vihar,West Bengal,North 24 Parganas,Barrackpur - II,Date of Submission for EC: 12 Jul 2019 ,Date of Ec Granted : 12 Oct 2020,INFRA-2,SYLVAN ESTATE DEVELOPERS,EC Granted
537,SIA/WB/MIN/173919/2020,,Riverbed Materials From Damodar River,West Bengal,Purulia,Manbazar-I,Date of Submission for TOR: ,Date of Submission for EC: 18 Sep 2020 ,Non-Coal Mining,SABIR ANSARI,Delisted
538,SIA/WB/MIN/230109/2021,,"Jamalpur Sand Mine, Manas Kumar Dhara",West Bengal,Purba Burdwan,Burdwan,Date of Submission for TOR: ,Date of Submission for EC: 18 Sep 2021 ,Non-Coal Mining,"MANAS KUMAR DHARA, JAMALPUR SAND MINE",Delisted
539,SIA/WB/MIN/181252/2020,EN/T-II-1/003/2021,"Subarnarekha river Bed project of Mandiara Dasadhikari Chanda, MSHB-1",West Bengal,West Medinipur,Jhargram,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2021 ,Non-Coal Mining,MANDIRA DASADHIKARI CHANDA - MSHB 1,Delisted
540,SIA/WB/MIN/39614/2016,EN/T-II-1/003/2016,MANNA BRICKS MFG & TRADING PVT LTD. UNIT -II,West Bengal,West Medinipur,No Data,Date of Submission for TOR: ,Date of Submission for EC: 12 Jan 2016 ,Non-Coal Mining,MANNA BRICKS MFG AND TRADING PVT LTD UNIT II,Delisted
