,Proposal,File_No,Proposal Name,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
183,SIA/WB/MIN/232483/2021,,"Bangpur Sand Mine, Manirul Mondal",West Bengal,Purba Burdwan,Burdwan,Date of Submission for TOR: ,Date of Submission for EC: 03 Oct 2021 ,Non-Coal Mining,"BANGPUR SAND MINE, MANIRUL MONDAL",Delisted
184,SIA/WB/MIN/232206/2021,,"Krishnaganj Brick Earth Mine, For M/s K.D.P. Bricks Field, Area 2.37 Acres",West Bengal,Malda,Chanchal - I,Date of Submission for TOR: ,Date of Submission for EC: 01 Oct 2021 ,Non-Coal Mining,M/S K.D.P. BRICK FIELD,Delisted
185,SIA/WB/MIN/218234/2021,,M/s Ratan Brick Field,West Bengal,Malda,Chanchal - I,Date of Submission for TOR: ,Date of Submission for EC: 16 Jul 2021 ,Non-Coal Mining,M/S RATAN BRICK FIELD,Delisted
186,SIA/WB/MIN/248785/2021,,Stone Crusher of M/s Fatepur Stone Crusher,West Bengal,Purulia,Barabazar,Date of Submission for TOR: ,Date of Submission for EC: 30 Dec 2021 ,Non-Coal Mining,M/S FATEPUR STONE CRUSHER,Delisted
187,SIA/WB/MIS/279084/2022,EN/T-II-1/039/2022,Residential Complex,West Bengal,Howrah,Bally Jagachha,Date of Submission for EC: 21 Jun 2022 ,Date of Ec Granted : 21 Oct 2022,INFRA-2, PARK REAL CON PRIVATE LIMITED,EC Granted
188,SIA/WB/MIN/221424/2021,,M/s Greego Drive Pvt. Ltd,West Bengal,Jhargram,keshiary,Date of Submission for TOR: ,Date of Submission for EC: 24 Mar 2022 ,Non-Coal Mining,KIRTONSOLE SAND MINE,Delisted
189,SIA/WB/IND/43110/2018,EN/T-II-1/099/2018,"Environmental Clearance for Proposed set up of Induction Furnace, Rolling Mill Plant & Wire Rod Mill for manufacturing of billets, TMT Bars & wire rods of M/s Amiya Steel Private Limited - Unit II at ",West Bengal,Bankura,Mejhia,Date of Submission for EC: 24 Sep 2019 ,Date of Ec Granted : 23 Sep 2020,Industrial Projects - 1,AMIYA STEEL PRIVATE LIMITED,EC Granted
190,SIA/WB/MIN/260201/2022,,"Gopinathpur [Plot No. 477(P), 478(P) & 585(P); J.L. No.- 321] sand deposit on Kangshabati River",West Bengal,West Medinipur,Keshpur,Date of Submission for TOR: ,Date of Submission for EC: 08 Mar 2022 ,Non-Coal Mining,MR. PRASANTA KARAK,Under examination of SEIAA 
191,SIA/WB/MIN/260553/2022,EN/T-II-1/349/2023,Golahat [Plot No. 1(P); J.L. No.- 573] sand deposit on Silabati River,West Bengal,West Medinipur,Garhbeta,Date of Submission for TOR: ,Date of Submission for EC: 23 Mar 2023 ,Non-Coal Mining,MOHAN LAL SINGHA,Rejection Letter Granted
192,SIA/WB/MIN/262679/2022,,Kota Sand Mine Block Code 145,West Bengal,Birbhum,Dubrajpur,Date of Submission for TOR: ,Date of Submission for EC: 22 Mar 2022 ,Non-Coal Mining,RAINBOW INFRASTRUCTURE & HOUSING DEVELOPMENT LTD,Delisted
193,SIA/WB/MIN/261887/2022,EN/T-II-1/077/2022,Sand Mine of PRAKASH THAPA,West Bengal,Darjeeling,Naxalbari,Date of Submission for TOR: ,Date of Submission for EC: 05 Dec 2022 ,Non-Coal Mining,PRAKASH THAPA,Delisted
194,SIA/WB/NCP/71257/2017,,South City Retreat,West Bengal,South 24 Parganas,Bhangar - I,Date of Submission for TOR: ,Date of Submission for EC: 30 Aug 2021 ,INFRA-1,BASERA LAND PVT LTD AND FOUR OTHERS,Delisted
195,SIA/WB/IND/227505/2021,,Rolling Mill Steel Plant,West Bengal,Burdwan,Ausgram-II,Date of Submission for TOR: ,Date of Submission for EC: 15 Sep 2021 ,Industrial Projects - 1,M/S GREAT EASTERN INFRACON (P) LTD.,Delisted
196,SIA/WB/MIN/264426/2022,,Kawakhali 1 River Bed Sand Stone Mine,West Bengal,Darjeeling,Matigara,Date of Submission for TOR: ,Date of Submission for EC: 29 Mar 2022 ,Non-Coal Mining,NARENDRA RAI,Delisted
197,SIA/WB/MIN/264470/2022,,HIJAL SAND MINE,West Bengal,Murshidabad,Kandi,Date of Submission for TOR: ,Date of Submission for EC: 29 Mar 2022 ,Non-Coal Mining,DULAL BISWAS,Under examination of SEIAA 
198,SIA/WB/MIS/165517/2020,,Modification and Expansion of Residential Complex,West Bengal,North 24 Parganas,Barasat - I,Date of Submission for TOR: ,Date of Submission for EC: 28 Jul 2020 ,INFRA-2,NAVIN SPACE HOUSING LLP,WithdrawEC
199,SIA/WB/MIN/185968/2020,,Lakshmipur Brick Soil Mining Project,Tamil Nadu,Ramanathapuram,Paramakudi,Date of Submission for TOR: ,Date of Submission for EC: 01 Dec 2020 ,Non-Coal Mining,CRYSTAL CONSULTANTS,Delisted
200,SIA/WB/MIN/198433/2021,EN/T-II-1/037/2021,Brick Earth Mine of Dhriti Prova Bricks,West Bengal,Bankura,Vishnupur,Date of Submission for TOR: ,Date of Submission for EC: 16 Feb 2021 ,Non-Coal Mining,DHRITI PROVA BRICKS,Delisted
201,SIA/WB/MIS/34385/2016,,THE 102’ (Proposed B+G+15 Storied Housing Complex),West Bengal,South 24 Parganas,Bishnupur - I,Date of Submission for TOR: ,Date of Submission for EC: 08 Apr 2019 ,INFRA-2,PS VINAYAK COMPLEX LLP,Query raised by SEIAA and pending at PP
202,SIA/WB/MIS/103968/2019,,Merlin Urvan,West Bengal,North 24 Parganas,Barasat - I,Date of Submission for TOR: ,Date of Submission for EC: 30 Apr 2019 ,INFRA-2,MERLIN PROJECTS LTD.,Delisted
203,SIA/WB/MIN/265291/2022,EN/T-II-1/118/2023,Bakulia Sand Mine,West Bengal,Bankura,Saltora,Date of Submission for TOR: ,Date of Submission for EC: 31 Mar 2022 ,Non-Coal Mining, AMRIT VINTRADE PRIVATE LIMITED,Delisted
204,SIA/WB/MIN/264996/2022,EN/T-II-1/156/2023,MADAN    PART - III,West Bengal,Darjeeling,Kharibari,Date of Submission for TOR: ,Date of Submission for EC: 31 Mar 2022 ,Non-Coal Mining,BIDYUT THAKUR,Rejection Letter Granted
205,SIA/WB/MIN/265128/2022,EN/T-II-1/155/2023,Phd Tarabanda 354 A,West Bengal,Darjeeling,Phansidewa,Date of Submission for TOR: ,Date of Submission for EC: 31 Mar 2022 ,Non-Coal Mining,KRISHNA AGARWAL,Request for withdraw
206,SIA/WB/MIN/265022/2022,EN/T-II-1/150/2023,MM TARAI  ( PART -D ),West Bengal,Darjeeling,Naxalbari,Date of Submission for TOR: ,Date of Submission for EC: 31 Mar 2022 ,Non-Coal Mining,PREM MAHTO,Rejection Letter Granted
207,SIA/WB/MIN/179541/2020,,Bagbari Brick Soil Mining Project,West Bengal,Malda,English Bazar,Date of Submission for TOR: ,Date of Submission for EC: 17 Oct 2020 ,Non-Coal Mining,CRYSTAL CONSULTANTS,Delisted
208,SIA/WB/MIN/264906/2022,EN/T-II-1/144/2023,AMBARI  A,,,,Date of Submission for TOR: ,Date of Submission for EC: 30 Mar 2022 ,Non-Coal Mining,BIDYUT THAKUR,Rejection Letter Granted
209,SIA/WB/MIN/264964/2022,EN/T-II-1/159/2023,BELOA SAND MINE,West Bengal,Bankura,Sonamukhi,Date of Submission for TOR: ,Date of Submission for EC: 30 Mar 2022 ,Non-Coal Mining,M/S UJJAL KUMAR KHAN,Delisted
210,SIA/WB/MIN/264679/2022,EN/T-II-1/094/2023,River Bed Sand Mining,West Bengal,Jalpaiguri,No Data,Date of Submission for TOR: ,Date of Submission for EC: 31 Mar 2022 ,Non-Coal Mining,M/S UTPAL PAUL,Delisted
211,SIA/WB/MIN/264790/2022,EN/T-II-1/143/2023,KANKI SAND MINE,West Bengal,Bankura,Chhatna,Date of Submission for TOR: ,Date of Submission for EC: 30 Mar 2022 ,Non-Coal Mining,BANI DE,Rejection Letter Granted
212,SIA/WB/MIN/198979/2021,EN/T-II-1/041/2021,Lohatikri Sand Block MSB-2 of Anindu Kumar De,West Bengal,West Medinipur,Medinipur Sadar,Date of Submission for TOR: ,Date of Submission for EC: 19 Feb 2021 ,Non-Coal Mining,ANINDU KUMAR DE,EDS Under SEIAA 
213,SIA/WB/MIN/262598/2022,EN/T-II-1/033/2023,Gerai Sand Mine on Kunur River,West Bengal,Barddhaman,Ausgram - II,Date of Submission for TOR: ,Date of Submission for EC: 22 Dec 2022 ,Non-Coal Mining,SOMRITH ENTERPRISE,Rejection Letter Granted
214,SIA/WB/MIN/264675/2022,EN/T-II-1/146/2023,BENDA SAND MINE,West Bengal,Bankura,Vishnupur,Date of Submission for TOR: ,Date of Submission for EC: 29 Mar 2022 ,Non-Coal Mining,BASUDEB PAL,Delisted
215,SIA/WB/MIN/264710/2022,EN/T-II-1/102/2023,LAKKHIKANTAPUR SAND MINE,West Bengal,Murshidabad,Kandi,Date of Submission for TOR: ,Date of Submission for EC: 30 Mar 2022 ,Non-Coal Mining,TAPAN MONDAL,Delisted
216,SIA/WB/MIN/193952/2021,EN/T-II-1/061/2021,Gopiballavpur - II Sand Block MGB - 97 of Tanay Maity,West Bengal,West Medinipur,Jhargram,Date of Submission for TOR: ,Date of Submission for EC: 20 Jan 2021 ,Non-Coal Mining,TANAY MAITY,Delisted
217,SIA/WB/MIN/174530/2020,EN/T-II-1/024/2020,SAND MINING PROJECT AT RIVERBED OF KANGSABATI RIVER,West Bengal,Purulia,Manbazar-I,Date of Submission for TOR: ,Date of Submission for EC: 22 Sep 2020 ,Non-Coal Mining,SABIR ANSARI,Delisted
218,SIA/WB/MIN/237082/2021,,"Atanga sand mine on Subarnarekha river at Mouza – Atanga, P.S.- Keshiary, District-Paschim Medinipur, West Bengal, over Plot No. 213 (P) / JL No.: 140. Area-5.33 Acres/2.16 Ha.",West Bengal,West Medinipur,Keshiary,Date of Submission for TOR: ,Date of Submission for EC: 02 Nov 2021 ,Non-Coal Mining,MR. SEK BARIK,Delisted
219,SIA/WB/MIN/231816/2021,,"Kotsimul Sand Mine, Dibyendu Dey",West Bengal,Purba Burdwan,Burdwan,Date of Submission for TOR: ,Date of Submission for EC: 28 Sep 2021 ,Non-Coal Mining,"KOTSIMUL SAND MINE, DIBYENDU DEY",Delisted
220,SIA/WB/MIN/230296/2021,,Kanua Brick Earth Mine For M/s Baba Brick Field,West Bengal,Malda,Chanchal - I,Date of Submission for TOR: ,Date of Submission for EC: 20 Sep 2021 ,Non-Coal Mining,M/S BABA BRICK FIELD,Delisted
221,SIA/WB/MIN/265154/2022,EN/T-II-1/164/2023,Phd  BHUSHIVITA  - A,West Bengal,Darjeeling,Phansidewa,Date of Submission for TOR: ,Date of Submission for EC: 31 Mar 2022 ,Non-Coal Mining,KRISHNA AGARWAL,Request for withdraw
222,SIA/WB/MIN/166486/2020,EN/T-II-1/025/2020,"River Bed Sand Mining by M/s Excel Movers at Bhagabankhali 1, Purba Medinipur, West bengal",,,,Date of Submission for TOR: ,Date of Submission for EC: 16 Oct 2020 ,Non-Coal Mining,EXCEL MOVERS,Delisted
223,SIA/WB/MIN/166284/2020,EN/T-II-1/040/2020,Bhattagram Sand Mine (Area- 0.80 Hectares) on Silabati River on Plot No. 680(P),,,,Date of Submission for TOR: ,Date of Submission for EC: 12 Oct 2020 ,Non-Coal Mining,MR. BABLU SARKAR,Delisted
224,SIA/WB/MIN/175223/2020,EN/T-II-1/001/2021,"Subarnarekha river bed sand mining possesses by Srikanta Mondal over an area  4.99 hectare/ 5.00 Hectare at mouza - Dangariai, Dist - Jhargram for ordinary sand mining",West Bengal,West Medinipur,Jhargram,Date of Submission for TOR: ,Date of Submission for EC: 19 Jan 2021 ,Non-Coal Mining,SRIKANTA MONDAL - MGB 162,Delisted
225,SIA/WB/MIN/230461/2021,,"Gahulapara Brick Earth Mine For M/s K.M.B. Brick Field, Area 3.37 Acres",West Bengal,Malda,Chanchal - II,Date of Submission for TOR: ,Date of Submission for EC: 21 Sep 2021 ,Non-Coal Mining,M/S K.M.B. BRICK FIELD,Delisted
226,SIA/WB/MIN/259771/2022,,Manidaha [Plot No. 817(P) & 1289(P); J.L. No.- 110] sand deposit on Kangshabati River,West Bengal,West Medinipur,Medinipur Sadar,Date of Submission for TOR: ,Date of Submission for EC: 04 Mar 2022 ,Non-Coal Mining,ANIRUDDHA SHASMAL,WithdrawEC
227,SIA/WB/MIN/259487/2022,EN/T-II-1/291/2023,Bishwanathpur-Patna sand mine on Kangshabati river,West Bengal,West Medinipur,Keshpur,Date of Submission for TOR: ,Date of Submission for EC: 15 Mar 2023 ,Non-Coal Mining,RAMPADA RUDRA,Rejection Letter Granted
228,SIA/WB/MIN/262252/2022,,Bhogramguri sand mine,West Bengal,Cooch Behar,alipurduar,Date of Submission for TOR: ,Date of Submission for EC: 31 Mar 2022 ,Non-Coal Mining,BIKASH BARMAN,Delisted
229,SIA/WB/MIN/186932/2020,,Meghdumra Brick Earth Mine,West Bengal,Malda,Chanchal - I,Date of Submission for TOR: ,Date of Submission for EC: 07 Dec 2020 ,Non-Coal Mining,CRYSTAL CONSULTANTS,Delisted
230,SIA/WB/IND2/44360/2016,EN/T-II-1/010/2020,"Proposed 200 KLPD Grain Based Distillery along with 5.0 MW Co-Generation Power Plant at Village Jorsha & Teghoria, Tehsil Mejhia, District Bankura (West Bengal) by Ankoor Distilleries Private Limited",West Bengal,Bankura,Mejhia,Date of Submission for TOR: ,Date of Submission for EC: 12 Mar 2020 ,Industrial Projects - 2,ANKOOR DISTILLERIES PRIVATE LIMITED,Delisted
231,SIA/WB/MIS/256086/2022,,Residential Complex,West Bengal,South 24 Parganas,Bishnupur - II,Date of Submission for TOR: ,Date of Submission for EC: 17 Aug 2022 ,INFRA-2, NEW AGE NIRMAN LLP,WithdrawEC
232,SIA/WB/MIN/189940/2020,,M/s Baby Brick Field,West Bengal,Malda,Chanchal - II,Date of Submission for TOR: ,Date of Submission for EC: 06 Jan 2021 ,Non-Coal Mining,M/S BABY BRICK FIELD,Delisted
233,SIA/WB/MIN/265310/2022,,Bataliguri Sand Mine,West Bengal,Darjeeling,Matigara,Date of Submission for TOR: ,Date of Submission for EC: 31 Mar 2022 ,Non-Coal Mining,RINA DUTTA,Delisted
234,SIA/WB/MIN/265318/2022,,Gopiballavpur - II Sand Block MGB - 34 of Animesh Senapati.,West Bengal,Jhargram,Binpur - II,Date of Submission for TOR: ,Date of Submission for EC: 31 Mar 2022 ,Non-Coal Mining,ANIMESH SENAPATI,Delisted
235,SIA/WB/IND3/69003/2021,EN/T-II-1/167/2021,"Expansion of Polymer Grade Product by M/s. Sika India Pvt. Limited at Plot No. F2/1, Vidyasagar Industrial Park, Kharagpur, West Medinipur, West Bengal",West Bengal,West Medinipur,Kharagpur - I,Date of Submission for TOR: ,Date of Submission for EC: 23 Jul 2022 ,Industrial Projects - 3,SIKA INDIA PVT LTD,ADS by SEIAA
236,SIA/WB/MIN/264975/2022,EN/T-II-1/099/2023,Tashuli Sand Mine,West Bengal,Bankura,Patrasayer,Date of Submission for TOR: ,Date of Submission for EC: 30 Mar 2022 ,Non-Coal Mining,MOLLA ABDUL ODUD,Delisted
237,SIA/WB/MIN/195678/2021,EN/T-II-1/033/2021,"River Bed Sand from the ""Kumari River""",West Bengal,Purulia,Barabazar,Date of Submission for TOR: ,Date of Submission for EC: 30 Jan 2021 ,Non-Coal Mining,M/S SRI UTTAM KUMAR MAHATO,Delisted
238,SIA/WB/MIN/194007/2021,EN/T-II-1/126/2021,DHANTALI SAND MINE,West Bengal,Alipurduar,Kumargram,Date of Submission for TOR: ,Date of Submission for EC: 30 Jul 2021 ,Non-Coal Mining,ATIAR RAHAMAN,Delisted
239,SIA/WB/MIN/415690/2023,EN/T-II-1/044/2023,Indas Sand MIne (MIN_BNK_51),West Bengal,,,Date of Submission for EC: 30 Jan 2023 ,Date of Ec Granted : 10 Mar 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
240,SIA/WB/MIN/411077/2022,EN/T-II-1/118/2022,Becharhat Sand Mine on river Damoder,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 18 Dec 2022 ,Non-Coal Mining,PRASANTA KUMAR HAIT,Request for withdraw
241,SIA/WB/INFRA2/449177/2023,,Proposed Mixed Use Project “Vertical City” by M/s West Bengal Housing Infrastructure Development Corporation Ltd. (WBHIDCO),West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 17 Oct 2023 ,INFRA-2, WEST BENGAL HOUSING INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,Query raised by SEIAA and pending at PP
242,SIA/WB/MIN/423220/2023,EN/T-II-1/341/2023,MIN_DJ_2 Sand Mine,West Bengal,,,Date of Submission for EC: 25 Mar 2023 ,Date of Ec Granted : 28 Apr 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
243,SIA/WB/MIN/264720/2022,EN/T-II-1/147/2023,PAIKPARI SAND MINE,West Bengal,West Medinipur,Medinipur Sadar,Date of Submission for TOR: ,Date of Submission for EC: 30 Mar 2022 ,Non-Coal Mining,ARIJIT DE,Rejection Letter Granted
244,SIA/WB/MIN/265509/2022,,BOGDUAR SAND MINE,West Bengal,Uttar Dinajpur,Kaliaganj,Date of Submission for TOR: ,Date of Submission for EC: 01 Apr 2022 ,Non-Coal Mining,MRINAL ROY,Under examination of SEIAA 
245,SIA/WB/MIS/288286/2022,The documents have not been uploaded. Please uploa,WOODLANDS MULTISPECIALITY  HOSPITAL,West Bengal,Kolkata,Kolkata,Date of Submission for TOR: ,Date of Submission for EC: 31 Aug 2022 ,INFRA-2,WOODLANDS MULTISPECIALITY HOSPITAL LIMITED,WithdrawEC
246,SIA/WB/MIN/440085/2023,EN/T-II-1/498/2023,Sindebong Khasmahal Sand Mine (MIN_KPG_2),West Bengal,,,Date of Submission for EC: 11 Aug 2023 ,Date of Ec Granted : 01 Dec 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
247,SIA/WB/NCP/87142/2018,EN/T-II-1/011/2019,Commercial cum IT/ITES & Mixed Use Development,West Bengal,South 24 Parganas,Thakurpukur Mahestola,Date of Submission for TOR: ,Date of Submission for EC: 23 Jan 2019 ,INFRA-1,P C CHANDA & COMPANY (P) LIMITED,WithdrawEC
248,SIA/WB/INFRA2/441704/2023,EN/T-II-1/526/2023,"CONSTRUCTION OF PROPOSED CONSTRUCTION OF 3 NOS. G+ONE STORIED BUILDING AT BLOCK A,B,C (BUILDING HEIGHT 22.20 M) UNDER GROUP-D  MERCANTILE IN MC – 9, KOLKATA WEST INTERNATIONAL CITY, HOWRAH",West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 20 Sep 2023 ,INFRA-2, KOLKATA W INT CITY PRIVATE LIMITED,ADS by SEAC
249,SIA/WB/MIN/183020/2020,EN/T-II-1/048/2020,KATNA SAND MINE OF M/S DEBRAJ ENTERPRISE,West Bengal,Bankura,Vishnupur,Date of Submission for TOR: ,Date of Submission for EC: 11 Nov 2020 ,Non-Coal Mining,KATNA SAND MINE OF M/S DEBRAJ ENTERPRISE,Delisted
250,SIA/WB/MIN/259966/2022,EN/T-II-1/021/2023,Bhattagram sand mine on Silabati River,West Bengal,West Medinipur,Garhbeta,Date of Submission for TOR: ,Date of Submission for EC: 21 Jan 2023 ,Non-Coal Mining,MR. BABLU SARKAR,Rejection Letter Granted
251,SIA/WB/INFRA2/454099/2023,,Environmental Clearance for proposed Expansion of  Residential Complex “Anantmani” ( Previously known as “Mani Imperial”) by  M/s Kolkata Metropolitan Development Authority,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 02 Dec 2023 ,INFRA-2, ABASAN REALTY LLP,Under examination of SEIAA
252,SIA/WB/IND2/28702/2017,EN/T-II-1/067/2017,CAPACITY EXPANSION OF ULUBERIA LPG PLANT OF BPCL,West Bengal,Howrah,Uluberia - I,Date of Submission for EC: 13 Aug 2018 ,Date of Ec Granted : 16 Nov 2018,Industrial Projects - 2,BHARAT PETROLEUM CORPORATION LIMITED ULUBERIA,EC Granted
253,SIA/WB/IND2/26203/2017,EN/T-II-1/071/2017,INDIAN OIL CORPORATION LTD,West Bengal,West Medinipur,No Data,Date of Submission for EC: 23 May 2018 ,Date of Ec Granted : 02 Aug 2018,Industrial Projects - 2,INDIAN OIL CORPORATION LTD KHARAGPUR LPG BOTTLING PLANT,EC Granted
254,SIA/WB/MIN/57107/2016,,Sand Mining Project,West Bengal,West Medinipur,No Data,Date of Submission for TOR: ,Date of Submission for EC: 30 Nov 2016 ,Non-Coal Mining,KHAGENDRANATH GHOSH,Delisted
255,SIA/WB/INFRA2/420490/2023,,RUBY,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 01 Mar 2023 ,INFRA-2, SHIV NIKETAN LIMITED,Query raised by SEIAA and pending at PP
256,SIA/WB/NCP/76041/2018,EN/T-II-1/071/2018,"""Hiland Bonochhaya""- Housing Project",West Bengal,Birbhum,Illambazar,Date of Submission for TOR: ,Date of Submission for EC: 31 Aug 2018 ,INFRA-1,HILAND PROJECTS LIMITED,WithdrawEC
257,SIA/WB/MIN/264055/2022,EN/T-II-1/093/2023,JOYHAT SAND MINE,West Bengal,Uttar Dinajpur,Itahar,Date of Submission for TOR: ,Date of Submission for EC: 27 Mar 2022 ,Non-Coal Mining,JOYHAT SAND MINE OF MR. ABAIDUR RAHAMAN,Rejection Letter Granted
258,SIA/WB/MIN/263826/2022,,HIZAL THAKURANIR CHAK SAND MINE,West Bengal,Murshidabad,Kandi,Date of Submission for TOR: ,Date of Submission for EC: 26 Mar 2022 ,Non-Coal Mining,SUDIP DEY,Under examination of SEIAA 
259,SIA/WB/MIN/263178/2022,,Kawakhali 2 sand mine,West Bengal,Jalpaiguri,Matigara,Date of Submission for TOR: ,Date of Submission for EC: 27 Mar 2022 ,Non-Coal Mining,MAHESH GANDHI,WithdrawEC
260,SIA/WB/MIN/263497/2022,,HIJAL SAND MINE,West Bengal,Murshidabad,Kandi,Date of Submission for TOR: ,Date of Submission for EC: 24 Mar 2022 ,Non-Coal Mining,DULAL BISWAS,Under examination of SEIAA 
261,SIA/WB/MIS/52197/2018,EN/T-II-1/107/2018,M/s. RVD Waste Tech Private Limited,West Bengal,Barddhaman,Mangolkote,Date of Submission for EC: 10 Mar 2020 ,Date of Ec Granted : 08 Jan 2021,INFRA-2,M/S. RVD WASTE TECH PVT. LTD.,EC Granted
262,SIA/WB/IND/226566/2021,,Environmental Clearance for Rolling Mill Plant for MS Round / MS Flat production of M/s Bamlia Steel Udyog (P) Ltd. at Village: Dakshin Bansai; P.O: Raghunathpur; P.S: Uttarpara;  Dist.: Hooghly; West Bengal; PIN - 712245,West Bengal,Hooghly,Serampur Uttarpara,Date of Submission for TOR: ,Date of Submission for EC: 28 Aug 2021 ,Industrial Projects - 1,BAMLIA STEEL UDYOG (P) LIMITED,Delisted
263,SIA/WB/IND/60630/2021,EN/T-II-1/088/2021,"Expansion of production from 36,000TPA with 3x50 TPD Kiln to 58,500 TPA with the installation of 3x65 TPD Preheaters",West Bengal,Jhargram,Binpur - II,Date of Submission for TOR: ,Date of Submission for EC: 28 Apr 2022 ,Industrial Projects - 1, ARYAVRATA STEEL PRIVATE LIMITED,Deferred by SEIAA
264,SIA/WB/MIN/258165/2022,,Lachhipur Quartz and Quartzite Mine,West Bengal,Bankura,Hirbandh,Date of Submission for TOR: ,Date of Submission for EC: 23 Jan 2023 ,Non-Coal Mining,BISWARUP DUTTA,Delisted
265,SIA/WB/MIN/194546/2021,EN-T-II-1/067/2021,sand river mining Dharalar river in Mahishmuri Mouza,West Bengal,Cooch Behar,alipurduar,Date of Submission for TOR: ,Date of Submission for EC: 31 Jan 2021 ,Non-Coal Mining,JAHANGIR ALAM,Delisted
266,SIA/WB/MIS/195897/2021,EN/T-II-1/047/2021,"Affordable housing at Aerotropolis Township, Andal Mouza, Andal Taluka, District Paschim Bardhaman, West Bengal, India",West Bengal,Paschim bardhaman,Durgapur,Date of Submission for EC: 03 Mar 2021 ,Date of Ec Granted : 30 Jul 2021,INFRA-2,IABA HOUSING PRIVATE LIMITED,EC Granted
267,SIA/WB/MIN/196592/2021,EN/T-II-1/056/2021,Gopiballavpur - II Sand Block MGB - 10 of Ashis Kumar Manna,West Bengal,West Medinipur,Jhargram,Date of Submission for TOR: ,Date of Submission for EC: 05 Feb 2021 ,Non-Coal Mining,ASHIS KUMAR MANNA,Delisted
268,SIA/WB/IND/27663/2017,EN/T-II-1/039/2017,Installation of 3 No. 15 MT Induction Furnaces with Ladle Refining Furnace and Continuous Caster and 1 Nos. 180000 Tonnes/ Annum Rolling mill,West Bengal,Burdwan,Kanksa,Date of Submission for EC: 04 Jun 2018 ,Date of Ec Granted : 04 Dec 2018,Industrial Projects - 1,SHREE WARIS PIYA STEEL COMPANY PRIVATE LIMITED,EC Granted
269,SIA/WB/NCP/51314/2016,EN/T-II-1/027/2016,Tolly Towers,West Bengal,Kolkata,Kolkata,Date of Submission for EC: 08 Apr 2016 ,Date of Ec Granted : ,INFRA-1,MANIGROUP,EC Granted - Processed offline
270,SIA/WB/NCP/53653/2016,EN/T-II-1/042/2016,Tower Quest,West Bengal,Kolkata,Kolkata,Date of Submission for TOR: ,Date of Submission for EC: 28 May 2016 ,INFRA-1,MANIGROUP,WithdrawEC
271,SIA/WB/NCP/71281/2017,EN/T-II-1/085/2017,Residential Complex by Rishinox Buildwell LLP,West Bengal,North 24 Parganas,Rajarhat,Date of Submission for EC: 13 Dec 2017 ,Date of Ec Granted : 16 Oct 2019,INFRA-1,RISHINOX BUILDWELL LLP,EC Granted
272,SIA/WB/MIN/59763/2016,EN/T-II-1/071/2016,MONDALA BHATINA CLAY MINE,West Bengal,Birbhum,Rampurhat - I,Date of Submission for EC: 17 Oct 2016 ,Date of Ec Granted : 18 Sep 2017,Non-Coal Mining,BIRBHUM KAOLINE AND ALLIED INDUSTRIES P LTD,EC Granted
273,SIA/WB/NCP/28697/2017,EN/T-II-1/034/2018,"Expansion of Calcutta Riverside Township, Batanagar",West Bengal,South 24 Parganas,Thakurpukur Mahestola,Date of Submission for EC: 31 Aug 2018 ,Date of Ec Granted : 11 Feb 2021,INFRA-1,RIVERBANK DEVELOPERS PRIVATE LIMITED,EC Granted
274,SIA/WB/MIN/69847/2017,,Sand Mining,West Bengal,West Medinipur,No Data,Date of Submission for TOR: ,Date of Submission for EC: 25 Sep 2017 ,Non-Coal Mining,SRI SUSISH GHOSH,Delisted
275,SIA/WB/MIN/437954/2023,EN/T-II-1/467/2023,Jagadishpur Sand Mine (MIN_UD_6),West Bengal,,,Date of Submission for EC: 25 Jul 2023 ,Date of Ec Granted : 05 Oct 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
276,SIA/WB/IND1/445085/2023,EN/T-II-1/014/2022,Environmental Clearance for Rolling Mill Plant for MS Round/ MS Flat production of M/s Bamlia Steel Udyog (P) Ltd. at Village: Dakshin Bansai; P.O: Raghunathpur; P.S: Uttarpara; Dist.: Hooghly; West Bengal; PIN - 712245,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 07 Oct 2023 ,Industrial Projects - 1,BAMLIA STEEL UDYOG (P) LIMITED,ADS by SEAC
277,SIA/WB/MIN/415072/2023,EN/T-II-1/169/2023,Environmental clearance for proposed river bed sand mining having lease area 1.25 Ha of Katigram Sand Block Dwarka River. ,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 09 Feb 2023 ,Non-Coal Mining, GEE DEE MINING PRIVATE LIMITED,Rejection Letter Granted
