,proposal_no,file_no,proposal_name,state,district,tehsil,date_submission,tor_approval,project_category,company_proponent,status
11,SIA/OR/MIN/68122/2021,68122/158-MINB1/10-2021,"Samakoi Sand Quarry, Telkoi over 15.56 ha under Telkoi Tehsil in Keonjhar district, Odisha.",Orissa,Kendujhar,Telkoi,06-Oct-21,07-Dec-21,Non-Coal Mining,SRI KUNA SAHU,TOR GrantedL
12,SIA/OR/MIN/68175/2021,To be assigned,"Proposal for EC for Pipalguda Stone Quarry over an area of 4.046 Ha./ 10.00 Acres in Village- Pipalguda, Tahasil- Kolnara, Dist- Rayagada",Orissa,Rayagada,Rayagada,05-Oct-21, TOR Not Granted Yet,Non-Coal Mining,TAHSILDAR KOLNARA,DelistedD
13,SIA/OR/MIN/68140/2021,68140/157-MINB1/10-2021,"Kharida Sand Bed over an area of 13.00 acres or 5.261 hectares in village Kharida, Tahasil Hinjilicut, District Ganjam, State Odisha",Orissa,Ganjam,Hinjili,04-Oct-21,01-Jan-00,Non-Coal Mining,KIRAN KUMAR PANDA,TOR GrantedL
14,SIA/OR/MIN/68116/2021,To be assigned,"Proposal for EC of Sanapadiya Sand Quarry over an area 12.355 acres or 5.00 Ha located in village - Sanapadiya, Tahasil- Kolnara, District-Rayagada",Orissa,Rayagada,Rayagada,03-Oct-21, TOR Not Granted Yet,Non-Coal Mining,TAHSILDAR KOLNARA,DelistedD
15,SIA/OR/MIN/68113/2021,To be assigned,"Proposal for EC of Keutaguda Morrum Quarry over an area 2.00 Ac or 0.809 Ha located in village - Keutaguda, Tahasil- Kolnara , District-Rayagada",Orissa,Rayagada,Rayagada,03-Oct-21, TOR Not Granted Yet,Non-Coal Mining,TAHSILDAR KOLNARA,DelistedD
16,SIA/OR/MIN/68115/2021,To be assigned,"Proposal for EC of Kumbheiguda Morrum Quarry over an area of 0.809 Hectares or 2.00 Acres in Village- Kumbheiguda, Tahasil- Kolnara, Dist- Rayagada",Orissa,Rayagada,Rayagada,03-Oct-21, TOR Not Granted Yet,Non-Coal Mining,TAHSILDAR KOLNARA,DelistedD
17,SIA/OR/MIN/68114/2021,To be assigned,"Proposal for EC of Kandhachampia Morrum Quarry over an area 2.00 acres or 0.809 Ha located in village - Kandhachampia, Tahasil- Kolnara, District-Rayagada",Orissa,Rayagada,Rayagada,03-Oct-21, TOR Not Granted Yet,Non-Coal Mining,TAHSILDAR KOLNARA,DelistedD
18,SIA/OR/MIN/68103/2021,To be assigned,"Proposal for Environment Clearance for Bhujabala Morrum Quarry over an area of 1.214 Ha./ 3.00 Acres in village- Bhujabala, Tahasil- Kolnara, Dist- Rayagada",Orissa,Rayagada,Rayagada,02-Oct-21, TOR Not Granted Yet,Non-Coal Mining,TAHSILDAR KOLNARA,DelistedD
19,SIA/OR/MIN/67466/2021,67466/60-NCMB1/09/2021,"Gandhargala Decorative Stone Mine over an area of 13.193 Ha in Village Gandhargala, P.S. Titlagarh, District Balangir, Odisha.",Orissa,Balangir,Titlagarh,25-Sep-21,07-Feb-22,Non-Coal Mining,RISHABH MINING PVT. LTD.,TOR GrantedL
20,SIA/OR/IND2/67843/2021,To be assigned,"Proposed Spirit Plant (Malt Spirit, Corn Spirit & Gin Spirit) of 10 KLPD capacity (Phase-1: 5 KLPD + Phase-2: 5 KLPD) of M/s. Crochet Industries Pvt. Ltd.  at Village - Kothadwarapalli, Mouza - Rambha, Tahasil - Khalikote, District - Ganjam, Odisha",Orissa,Ganjam,Khalikote,24-Sep-21, TOR Not Granted Yet,Industrial Projects - 2,CROCHET INDUSTRIES PRIVATE LIMITED,WithdrawTORL
21,SIA/OR/MIN/67809/2021,67809/156-MINB1/09-2021,"Tainsar Sand Quarry over an area of 19.595 hectares or 48.42 Acres in village Tainsar, Tahasil- Athmallik, Dist. - Angul, Odisha",Orissa,Angul,Athmallik,23-Sep-21,01-Jan-00,Non-Coal Mining,TAHASILDAR ATHMALLIK,TOR GrantedL
22,SIA/OR/MIS/66777/2021,66777/09-MIS/08-2020,"Common Bio-Medical Waste Treatment Facility Project at Khata no. 81/17, Plot No. 15, Mouza-Balibad, Tehsil-Soro, District-Balasore, Odisha",Orissa,Balasore,soro,08-Sep-21,02-Mar-22,INFRA-2,M/S UTKAL ENVIROCARE,TOR GrantedL
23,SIA/OR/MIN/67333/2021,67333/155-MINB1/09-2021,"Purusottampur Sand Quarry over an area of 12.50 acres or 5.058 Hectares bearing Khata No. 246, Plot No. 2762 in village Purusottampur,Tahasil Bhuban, District Dhenkanal, State Odisha",Orissa,Dhenkanal,Bhuban,06-Sep-21,07-Dec-21,Non-Coal Mining,SRI TRIPURARI SAHOO,TOR GrantedL
24,SIA/OR/MIN/66728/2021,66728/59-NCMB1/08-2021,"Patamunda manganese mine over an area of 43.532 Ha.  At Village: Patamunda, Tahasil :  Koida, District: Sundergarh, Odisha.",Orissa,Sundargarh,Koida,06-Sep-21,02-Apr-22,Non-Coal Mining,M/S  SUN  ALLOYS  &  MINERALS  LTD.,TOR GrantedL
25,SIA/OR/MIN/67225/2021,67225/154-MINB1/09-2021,"Nilakanthapada Sand Quarry over an area of 54.20 Acres or 21.934 Hectares village Nilakanthapada, Tahasil- Athmallik, Dist-Angul, Odisha.",Orissa,Angul,Athmallik,02-Sep-21,07-Feb-22,Non-Coal Mining,TAHASILDAR ATHMALLIK,TOR GrantedL
26,SIA/OR/MIN/67224/2021,67224/153-MINB1/09-2021,"Khadarapada Sand Quarry over an area of 12.140 hectares or 30.00 Acres in village Khadarapada, Tahasil- Athmallik, Dist. - Angul, Odisha",Orissa,Angul,Athmallik,02-Sep-21,07-Feb-22,Non-Coal Mining,TAHASILDAR ATHMALLIK,TOR GrantedL
27,SIA/OR/MIN/66461/2021,66461/58-NCMB1/08-2021,Expansion of existing Ostapal chromite Mine of M/s Ferro Alloys Corporation Limited from 0.2 MTPA to 0.240 MTPA Chromite Ore (ROM) with maximum excavation of 0.579 Million CUM per annum and beneficiated Chrome Ore of 0.1 MTPA through opencast mining method,Orissa,Jajpur,Sukinda,31-Aug-21,29-Sep-21,Non-Coal Mining,FERRO ALLOYS CORPORATION LTD,TOR GrantedL
28,SIA/OR/MIN/66827/2021,66827/147-MINB1/08-2021,"Basulei Sand quarry is a sand mining project over an area of 50.01 acres/ 20.24 Ha. located in village - Basulei, Tahasil - Parjang in District - Dhenkanal of Odisha",Orissa,Dhenkanal,Parajang,27-Aug-21,13-Nov-21,Non-Coal Mining,TAHSILDAR PARJANG,TOR GrantedL
29,SIA/OR/MIS/67031/2021,67031/37-MIS/08-2021,Proposed (S+10) Storied Residential Township Project  for M/s Rungta Mines Limited .,Orissa,Dhenkanal,Hindol,27-Aug-21,04-Oct-21,INFRA-2,RUNGTA MINES LTD,TOR GrantedL
30,SIA/OR/MIN/66253/2021,66253/152-MINB1/08-2021,"Turkaniguda Sand Bed is a sand mining project over an area of 12.50acres/ 5.058 Ha. located in village - Turkaniguda, Tahasil - Gunupur in District - Rayagada of Odisha.",Orissa,Rayagada,Gunupur,26-Aug-21,01-Jan-00,Non-Coal Mining,TAHSILDAR GUNUPUR,TOR GrantedL
31,SIA/OR/MIN/66647/2021,66647/146-MINB1/08-2021,"Gangijodi Sand quarry is a sand mining project over an area of 12.50 acres/ 5.06 Ha. located in village - Gangijodi, Tahasil - Kamakhyanagar in District - Dhenkanal of Odisha",Orissa,Dhenkanal,Kamakshyanagar,26-Aug-21,13-Nov-21,Non-Coal Mining,TAHASILDAR KAMAKHYANAGAR,TOR GrantedL
32,SIA/OR/MIN/66287/2021,66287/57-NCMB1/08-2021,Expansion of Kalarangiatta Chromite mine (ML area: 23.80 ha) for increase in production from 0.05 MTPA to 0.15 MTPA Chrome Ore (ROM) with maximum excavation of 0.438 million CUM per annum,Orissa,Jajpur,Sukinda,25-Aug-21,29-Sep-21,Non-Coal Mining,FERRO ALLOYS CORPORATION LTD,TOR GrantedL
33,SIA/OR/IND/66421/2021,66421/20-IND/08-2021,"Proposed Expansion of Existing FRP plant from 1.35 Lac TPA [Hot Rolled Coil (HRC) & Cold Rolled Coil (CRC)] to 5.85 Lac TPA Hot Rolled Coil (HRC) including existing 1.35 Lac TPA Cold Rolled Coil (CRC) at Villages Jamda and Jamda (Nimpali), Tehsil Hirakud, District Sambalpur (Odisha) by Hindalco Industries Ltd.",Orissa,Sambalpur,Hirakud,21-Aug-21,29-Sep-21,Industrial Projects - 1,M/S. HINDALCO INDUSTRIES LIMITED,TOR GrantedL
34,SIA/OR/IND/66775/2021,To be assigned,"Installation of Cement Grinding Unit of 3.0 MTPA capacity (1.5 MTPA in phase-1 & 1.5 MTPA in phase-2) by M/s. My Home Industries Pvt. Ltd. at Village – Byree, Tahasil – Darpan, District – Jajpur, Odisha",Orissa,Jajpur,Badachana,19-Aug-21, TOR Not Granted Yet,Industrial Projects - 1,MY HOME INDUSTRIES PRIVATE LIMITED,WithdrawTORL
35,SIA/OR/MIN/66354/2021,66354/145-MINB1/08-2021,"Kandarsingi Sand Bed over an area of 29.915 acres or 12.106 hectares in village Kandarsingi, Tahasil Jagannathprasad, District Ganjam, State Odisha.",Orissa,Ganjam,Bhanjanagar,17-Aug-21,13-Nov-21,Non-Coal Mining,SAMIR TARAI,TOR GrantedL
36,SIA/OR/MIN/66544/2021,To be assigned,"Chandarbil Kamarei Sand Quarry (Cluster)  over an area of 16.70 acres or 6.75 Hectares in village Chandarbil & Kamarei, Tahasil Kaniha, District Angul, State Odisha.",Orissa,Angul,Kaniha,11-Aug-21, TOR Not Granted Yet,Non-Coal Mining,TEHASILDAR KANIHA,DelistedD
37,SIA/OR/IND/59532/2020,59532/21-IND/08-2021,"Expansion of Existing Cement Grinding Unit from 1.2 MTPA to 2.4 MTPA to produce Ordinary Portland Cement (OPC), Portland Slag Cement (PSC), Portland Pozzolana Cement (PPC), Composite Cement and Ground Granulated Blast Furnace Slag (GGBS) at Kalinga Nagar Industrial Complex, Village - Jakhpura, Tehsil - Danagadi, District - Jajpur (Odisha) by M/s. JSW Cement Ltd.",Orissa,Jajpur,Danagadi,11-Aug-21,29-Sep-21,Industrial Projects - 1,JSW CEMENT LTD,TOR GrantedL
38,SIA/OR/MIN/66506/2021,To be assigned,"Khajuria Derenga Sand Quarry (Cluster)  over an area of 30.00 acres or 12.14 Hectares bearing Khata No. 59, Plot No. 1000 in village Khajuria & Derenga, Tahasil Kaniha, District Angul, State Odisha",Orissa,Angul,Kaniha,10-Aug-21, TOR Not Granted Yet,Non-Coal Mining,TEHASILDAR KANIHA,DelistedD
39,SIA/OR/MIN/65088/2021,65088/54-NCMB1/07-2021,"GOBINDPUR DECORATIVE STONE MINE OVER 45.17 ACRES OR 18.280 HECT IN VILLAGE GOKULPUR UNDER TANGI-CHOUDWAR TAHASIL OF CUTTACK DISTRICT, ODISHA",Orissa,Cuttack,Tangi,07-Aug-21,04-Oct-21,Non-Coal Mining,THE ODISHA MINING CORPORATION LTD.,TOR GrantedL
40,SIA/OR/MIN/65312/2021,65312/55-NCMB1/07-2021,"Sukhapada decorative stone mines deposit over an area of 46.159 Hectares or 114.062 Acres located in village BANDARESWAR NO-1219 AND KESHARAIPURNO-1218 under Darpan Tahasil of Jajpur District, Odisha.",Orissa,Jajpur,Dharmasala,07-Aug-21,04-Oct-21,Non-Coal Mining,THE ODISHA MINING CORPORATION LTD.,TOR GrantedL
41,SIA/OR/MIS/64021/2021,64021/45-MIS/06-2021,"Proposed Multistoried Residential Building “Assotech Pride Phase-1 Extension” at Mouza-Rudrapur, PS-Balianta, Tehsil-Bhubaneswar, Dist-Khurda, Odisha",Orissa,Khordha,Bhubaneswar,28-Jul-21,01-Jan-00,INFRA-2,ASSOTECH SUN GROWTH ABODE LLP,TOR GrantedL
42,SIA/OR/MIN/63029/2021,63029/52-NCMB1/05-2021,"Expansion in production capacity of Chromite mineral from 3 Lakh TPA to 6 Lakh TPA from Mahagiri mine (Chromite) of M/s Indian Metals & Ferro Alloys Limited""",Orissa,Jajpur,Sukinda,27-Jul-21,16-Aug-21,Non-Coal Mining,Sanjeev Das,TOR GrantedL
43,SIA/OR/MIS/63289/2021,63289/08-MIS/05-2020,Setting up a Common Bio-Medical Waste Treatment Facility (CBMWTF) by M/s Renewable Envirogic Pvt Ltd.,Orissa,Balangir,Balangir,27-Jul-21,01-Jan-00,INFRA-2,RENEWABLE ENVIROGIC PRIVATE LIMITED,TOR GrantedL
44,SIA/OR/IND2/65880/2021,65880/102-IND2/07-2021,"PRODUCTION OF 0.948 KLD MAHUA FLOWER BASED OUT STILL COUNTRY LIQUOR MANUFACTURING UNIT, M/s KALASANDHAPUR MAIN OUT STILL LIQUOR SHOP, AT/PO/PS/TAHSIL- HINJILICUT, DIST.- GANJAM OF THE LICENSEE SMT. BISHNUPRIYA SAHU",Orissa,Ganjam,Hinjili,24-Jul-21,01-Jun-22,Industrial Projects - 2,BISHNUPRIYA SAHU,TOR GrantedL
45,SIA/OR/MIN/64601/2021,To be assigned,"Environmental Clearance  for Production of River sand of  10700 M3/Annum with Opencast Manual Mining Method  from Sirigida Sand Quarry (M L Area 18.00 Acres or 7.28 Ha) located at in Village Sirigida, Under Talcher-Tahasil of Angul District, Odisha.",Orissa,Angul,Talcher Sadar,21-Jul-21, TOR Not Granted Yet,Non-Coal Mining,SIRIGIDA SAND QUARRY,DelistedD
46,SIA/OR/IND2/65848/2021,65848/101-IND2/07-2021,"PRODUCTION OF 1.08 KLD MAHUA FLOWER BASED OUT STILL COUNTRY LIQUOR MANUFACTURING UNIT, M/s RAMAGIRI MAIN OUT STILL LIQUOR SHOP AT/PO- RAMAGIRI, TAHSIL- R.UDAYAGIRI, DIST.- GAJAPATI OF THE ;LICENSEE SRI MANOJ KUMAR SAHU.",Orissa,Gajapati,R.Udaygiri,21-Jul-21, TOR Not Granted Yet,Industrial Projects - 2,MONOJ KUMAR SAHU,DelistedL
47,SIA/OR/MIS/63292/2021,63292/07-MIS/05-2020,Setting up a Common Bio-Medical Waste Treatment Facility (CBMWTF) by M/s Ecokart Technology Private Limited,Orissa,Balasore,remuna,20-Jul-21,01-Sep-21,INFRA-2,M/S ECOKART TECHNOLOGY PRIVATE LIMITED,TOR GrantedL
48,SIA/OR/MIN/65761/2021,65761/144-MINB1/07-2021,Sekhsarai (Ka) Sand Bed Over an area of 14.00 Acres or 5.665 hectares in village Sekhsarai under Jaleswar Tahasil of Balasore District of Odisha.,Orissa,Balasore,Jaleswar,17-Jul-21,04-Oct-21,Non-Coal Mining,SOUMYADIP CHAKRABARTY,TOR GrantedL
49,SIA/OR/MIN/64785/2021,64785/143-MINB1/07-2021,Environmental clearance for production of 110000 cum/ annum of sand from Kotadwar Sand Ghat over an area of 20.235 ha,Orissa,Cuttack,Banki,17-Jul-21,04-Oct-21,Non-Coal Mining,ABHISEK MOHANTY.,TOR GrantedL
50,SIA/OR/MIN/58864/2020,58864/114-MINB1/02-2021,"ARAKHAKUDA DEVI SAND QUARRY, PLOT NO.3987(P), AT- ARAKHAKUDA, TAHASIL- NAUGAON, DIST-  JAGATSINGHPUR.",Orissa,Jagatsinghapur,Naugaon,13-Jul-21,13-Aug-21,Non-Coal Mining,TAHASILDAR NAUGAON,TOR GrantedL
51,SIA/OR/MIN/63737/2021,63737/141-MINB1/06-2021,"Gunupur Stone Quarry (I & II) over an cluster area of 21.00 acres/ 8.497 Ha. at Mouza - Gunupur, Tahasil-Gunupur, District-Rayagada of Odisha",Orissa,Rayagada,Gunupur,12-Jul-21,04-Oct-21,Non-Coal Mining,TAHSILDAR GUNUPUR,TOR GrantedL
52,SIA/OR/MIN/64563/2021,64563/53-NCMB1/07-2021,Raikela Iron Ore Mine,Orissa,Sundargarh,Koida,12-Jul-21,16-Aug-21,Non-Coal Mining,MS GEETARANI MOHANTY,TOR GrantedL
53,SIA/OR/MIN/63923/2021,63923/142-MINB1/06-2021,"Padampuri Stone Quarry (2,3,4,6 & 7) under cluster approach is a stone mining project over an total area of 11.33  Ha.  /  27.997  acres  and  is  located  in  Mouza  -  Padampuri,  Tahasil  – Nuapada,  District  -  Nuapada  of  Odisha",Orissa,Nuapada,Nuapada,10-Jul-21,04-Oct-21,Non-Coal Mining,TAHSILDAR NUAPADA,TOR GrantedL
54,SIA/OR/MIN/64583/2021,64583/138-MINB1/07-2021,"BALANDA STONE QUARRY CLUSTER (1,2,3,5,6,7,8,9,10) OVER AN AREA OF  93.688 ACRES OR 37.915 HECTARES IN VILLAGE BALANDA UNDER LATHIKATA TAHASIL OF SUNDARGARH DISTRICT ODISHA",Orissa,Sundargarh,Lathikata,09-Jul-21,01-Jan-00,Non-Coal Mining,SRI PREM KUMAR SAHU,TOR GrantedL
55,SIA/OR/MIN/64019/2021,64019/51-NCMB1/06-2021,"Environmental Clearance for 2.0 MTPA Iron Ore production at Rengalbeda (NE) Iron Ore Block having ML area of 24.203 ha. located at Village – Nuagaon & Gandhalpada, Tehsil - Barbil, District – Keonjhar, State-Odisha.",Orissa,Kendujhar,Barbil,30-Jun-21,28-Sep-21,Non-Coal Mining,ODISHA MINERAL EXPLORATION CORPORATION (OMECL),TOR GrantedL
56,SIA/OR/MIN/63540/2021,63540/134-MINB1/05-2021,"Santhapada Sand Quarry – A (under cluster approach) is a sand mining project over an area of 36.00acres/ 14.56Ha. located in village - Santhapada, Tahasil - Talcher in District - Angul of Odisha",Orissa,Angul,Talcher Sadar,28-Jun-21,27-Aug-21,Non-Coal Mining,SHERANWALI INFRASTRUCTURE PRIVATE LIMITED,TOR GrantedL
57,SIA/OR/MIN/64155/2021,64155/137-MINB1/06-2021,"Basupali Cluster Stone Quarry, over an area 9.67 Ha, Khata No- 14, Plot No- 79 & 101, At- Basupali, Tahasil- Bolangir, Dist- Bolangir, Odisha of Tahasildar Bolangir",Orissa,Balangir,Balangir,24-Jun-21,27-Aug-21,Non-Coal Mining,TAHASILDAR BOLANGIR,TOR GrantedL
58,SIA/OR/MIN/61621/2021,61621/115-MINB1/03-2021,"Bentakarpada Sand quarry lies on river Kathajodi Over an area 10.12Ha. Or 25Acres In Village Bentakarpada under Baranga Tahasil Of Cuttack District, Odisha for excavation of River Sand.",Orissa,Cuttack,Barang,23-Jun-21,28-Aug-21,Non-Coal Mining,SUBASH CHANDRA ROUT,TOR GrantedL
59,SIA/OR/MIN/61728/2021,61728/140-MINB1/03-2021,Alipaingal-Adhanga Devi Nadi Sand Quarry over 8.93 hectare under Jagatsinghpur of Jagatsinghpur District,Orissa,Jagatsinghapur,Jagatsinghapur,21-Jun-21,04-Oct-21,Non-Coal Mining,"TAHASILDAR, JAGATSINGHPUR",TOR GrantedL
60,SIA/OR/MIN/62601/2021,62601/125-MINB1/04-2021,"Ostapura – Bholanuagaon Cluster Stone Quarry over a cluster area 10.925 ha located at village Ostapura & Bhalunuagaon under Ghasipura Tahsil of Keonjhar district, Odisha.",Orissa,Kendujhar,Ghasipura,18-Jun-21,26-Jul-21,Non-Coal Mining,M/S ST MINERALS PRIVATE LIMITED,TOR GrantedL
61,SIA/OR/MIN/63827/2021,63827/136-MINB1/06-2021,DWARAGAM STONE QUARRY OVER AN AREA OF 31.808 ACRES OR 12.8721 HECTARES IN VILLAGE DWARAGAM UNDER DIGAPAHANDI TAHASIL OF GANJAM DISTRICT ODISHA,Orissa,Ganjam,Digapahandi,11-Jun-21,27-Aug-21,Non-Coal Mining,SMT LAXMI SETHI,TOR GrantedL
62,SIA/OR/MIN/63826/2021,63826/135-MINB1/06-2021,JALAMERIPALLI SAND QUARRY OVER AN AREA OF  21.937 ACRES OR 8.8777 HECTARES IN VILLAGE JALAMERIPALLI UNDER DIGAPAHANDI TAHASIL OF GANJAM DISTRICT ODISHA,Orissa,Ganjam,Digapahandi,11-Jun-21,27-Aug-21,Non-Coal Mining,SMT LAXMI SETHI,TOR GrantedL
63,SIA/OR/MIN/60986/2021,60986/112-MINB1/02-2021,"Tabadabahal cluster building stone/road metal mines deposit over an area of 19.18Ha or 47.40 Ac(including six lease area) located in village Tabadabahal, under Rengali Tahasil of Sambalpur district ,Odisha.",Orissa,Sambalpur,Rengali,08-Jun-21,11-Jul-21,Non-Coal Mining,TAHASILDARRENGALI,TOR GrantedL
64,SIA/OR/MIN/63635/2021,To be assigned,"Udiagura China Clay Mines over an area  38.502 Ha in village Udiagura, Duruguda & Chindiri in Koraput dist,  Odisha of Lessee Sri Pentapati Lakshman Swamy.",Orissa,Koraput,Koraput,02-Jun-21, TOR Not Granted Yet,Non-Coal Mining,SRI PENTAPAPATI LAKSHMAN SWAMY,DelistedD
65,SIA/OR/IND2/63628/2021,To be assigned,Request for extension of validity of environmental clearance for production of 4.332 KLD of mahua flower based country liquor from manufacturing unit of M/s Digapahandi O.S. Shop of Sri Udhaba Sahu,Orissa,Ganjam,Digapahandi,01-Jun-21, TOR Not Granted Yet,Industrial Projects - 2,SRI UDHAB SAHU,DelistedD
66,SIA/OR/IND2/63627/2021,To be assigned,Request for extension of validity of environmental clearance for production of 1.602 KLD of contry liquor from the manufacturing unit of Basudevpur O.S. Shop of Sri Udhaba Sahu,Orissa,Ganjam,Digapahandi,01-Jun-21, TOR Not Granted Yet,Industrial Projects - 2,SRI UDHAB SAHU,DelistedD
67,SIA/OR/IND2/63626/2021,To be assigned,Request for extension of validity of environmental clearance for production of 4.428 KLD of country liquor from manufacturing unit of C. Saradhapur O.S. Shop of Sri Shyam Sundar Sahu,Orissa,Ganjam,Patapur,01-Jun-21, TOR Not Granted Yet,Industrial Projects - 2,SHYAM SUNDAR SAHU,DelistedD
68,SIA/OR/IND2/63623/2021,To be assigned,Request for extension of validity of environmental clearance for production of 3480 liters of Country Liquor pr day w r. to Bhabinipur O.S. Shop of Sri Ch. Kameshu,Orissa,Ganjam,Brahmapur Sadar,01-Jun-21, TOR Not Granted Yet,Industrial Projects - 2,CH. KAMESHU,DelistedD
69,SIA/OR/IND2/63621/2021,To be assigned,Request for extension of validity of environmental clearance for production of 2.022 KLD of country liquor from the manufacturing unit of M/s Pattapur O.S. Shop of Sri Barun Kumar Pradhan,Orissa,Ganjam,Digapahandi,01-Jun-21, TOR Not Granted Yet,Industrial Projects - 2,BARUN  PRADHAN,DelistedD
70,SIA/OR/IND2/63618/2021,To be assigned,Request for extension of validity of environmental clearance for production of 2058 liters of Country Liquor pr day w r. to Kusumi O.S. Shop of Sri G Guru Prasad Reddy,Orissa,Ganjam,Brahmapur Sadar,01-Jun-21, TOR Not Granted Yet,Industrial Projects - 2,G GURU PRASAD REDDY,DelistedD
71,SIA/OR/IND2/63605/2021,To be assigned,Request for extension of validity of environmental clearance for production of 2.532 KLD of country liquor from the manufacturing unit of Badakushasthali O.S. Shop of Sri G. Guru Prasad Reddy,Orissa,Ganjam,Brahmapur Sadar,31-May-21, TOR Not Granted Yet,Industrial Projects - 2,G GURU PRASAD REDDY,DelistedD
72,SIA/OR/IND2/63447/2021,To be assigned,"Production of 1.152 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Sahajbahal-J Main Out Still Shop at Sahajbahal, Tahasil- Jamankira, Dist- Sambalpur",Orissa,Sambalpur,Jamankira,24-May-21, TOR Not Granted Yet,Industrial Projects - 2,DINESH PR SAHU,DelistedD
73,SIA/OR/MIS/62964/2021,62964/40-MIS/05-2021,"Proposal for redevelopment of SCB Medical College & Hospital  Cuttack. Odisha (Phase-I) at Cuttack, Odisha",Orissa,Cuttack,Cuttack Sadar,20-May-21,16-Sep-21,INFRA-2,ODISHA BRIDGE & CONSTRUCTION CORPORATION LIMITED (OB&CC),TOR GrantedL
