,proposal_no,file_no,proposal_name,state,district,tehsil,date_submission,tor_approval,project_category,company_proponent,status
21,SIA/OR/MIN/28829/2018,28829/2015-NCM/09-2018,"KARLASODA DECORATIVE STONE DEPOSIT OVER AN AREA OF 33.27 ACRES OR 13.464 HECTARES IN VILLAGE KARLASODA,KALAHANDI TAHASIL OF KALAHANDI DISTRICT,ODISHA",Orissa,Kalahandi,Sadar,01-Sep-18,12-Apr-19,Non-Coal Mining,SMT  P  RAMADEVI,TOR GrantedL
22,SIA/OR/MIN/28441/2018,To be assigned,"Tentulia Sand Quarry, over an area of 12.50 acres or 5.059 hectares in village Patugadadharpur under Banki Tahasil of Cuttack district, Odisha.",Orissa,Cuttack,Banki,30-Aug-18, TOR Not Granted Yet,Non-Coal Mining,BHAGIRATHI MANTRY,DelistedD
23,SIA/OR/IND2/28102/2018,28102/522-IND2/08-2018,"Proposed Production of 2.748 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Bhuban Main Out Still Shop at Bhuban, Tahasil- Bhuban, Dist-Dhenkanal",Orissa,Dhenkanal,Bhuban,30-Aug-18, TOR Not Granted Yet,Industrial Projects - 2,RAJESHKUMAR SAHU,MoveToTORtoECL
24,SIA/OR/IND2/28104/2018,28104/563-IND2/08-2018,"Production of 2.004 KLD Mahua Flower Based Country Liquor Manufacturing unit, Main Out Still Liquor Shop Lauloi at Lauloi, Tehsil: Gandia, District : Dhenkanal",Orissa,Dhenkanal,Gandia,30-Aug-18, TOR Not Granted Yet,Industrial Projects - 2,RAJESHKUMAR SAHU,MoveToTORtoECL
25,SIA/OR/IND2/28103/2018,28103/532-IND2/08-2018,"Proposed Production of 2.992 KLD Mahua Flower based Country liqyor Manufacturing Unit, Chabiskuda Main Out Still Shop at Chabiskuda, Tehsil- Gondia, District Dhenkanal",Orissa,Dhenkanal,Gandia,30-Aug-18, TOR Not Granted Yet,Industrial Projects - 2,RAJESHKUMAR SAHU,DelistedL
26,SIA/OR/IND2/28408/2018,28408/517-IND2/08-2018,"Proposed Production of 0.810 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Chergaon Main Out Still Shop at Chergaon, Tahasil- Kegaon, Dist-Dhenkanal",Orissa,Kalahandi,Kegaon,29-Aug-18, TOR Not Granted Yet,Industrial Projects - 2,RAJESHKUMAR SAHU,MoveToTORtoECL
27,SIA/OR/MIN/28690/2018,28690/2013-NCM/08-2018,"BADAMADHAPUR SAND BED, over an area 6.00 Ha.  in village Badamadhapur under Chhatrapur Tahasil of Ganjam District.",Orissa,Ganjam,Chhatrapur,29-Aug-18, TOR Not Granted Yet,Non-Coal Mining,SRIKANT KUMAR PANDA,DelistedL
28,SIA/OR/MIN/28692/2018,28692/2012-NCM/08-2018,"SRIBANA SAND BED, over an area 17.00 ac in village Sribana under Ganjam Tahasil of Ganjam District",Orissa,Ganjam,Chhatrapur,29-Aug-18, TOR Not Granted Yet,Non-Coal Mining,NISHIKANTA NAYAK,DelistedL
29,SIA/OR/MIN/28730/2018,28730/24-NCMB1/08-2018,Ghatapada Garnet Mine Over an area of 25.127 Ha,Orissa,Kalahandi,Kesinga,29-Aug-18,30-Nov-18,Non-Coal Mining,SRI BIJAY KUMAR BANSAL,TOR GrantedL
30,SIA/OR/MIN/28734/2018,28734/23-NCMB1/08-2018,PAIKADAKULGUDA SEMI-PRECIOUS STONE (CAT’S EYE) MINES OVER AN AREA OF 40.946 HA,Orissa,Rayagada,Bishamakatak,29-Aug-18,30-Nov-18,Non-Coal Mining,SRI BIJAY KUMAR BANSAL,TOR GrantedL
31,SIA/OR/IND2/28794/2018,28794/521-IND2/08-2018,Katuria Main O S Shop for production of 0.810 KLD of country Liquor,Orissa,Mayurbhanj,Udala,29-Aug-18, TOR Not Granted Yet,Industrial Projects - 2,ANTARYAMI BEHERA,DelistedL
32,SIA/OR/IND2/28793/2018,28793/520-IND2/08-2018,Champauda O S Main Shop for production of 1.35 KLD of country liquor,Orissa,Mayurbhanj,Rairangpur,29-Aug-18, TOR Not Granted Yet,Industrial Projects - 2,SANJIBKUMARBESHRA,DelistedL
33,SIA/OR/IND2/28233/2018,28233/518-IND2/08-2018,"Proposed Production of 4.020 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Birmitrapur Main Out Still Shop at Birmitrapur, Tahasil- Birmitrapur, Dist-sundargarh",Orissa,Sundargarh,Biramitrapur,28-Aug-18, TOR Not Granted Yet,Industrial Projects - 2,RAJESHKUMAR SAHU,Rejected - Processed offlineL
34,SIA/OR/IND2/28754/2018,To be assigned,Katuria Main O S Shop for production of 0.810 KLD pof country Liquor,Orissa,Mayurbhanj,Udala,28-Aug-18, TOR Not Granted Yet,Industrial Projects - 2,ANTARYAMI BEHERA,DelistedL
35,SIA/OR/MIN/28678/2018,28678/2014-NCM/08-2018,"POTLAMPUR SAND BED, over an area 6.00 Ha. in village Potlampur under Chhatrapur Tahasil of Ganjam District.",Orissa,Ganjam,Chhatrapur,25-Aug-18, TOR Not Granted Yet,Non-Coal Mining,SRIKANTA KUMAR PANDA,DelistedL
36,SIA/OR/IND2/27880/2018,27880/519-IND2/08-2018,"Proposed Production of 1.080 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Balipati Main Out Still Shop at Balipati, Tahasil- Kegaon, Dist-Kalahandi",Orissa,Kalahandi,Kegaon,24-Aug-18, TOR Not Granted Yet,Industrial Projects - 2,RAJESHKUMAR SAHU,MoveToTORtoECL
37,SIA/OR/IND2/26258/2018,To be assigned,Binapur Out Still Shop,Orissa,Nuapada,Boden,13-Aug-18, TOR Not Granted Yet,Industrial Projects - 2,RAJESHKUMAR SAHU,DelistedD
38,SIA/OR/MIN/28606/2018,To be assigned,KARLASODA DECORATIVE STONE DEPOSIT,Orissa,Kalahandi,Sadar,11-Aug-18, TOR Not Granted Yet,Non-Coal Mining,KARLASODA DECORATIVE STONE DEPOSIT,DelistedD
39,SIA/OR/MIN/28483/2018,28483/2011-NCM/08-2018,"Bhograpali & Samasinga, Sand Bed",Orissa,Jharsuguda,Kolabira,02-Aug-18, TOR Not Granted Yet,Non-Coal Mining,TIKESWAR PATEL,MoveToTORtoECL
40,SIA/OR/MIN/28491/2018,28491/2010-NCM/08-2018,Sodamal Sand Bed,Orissa,Jharsuguda,Kolabira,02-Aug-18, TOR Not Granted Yet,Non-Coal Mining,KALACHAND SAHOO,MoveToTORtoECL
41,SIA/OR/IND/28512/2018,To be assigned,NEW LAXMI STEEL & POWER Pvt. Ltd.,Orissa,Khordha,Begunia,02-Aug-18, TOR Not Granted Yet,Industrial Projects - 1,NEW LAXMI STEEL POWER PVT LTD,DelistedD
42,SIA/OR/IND/28499/2018,To be assigned,NEW LAXMI INDUSTRIES PVT. LTD.,Orissa,Khordha,Begunia,01-Aug-18, TOR Not Granted Yet,Industrial Projects - 1,NEW LAXMI INDUSTRIES PRIVATE LIMITED,DelistedD
43,SIA/OR/RIV/28431/2018,28431/05-RIV/07-2017,KALA BARRAGE PROJECT,Orissa,Debagarh,Barkot,30-Jul-18, TOR Not Granted Yet,River Valley and Hydroelectric Projects,CHIEF ENGINEER PROJECT PLANNING FORMULATION AND INVESTIGATION,DelistedL
44,SIA/OR/MIN/28460/2018,28460/22-NCMB1/07-2018,Proposed Rarbahal Graphite Mine over an area 20.675 ha in Balangir district of Odisha,Orissa,Balangir,Belpara,29-Jul-18,01-Nov-18,Non-Coal Mining,ANTARYAMI MISHRA,TOR GrantedL
45,SIA/OR/IND2/28459/2018,To be assigned,"Production of 0.81 KLD Mahua Flower Based Country Liquor Manufacturing Unit ,Main Out Still Liquor Shop Tikiri, at Tikiri, Mouza-Gokulamunda, Tahasil- Kasipur, Dist-Rayagada",Orissa,Rayagada,Kashipur,29-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,MS SHIW PRASAD SAHU AND SONS,DelistedD
46,SIA/OR/IND/28456/2018,To be assigned,NEW LAXMI STEEL & POWER Pvt. Ltd.,Orissa,Khordha,Begunia,28-Jul-18, TOR Not Granted Yet,Industrial Projects - 1,Pawan Kumar Gupta,DelistedD
47,SIA/OR/MIN/28350/2018,28350/2007-NCM/07-2018,Deulpadar Sand Quarry,Orissa,Sonapur,Tarbha,21-Jul-18, TOR Not Granted Yet,Non-Coal Mining,PRASANTA KUMAR BEJ,MoveToTORtoECL
48,SIA/OR/MIN/28134/2018,28134/21-NCMB1/07-2018,"Patabeda Iron ore mines (28.397 Ha) of M/s MGM Minerals Ltd., for Expansion of iron ore production from 0.8 MTPA to 1.5 MTPA (ROM), along with Crusher & Screen plants located in the village Patabeda, Tehesil Koira, Sundargarh district, Odisha",Orissa,Sundargarh,Koida,20-Jul-18,01-Nov-18,Non-Coal Mining,MGM MINERALS LTD,TOR GrantedL
49,SIA/OR/MIN/27735/2018,27735/2006-NCM/07-2018,Venkatpur Stone Quarry III,Orissa,Gajapati,Kashinagara,20-Jul-18, TOR Not Granted Yet,Non-Coal Mining,PROTNURU JANARDHAN RAO,DelistedL
50,SIA/OR/NCP/28277/2018,28277/38-NCP/07-2018,"Construction of Housing Colony and Convenient Shopping (Phase-III) of M/s Z-Estates Pvt. Ltd. at Kalarahanga, Bhubaneswar, Odisha",Orissa,Khordha,Khordha,19-Jul-18,01-Nov-18,INFRA-1,Z ESTATE PRIVATE LIMTED,TOR GrantedL
51,SIA/OR/IND2/28313/2018,To be assigned,Mahua Flower based Country Liquor Manufacturing unit with Licensed Deck capacity of 3510 Liters (Consisting of 2 numbers of 1755 Liters capacity Stills) of Dumerta OS Shop,Orissa,Sundargarh,Bisra,19-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,SANJAY KUMAR JAISWAL,DelistedD
52,SIA/OR/IND/28311/2018,To be assigned,NEW LAXMI INDUSTRIES PVT. LTD.,Orissa,Khordha,Begunia,19-Jul-18, TOR Not Granted Yet,Industrial Projects - 1,Pawan Kumar Gupta,DelistedD
53,SIA/OR/IND2/28272/2018,28272/516-IND2/07-2018,Jamda  O.S. Shop,Orissa,Sambalpur,Dhanupali,17-Jul-18,19-Oct-19,Industrial Projects - 2,BALDEV SAHU AND SONS,TOR GrantedL
54,SIA/OR/IND2/26030/2018,To be assigned,Masnikani OS Shop,Orissa,Sundargarh,Sundargarh,17-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,MASNIKANI OS SHOP,DelistedL
55,SIA/OR/IND2/28270/2018,28270/515-IND2/07-2018,1620 LITERS DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED MASNIKANI OS SHOP,Orissa,Sundargarh,Sundargarh,17-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,SRI MANOHAR PRAJAPATI,MoveToTORtoECL
56,SIA/OR/IND2/28264/2018,28264/514-IND2/07-2018,Pasna Outstill Main Shop,Orissa,Mayurbhanj,Bahalda,16-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,BAIDYANATH MANDAL,DelistedL
57,SIA/OR/IND2/28268/2018,28268/513-IND2/07-2018,Danipali O.S. Shop,Orissa,Sambalpur,Dhanupali,16-Jul-18,19-Oct-19,Industrial Projects - 2,BALDEV SAHU AND SONS,TOR GrantedL
58,SIA/OR/IND2/26103/2018,To be assigned,Ranibagicha OS Shop,Orissa,Sundargarh,Sundargarh Town,16-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,WASIM AKHTAR,DelistedL
59,SIA/OR/IND2/28267/2018,28267/512-IND2/07-2018,4320 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED RANIBAGICHA  OS SHOP,Orissa,Sundargarh,Sundargarh,16-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,WASIM AKHTAR,MoveToTORtoECL
60,SIA/OR/IND2/28240/2018,28240/511-IND2/07-2018,Badampahad Outstill Main Shop,Orissa,Mayurbhanj,Rairangpur,16-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,RABINDRANATH TIRIYA,DelistedL
61,SIA/OR/IND2/28215/2018,28215/510-IND2/07-2018,Kulgi Outstill Main Shop,Orissa,Mayurbhanj,Bahalda,16-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,MANMATH KUMAR BINDHANI,DelistedL
62,SIA/OR/IND2/28132/2018,28132/509-IND2/07-2018,Bankapatuli OS Shop,Orissa,Kendujhar,Ghatgaon,12-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,MANJULA DWIBEDI,DelistedL
63,SIA/OR/IND2/28212/2018,To be assigned,Prakashpur O.S. Shop,Orissa,Bargarh,Ambabhona,12-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,M AHMAD AND I AHMAD,DelistedD
64,SIA/OR/IND2/28105/2018,28105/508-IND2/07-2018,Sasaposi O.S. liquor Shop,Orissa,Dhenkanal,Kamakshyanagar,12-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,RAJESHKUMAR SAHU,MoveToTORtoECL
65,SIA/OR/IND2/28189/2018,28189/507-IND2/07-2018,Amalabhata  Out-Still liquor Shop,Orissa,Rayagada,Muniguda,11-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,RAJESHKUMAR SAHU,MoveToTORtoECL
66,SIA/OR/IND2/28190/2018,28190/506-IND2/07-2018,Digambarpur O.S. liquor Shop,Orissa,Dhenkanal,Gandia,11-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,RAJESHKUMAR SAHU,MoveToTORtoECL
67,SIA/OR/IND2/28185/2018,28185/505-IND2/07-2018,Munikhole Out-Still Liquor Shop,Orissa,Rayagada,Muniguda,11-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,RAJESHKUMAR SAHU,MoveToTORtoECL
68,SIA/OR/IND2/28184/2018,28184/504-IND2/07-2018,Bhalmunda O.S. liquor Shop,Orissa,Dhenkanal,Kamakshyanagar,11-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,RAJESHKUMAR SAHU,MoveToTORtoECL
69,SIA/OR/MIN/28183/2018,28183/2001-NCM/07-2018,Venkatpur Stone Quarry V,Orissa,Gajapati,Kashinagara,11-Jul-18, TOR Not Granted Yet,Non-Coal Mining,PROTNURU JANARDHAN RAO,DelistedL
70,SIA/OR/IND2/28181/2018,28181/503-IND2/07-2018,Chekaguda Out-Still Liquor Shop,Orissa,Rayagada,Muniguda,11-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,RAJESHKUMAR SAHU,MoveToTORtoECL
71,SIA/OR/IND2/28175/2018,28175/502-IND2/07-2018,Bankili Out-Still Shop,Orissa,Rayagada,Muniguda,11-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,RAJESHKUMAR SAHU,MoveToTORtoECL
72,SIA/OR/IND2/28174/2018,28174/501-IND2/07-2018,Amalabhata Chakk Out Still Shop,Orissa,Rayagada,Rayagada,11-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,RAJESHKUMAR SAHU,MoveToTORtoECL
73,SIA/OR/IND2/28128/2018,28128/500-IND2/07-2018,Niktimal O.S. Shop,Orissa,Debagarh,Barkot,10-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,RAJENDRA PRASAD JAISWAL,MoveToTORtoECL
74,SIA/OR/IND2/27952/2018,27952/499-IND2/07-2018,Mankadpada Outstill Main Shop,Orissa,Mayurbhanj,Udala,09-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,MANAS KUMAR MOHANTY,DelistedL
75,SIA/OR/MIN/28050/2018,28050/2000-NCM/07-2018,SIRIPURA SAND BED-C,Orissa,Jharsuguda,Jharsuguda,07-Jul-18,19-Sep-18,Non-Coal Mining,SANTANU PADHI,TOR GrantedL
76,SIA/OR/IND2/28071/2018,28071/488-IND2/07-2018,Bideibadkudar O.S. Shop,Orissa,Debagarh,Barkot,06-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,RAJENDRA PRASAD JAISWAL,MoveToTORtoECL
77,SIA/OR/IND2/28069/2018,28069/498-IND2/07-2018,Kanika O.S. Shop,Orissa,Sundargarh,Hemgir,06-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,MOIN UDDIN AHMAD,MoveToTORtoECL
78,SIA/OR/IND2/28067/2018,28067/497-IND2/07-2018,Bhoipali O.S. Shop,Orissa,Sundargarh,Baragaon,06-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,MOIN UDDIN AHMAD,MoveToTORtoECL
79,SIA/OR/IND2/28066/2018,28066/496-IND2/07-2018,SatalmaO.S. Shop,Orissa,Bargarh,Barapali,06-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,M AHMAD AND I AHMAD,MoveToTORtoECL
80,SIA/OR/IND2/28063/2018,28063/495-IND2/07-2018,Udepur O.S. Shop,Orissa,Bargarh,Bheden,06-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,I AHMAD AND I AHMAD,MoveToTORtoECL
81,SIA/OR/IND2/28062/2018,28062/494-IND2/07-2018,Remenda O.S. Shop,Orissa,Bargarh,Bheden,06-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,I AHMAD AND I AHMAD,MoveToTORtoECL
82,SIA/OR/IND2/28061/2018,28061/493-IND2/07-2018,Lastala O.S. Shop,Orissa,Bargarh,Attabira,06-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,I AHMAD AND I AHMAD,MoveToTORtoECL
83,SIA/OR/IND2/28058/2018,28058/492-IND2/07-2018,Attabira O.S. Shop,Orissa,Bargarh,Attabira,06-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,I AHMAD AND I AHMAD,Rejection Letter GrantedL
84,SIA/OR/IND2/28035/2018,28035/491-IND2/07-2018,Bisoi Outstill Main Shop,Orissa,Mayurbhanj,Bisoi,05-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,MATHURA PRASAD SHAW,DelistedL
85,SIA/OR/IND2/28014/2018,28014/490-IND2/07-2018,Begunadiha Outstill Main Shop,Orissa,Mayurbhanj,Udala,05-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,ANTARYAMI BEHERA,DelistedL
86,SIA/OR/IND2/28015/2018,28015/489-IND2/07-2018,Kaptipada O S shop,Orissa,Mayurbhanj,Kaptipada,05-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,ANTARYAMI BEHERA,DelistedL
87,SIA/OR/IND2/28023/2018,28023/487-IND2/07-2018,Kuleisila Outstill Main Shop,Orissa,Mayurbhanj,Rairangpur,05-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,SUSIL KUMAR SAHU,DelistedL
88,SIA/OR/IND2/27966/2018,27966/486-IND2/07-2018,Manada Outstill Main Shop,Orissa,Mayurbhanj,Bisoi,05-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,SUSIL KUMAR SAHU,DelistedL
89,SIA/OR/IND2/27965/2018,27965/485-IND2/07-2018,Ghagarbeda Outstill Main Shop,Orissa,Mayurbhanj,Raruan,05-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,DEEPAK KUMAR SHAW,DelistedL
90,SIA/OR/IND2/28012/2018,28012/484-IND2/07-2018,Jugpura Outstill Main Shop,Orissa,Mayurbhanj,Betanati,05-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,KALPANA PUSTI,DelistedL
91,SIA/OR/IND2/28013/2018,28013/483-IND2/07-2018,Rasgobindapur Outstill Main Shop,Orissa,Mayurbhanj,Rasagobindapur,05-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,KALPANA PUSTI,DelistedL
92,SIA/OR/IND2/27955/2018,27955/482-IND2/07-2018,Joshipur Outstill Shop,Orissa,Mayurbhanj,Jashipur,05-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,NARENDRA KUMAR GUPTA,DelistedL
93,SIA/OR/IND2/27957/2018,27957/481-IND2/07-2018,Sarubali Outstill Main Shop,Orissa,Mayurbhanj,Karanjia,05-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,NARENDRA KUMAR GUPTA,DelistedL
94,SIA/OR/IND2/27958/2018,27958/480-IND2/07-2018,Karanjia Out Main Shop,Orissa,Mayurbhanj,Karanjia,05-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,NARENDRA KUMAR GUPTA,DelistedL
95,SIA/OR/IND2/27935/2018,27935/479-IND2/07-2018,Badadalima O S Main Shop,Orissa,Mayurbhanj,Tiringi,05-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,MANAS KUMAR MOHANTY,DelistedL
96,SIA/OR/IND2/27938/2018,27938/478-IND2/07-2018,Chitrada Outstill Main Shop,Orissa,Mayurbhanj,Muruda,05-Jul-18, TOR Not Granted Yet,Industrial Projects - 2,MANAS KUMAR MOHANTY,DelistedL
