,proposal_no,file_no,proposal_name,state,district,tehsil,date_submission,tor_approval,project_category,company_proponent,status
27,SIA/OR/IND2/24096/2018,24096/375-IND2/04-2018,Babukeigaon O.S. Shop,Orissa,Balangir,Saintala,11 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,BHOLANATH SAHOO,MoveToTORtoECL
28,SIA/OR/IND2/24087/2018,24087/374-IND2/04-2018,Karamtala O.S. Shop,Orissa,Balangir,Saintala,11 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,BHOLANATH SAHOO,MoveToTORtoECL
29,SIA/OR/IND2/24081/2018,24081/373-IND2/04-2018,Gurkhapala O.S. Shop,Orissa,Balangir,Saintala,11 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,BHOLANATH SAHOO,MoveToTORtoECL
30,SIA/OR/IND2/22458/2018,22458/372-IND2/04-2018,"PRODUCTION OF 0.540 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, BADABAFLA MAIN O S LIQUOR SHOP AT BADABAFLA, DIST. KALAHANDI",Orissa,Kalahandi,Thuamul Rampur,11 Apr 2018,26 Jul 2018,Industrial Projects - 2,SHYAM PRASAD SAHU,TOR GrantedL
31,SIA/OR/IND2/23278/2018,23278/371-IND2/04-2018,"PRODUCTION OF 1.08 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, BAGHIAPADA MAIN O S LIQUOR SHOP AT- BAGHIAPADA, DIST. - BOUDH",Orissa,Boudh,Baudh Sadar,11 Apr 2018,07 Jun 2018,Industrial Projects - 2,GOKULANANDA SAHU,TOR GrantedL
32,SIA/OR/MIN/28916/2018,To be assigned,"Proposed “Baitarani Iron Ore of M/s Dr. Sarojini Pradhan Mines over 65.397 Ha, for expansion of iron ore production from 52,531 TPA to 4,00,120 TPA along with 2,10,000 TPA Beneficiation Plant” located at village Daduan, Tehsil - Barbil in the District- Keonjhar, Odisha",Orissa,Kendujhar,Barbil,10 Apr 2018, TOR Not Granted Yet,Non-Coal Mining,M/s Dr. Sarojini Pradhan,DelistedD
33,SIA/OR/IND2/23873/2018,23873/370-IND2/04-2018,"Production of 1.08 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Talgud Main Out Still Shop at Village- Talgud, Tehsil- Jaipatna,  Dist- Kalahandi",Orissa,Kalahandi,Jayapatna,09 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,RISHI SAHU,MoveToTORtoECL
34,SIA/OR/IND2/23870/2018,23870/369-IND2/04-2018,"Production of 0.81 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Mangalpur Main Out Still Shop at Village- Mangalpur, Tehsil- Jaipatna,  Dist- Kalahandi",Orissa,Kalahandi,Jayapatna,08 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,RISHI SAHU,MoveToTORtoECL
35,SIA/OR/IND2/23868/2018,23868/368-IND2/04-2018,"Production of 0.81 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Kuchagaon Main Out Still Shop at Village- Kuchagaon, Tehsil- Jaipatna,  Dist- Kalahandi",Orissa,Kalahandi,Jayapatna,08 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,RISHI SAHU,MoveToTORtoECL
36,SIA/OR/IND2/23867/2018,23867/367-IND2/04-2018,"Production of 0.81 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Fufgaon Main Out Still Shop at Village- Fufgaon, Tehsil- Koksara, Dist- Kalahandi",Orissa,Kalahandi,Kokasara,08 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,RISHI SAHU,MoveToTORtoECL
37,SIA/OR/IND2/23865/2018,23865/366-IND2/04-2018,"Production of 1.89 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Boripadar Main Out Still Shop at Village- Boripadar, Mouza- Dongriguda, Tehsil- Dabugaon, Dist- Nabarangpur",Orissa,Nabarangpur,Dabugan,08 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,RISHI SAHU,MoveToTORtoECL
38,SIA/OR/IND2/23835/2018,23835/365-IND2/04-2018,"Production of 4.320 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Umerkote Main Out Still Shop at Ward No-6, Umerkote Municipality, Tehsil- Umerkote, Dist- Nabarangpur",Orissa,Nabarangpur,Umarkote,08 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,MS SHIW PRASAD SAHU AND SONS,MoveToTORtoECL
39,SIA/OR/IND2/23834/2018,23834/364-IND2/04-2018,"Production of 2.70 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Out Still Shop,Malkangiri,Municipality ward No-14  at Malkangiri, Tahasil- Malkangiri, Dist- Malkangiri",Orissa,Malkangiri,Malkangiri,08 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,RATANLAL PADMAVATI,MoveToTORtoECL
40,SIA/OR/IND2/23821/2018,23821/363-IND2/04-2018,"Production of 2.43 KLD Mahua Flower Based Country Liquor Manufacturing Unit , Kakbhata Main Out Still Shop at Kakbhata, Tehsil- Lanjigarh, PS- Lanjigarh, Dist-Kalahandi",Orissa,Kalahandi,Lanjigarh,07 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,HARENDRA PRASAD SAHU,MoveToTORtoECL
41,SIA/OR/IND2/23818/2018,23818/362-IND2/04-2018,"Production of 1.62 KLD Mahua Flower Based Country Liquor Manufacturing Unit , Hariharpur Main Out Still Shop at Hariharpur, Tehsil- Lanjigarh, PS- Lanjigarh, Dist-Kalahandi",Orissa,Kalahandi,Lanjigarh,07 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,HARENDRA PRASAD SAHU,MoveToTORtoECL
42,SIA/OR/MIS/22987/2018,22987/01-MIS/04-2018,Development of Common Biomedical Treatment and Disposal Facility,Orissa,Ganjam,Digapahandi,07 Apr 2018,11 Jul 2018,INFRA-2,MEDIAID MARKETING SERVICES,TOR GrantedL
43,SIA/OR/IND2/23250/2018,23250/361-IND2/04-2018,BELPAHAR OS SHOP OF SRI SANTOSH KUMAR JAISWAL,Orissa,Jharsuguda,Lakhanpur,07 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,SANTOSH KUMAR JAISWAL,MoveToTORtoECL
44,SIA/OR/MIN/23191/2018,23191/1972-NCM/04-2018,Sidhua R/S Kadampada Sand Quarry,Orissa,Cuttack,Cuttack Sadar,06 Apr 2018, TOR Not Granted Yet,Non-Coal Mining,BIDYADHAR PATRA,MoveToTORtoECL
45,SIA/OR/MIN/23735/2018,23735/05-NCP-V/04-2018,"Joruri Iron Ore Mines (27.170 Ha), M/s Kalinga Mining Corporation for production of Iron ore up to 0.5 MTPA (ROM)” along with Crusher & Screen plants located at village(s) Jalahari, Tehsil - Barbil in the District- Keonjhar, Odisha",Orissa,Kendujhar,Barbil,06 Apr 2018,17 Sep 2019,Non-Coal Mining,Ashok Kumar Mohanty,TOR GrantedL
46,SIA/OR/NCP/23634/2018,23634/04-NCP-V/04-2018,Proposed fourteen blocks of (S+4) storey residential apartment and two storied clubcumsociety building of M/s. Trident properties Pvt. Ltd.,Orissa,Khordha,Khordha,06 Apr 2018, TOR Not Granted Yet,INFRA-1,TRIDENT PROPERTIES PRIVATE LIMITED,MoveToTORtoECL
47,SIA/OR/NCP/23686/2018,23686/03-NCP-V/04-2018,"Environment Clearance of proposed commercial building project of M/s Oorjita Projects Pvt. Ltd. at Rudrapur, Bhubaneswar",Orissa,Khordha,Khordha,06 Apr 2018, TOR Not Granted Yet,INFRA-1,OORJITA PROJECTS PRIVATE LIMITED,MoveToTORtoECL
48,SIA/OR/MIN/23607/2018,23607/02-MIN-V/04-2018,"Katasahi & Kolharudukela Manganese Ore Mines of Sri S.N. Paul for enhancement of production capacity of manganese ore from 3000 TPA to 18,000 TPA over an area of 9.7004 ha. At: Katasahi and Kolharudukela, Dist-Keonjhar, odisha",Orissa,Kendujhar,Barbil,05 Apr 2018,05 Nov 2019,Non-Coal Mining,SATYA NARAYAN PAUL,TOR GrantedL
49,SIA/OR/MIN/22367/2018,22367/1971-NCM/04-2018,Uteipur Sand Quarry,Orissa,Bhadrak,Dhamanagar,05 Apr 2018, TOR Not Granted Yet,Non-Coal Mining,BABULI MAJHI,MoveToTORtoECL
50,SIA/OR/MIN/23208/2018,To be assigned,Tangarhuda Sand Quarry,Orissa,Cuttack,Cuttack Sadar,04 Apr 2018, TOR Not Granted Yet,Non-Coal Mining,SMT RAJASHREE BEHERA,DelistedD
51,SIA/OR/MIN/23519/2018,To be assigned,Tangarhuda Sand Quarry,Orissa,Cuttack,Cuttack Sadar,04 Apr 2018, TOR Not Granted Yet,Non-Coal Mining,RAJASHREE BEHERA,DelistedD
52,SIA/OR/MIN/23514/2018,23514/1970-NCM/04-2018,Tangarhuda Sand Quarry,Orissa,Cuttack,Cuttack Sadar,04 Apr 2018, TOR Not Granted Yet,Non-Coal Mining,RAJASHREE BEHERA,MoveToTORtoECL
53,SIA/OR/IND2/23212/2018,23212/360-IND2/04-2018,Harabhanga O.S. Shop,Orissa,Boudh,Harbhanga,03 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI DANARDAN PARIDA,DelistedL
54,SIA/OR/IND2/23351/2018,23351/359-IND2/04-2018,Dhudhuriam O.S. Shop of Sri Jagdish Sahu,Orissa,Jharsuguda,Laikera,03 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,DHUDHURIAM OS SHOP,MoveToTORtoECL
55,SIA/OR/IND2/23325/2018,23325/358-IND2/04-2018,Kadamdihi O.S. Shop of Sri Satosh Kumar Jaiswal,Orissa,Jharsuguda,Lakhanpur,02 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,SANTOSH KUMAR JAISWAL,MoveToTORtoECL
56,SIA/OR/IND2/23324/2018,23324/357-IND2/04-2018,Lakhanpur O.S. Shop of Sri Satosh Kumar Jaiswal,Orissa,Jharsuguda,Lakhanpur,02 Apr 2018,21 Jul 2018,Industrial Projects - 2,SANTOSH KUMAR JAISWAL,TOR GrantedL
57,SIA/OR/IND2/23313/2018,23313/356-IND2/04-2018,Bahialisahi (Kosala) O.S. Shop of Sri Pranab Kumar Behera,Orissa,Angul,Chhendipada,02 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,PRANAB KUMAR BEHERA,MoveToTORtoECL
58,SIA/OR/IND2/23300/2018,23300/355-IND2/04-2018,Golabandh O.S. Shop of Sri Anjan Kumar Sahu,Orissa,Debagarh,Reamal,02 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,ANJAN KUMAR SAHOO,MoveToTORtoECL
59,SIA/OR/IND2/23286/2018,23286/354-IND2/04-2018,Ghantiposi (Chatiapali) O.S. Shop of Sri Anjan Kumar Sahoo,Orissa,Debagarh,Barkot,02 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,ANJAN KUMAR SAHOO,MoveToTORtoECL
60,SIA/OR/IND2/23282/2018,23282/353-IND2/04-2018,Bagedia OS Shop of Sri Anjan Kumar ahoo,Orissa,Angul,Chhendipada,02 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,ANJAN KUMAR SAHOO,MoveToTORtoECL
61,SIA/OR/IND2/23272/2018,23272/352-IND2/04-2018,"PRODUCTION OF 1.35 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, ASHREGAON MAIN O S LIQUOR SHOP AT - ASHREGAON, DIST. BOUDH",Orissa,Boudh,Kantamal,02 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,BHISMA BHOI,MoveToTORtoECL
62,SIA/OR/IND2/23270/2018,23270/351-IND2/04-2018,"PRODUCTION OF 1.080 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, GHANTAPADA MAIN O S LIQUOR SHOP AT- GHANTAPADA, DIST. - BOUDH",Orissa,Boudh,Kantamal,01 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,FAKIR MOHAN BEHERA,MoveToTORtoECL
63,SIA/OR/IND2/23269/2018,23269/350-IND2/04-2018,"PRODUCTION OF 0.540 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, MARDOLE MAIN O S LIQUOR SHOP AT- MARDOLE, DIST. - BOUDH",Orissa,Boudh,Kantamal,01 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,ASHISH KUMAR SAHU,MoveToTORtoECL
64,SIA/OR/IND2/23268/2018,23268/349-IND2/04-2018,"PRODUCTION OF 0.540 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, JHANKARPADA MAIN O S LIQUOR SHOP AT- JHANKARPADA, DIST. - BOUDH",Orissa,Boudh,Kantamal,01 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,LALIT KUMAR MEHER,MoveToTORtoECL
65,SIA/OR/IND2/23260/2018,23260/348-IND2/04-2018,"PRODUCTION OF 1.080 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, TALAPADAR MAIN O S LIQUOR SHOP AT- KURUMPADAR, DIST. - BOUDH",Orissa,Boudh,Kantamal,01 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,LALIT KUMAR MEHER,MoveToTORtoECL
66,SIA/OR/IND2/23267/2018,23267/347-IND2/04-2018,"PRODUCTION OF0.810KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, TUNDUMAL MAIN O S LIQUOR SHOP AT SINDURPUR, DIST. BOUDH",Orissa,Boudh,Kantamal,01 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,ASHISH KUMAR SAHU,MoveToTORtoECL
67,SIA/OR/IND2/23266/2018,23266/346-IND2/04-2018,"PRODUCTION OF0.810KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, GABJORE MAIN O S LIQUOR SHOP AT GABJORE, DIST. BOUDH",Orissa,Boudh,Kantamal,01 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,ASHISH KUMAR SAHU,MoveToTORtoECL
68,SIA/OR/IND2/23225/2018,23225/345-IND2/04-2018,"PRODUCTION OF 1.62 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, DEULI MAIN O S LIQUOR SHOP AT DEULI, DIST. BOUDH",Orissa,Boudh,Kantamal,01 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,ASHISH KUMAR SAHU,MoveToTORtoECL
69,SIA/OR/IND2/23265/2018,23265/344-IND2/04-2018,"PRODUCTION OF 0.540 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, NARAYAN PRASAD MAIN O S LIQUOR SHOP AT NARAYAN PRASAD, DIST. - BOUDH",Orissa,Boudh,Kantamal,01 Apr 2018, TOR Not Granted Yet,Industrial Projects - 2,MR KARUNAKR SAHU,MoveToTORtoECL
70,SIA/OR/IND2/23262/2018,23262/343-IND2/03-2018,"PRODUCTION OF 1.620 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, TAPARNA MAIN O S LIQUOR SHOP AT TAPARNA, DIST. - BOUDH",Orissa,Boudh,Kantamal,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,MR KARUNAKR SAHU,MoveToTORtoECL
71,SIA/OR/IND2/23252/2018,23252/342-IND2/03-2018,Lebeda O.S. Shop,Orissa,Balangir,Titlagarh,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RITESHSAHU,MoveToTORtoECL
72,SIA/OR/IND2/23240/2018,23240/341-IND2/03-2018,1080 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED RUPRA MAIN  O S SHOP,Orissa,Kalahandi,Narala,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,DURGA PRASAD SAHU,MoveToTORtoECL
73,SIA/OR/IND2/23162/2018,23162/340-IND2/03-2018,Laimura O.S. Shop,Orissa,Debagarh,Debagarh,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI BHIKARI CHARAN SAHU,MoveToTORtoECL
74,SIA/OR/IND2/23238/2018,23238/339-IND2/03-2018,810 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED NISHANPUR MAIN  O S SHOP,Orissa,Kalahandi,Lanjigarh,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,DURGA PRASAD SAHU,MoveToTORtoECL
75,SIA/OR/IND2/23236/2018,23236/338-IND2/03-2018,1350 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED KHAJURPADA MAIN  O S SHOP,Orissa,Kalahandi,Kesinga,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,DURGA PRASAD SAHU,MoveToTORtoECL
76,SIA/OR/IND2/23232/2018,23232/337-IND2/03-2018,810 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED HATIKHOJ MAIN  O S SHOP,Orissa,Kalahandi,Kesinga,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,DURGA PRASAD SAHU,MoveToTORtoECL
77,SIA/OR/IND2/23226/2018,23226/336-IND2/03-2018,810 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED TEMRA MAIN  O S SHOP,Orissa,Kalahandi,Kokasara,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,LAXMI NARAYAN MANMOHNLAL,MoveToTORtoECL
78,SIA/OR/IND2/23221/2018,23221/335-IND2/03-2018,1080 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED TARAPUR MAIN  O S SHOP,Orissa,Kalahandi,Dharamgarh,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,LAXMI NARAYAN MANMOHNLAL,MoveToTORtoECL
79,SIA/OR/IND2/23220/2018,23220/334-IND2/03-2018,1080 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED KHAMARHALDI MAIN  O S SHOP,Orissa,Kalahandi,Lanjigarh,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,LAXMI NARAYAN MANMOHNLAL,MoveToTORtoECL
80,SIA/OR/IND2/23219/2018,23219/333-IND2/03-2018,810 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED CHILGAON MAIN  O S SHOP,Orissa,Kalahandi,Lanjigarh,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,LAXMI NARAYAN MANMOHNLAL,MoveToTORtoECL
81,SIA/OR/IND2/23216/2018,23216/332-IND2/03-2018,810 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED THUAMUL RAMPUR MAIN  O S SHOP,Orissa,Kalahandi,Thuamul Rampur,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI JAGDISH PRASAD,MoveToTORtoECL
82,SIA/OR/IND2/23211/2018,23211/331-IND2/03-2018,810 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED SAISURNI MAIN OS SHOP,Orissa,Kalahandi,Thuamul Rampur,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI JAGDISH PRASAD,MoveToTORtoECL
83,SIA/OR/IND2/23198/2018,23198/330-IND2/03-2018,1620 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED BANER MAIN O S SHOP,Orissa,Kalahandi,Jayapatna,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI BHAGABAN SAHU,MoveToTORtoECL
84,SIA/OR/IND2/23182/2018,23182/329-IND2/03-2018,1620 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED BADAKUTRU MAIN  O S SHOP,Orissa,Kalahandi,Junagarh,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,KASINATH SAHU,MoveToTORtoECL
85,SIA/OR/IND2/23178/2018,23178/328-IND2/03-2018,1620 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED KALAMPUR MAIN O S SHOP,Orissa,Kalahandi,Kesinga,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,NIMAI KUMAR SAHOO,MoveToTORtoECL
86,SIA/OR/IND2/23170/2018,23170/327-IND2/03-2018,Kukurikani O.S. Shop,Orissa,Jharsuguda,Jharsuguda,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,GOPAL PRASAD SAHU,Rejected - Processed offlineL
87,SIA/OR/IND2/23168/2018,23168/326-IND2/03-2018,Nomiribeda OS Shop,Orissa,Angul,Palalahada,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI RABISANKAR SAHU,MoveToTORtoECL
88,SIA/OR/IND2/23167/2018,23167/325-IND2/03-2018,Routmara O S shop,Orissa,Debagarh,Debagarh,31 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI RABISANKAR SAHU,MoveToTORtoECL
