,proposal_no,file_no,proposal_name,state,district,tehsil,date_submission,tor_approval,project_category,company_proponent,status
11,SIA/OR/MIN/59913/2021,59913/100-MINB1/02-2021,"JAIPUR & NUAPADA MAHANADI PATHA SAND QUARRY OVER AN AREA 16.16 HA. KHATA NO- 703, 324, AT/PO- RAGHUNATHPUR, TAHASIL- RAGHUNATHPUR, DIST- JAGATSINGHPUR.",Orissa,Jagatsinghapur,Jagatsinghapur,08 Mar 2021,11 May 2021,Non-Coal Mining,TAHASILDAR RAGHUNATHPUR,TOR GrantedL
12,SIA/OR/MIN/61313/2021,61313/98-MINB1/02-2021,"Environmental Clearance for production Sand from Birupa River Sand Quarry, Bhairpur under Salipur Tehsil of Cuttack district, Odisha",Orissa,Cuttack,Salepur,08 Mar 2021,11 May 2021,Non-Coal Mining,M/S SAHU METALIKS PVT. LTD.,TOR GrantedL
13,SIA/OR/MIN/58697/2020,58697/101-MINB1/02-2021,"MADHYASASAN DEVI NADI SAND QUARRY- KHATA NO. 994 ,PLOTNO.53, AREA-5.99 HA IN MADHYASASAN VILLAGE, BIRIDI TAHASIL, JAGATSINGHPUR",Orissa,Jagatsinghapur,Jagatsinghapur,06 Mar 2021,11 May 2021,Non-Coal Mining,BIRIDI TAHASILDAR,TOR GrantedL
14,SIA/OR/MIN/61303/2021,61303/99-MINB1/02-2021,BABUPALI STONE QUARRY OVER AN AREA OF 8.35 HECTARES OR 20.63 ACRES  IN VILLAGE BABUPALI TAHASIL JUJOMURA UNDER SAMBALPUR DISTRICT,Orissa,Sambalpur,Jujomura,26 Feb 2021,11 May 2021,Non-Coal Mining,SRI MURARILAL AGRAWAL,TOR GrantedL
15,SIA/OR/MIN/60618/2021,60618/92-MINB1/02-2021,"Delanga Sand mining clusters on river Daya over an area of 14.63 Ha. or 36.17Acres (Including three lease area) under Delanga Tahasil of Puri District, Odisha for excavation of River Sand.",Orissa,Puri,Delanga,24 Feb 2021,11 May 2021,Non-Coal Mining,"TAHASILDAR,DELANGA",TOR GrantedL
16,SIA/OR/MIN/61167/2021,61167/94-MINB1/02-2021,"Mankidia ""Ka"" Sand Bed over an area of 20.00 acres or 8.093 hectares in village Mankidia under Jaleswar Tahasil of Balasore District of Odisha.",Orissa,Balasore,Jaleswar,24 Feb 2021,11 May 2021,Non-Coal Mining,SUSANTA KUMAR SAHOO,TOR GrantedL
17,SIA/OR/MIN/60755/2021,60755/93-MINB1/02-2021,"Gada beguniapada  Sand quarry lies on river Daya Over 5.06Ha. Or 12.50 Acres In Village Gada Beguniapada under Delanga Tahasil Of Puri District, Odisha for excavation of River Sand.",Orissa,Puri,Delanga,24 Feb 2021,11 May 2021,Non-Coal Mining,TAPAN KUMAR RAY,TOR GrantedL
18,SIA/OR/MIN/60951/2021,60951/87-MINB1/02-2021,PODALGUDA MORRUM QUARRY OVER ANA AREA OF 16.83 ACRES OR 6.81 HECTARES IN VILLAGE PODALGUDA TAHASIL NANDAHANDI UNDER NABARANGPUR DISTRICT ODISHA,Orissa,Nabarangpur,Chandahandi,23 Feb 2021,07 Apr 2021,Non-Coal Mining,SUBHRANSHU SEKHAR PADHI,TOR GrantedL
19,SIA/OR/MIN/60713/2021,60713/86-MINB1/02-2021,"Debgaon Cluster Sand Bed consisting of three Sand Sairat namely Debgaon Sand Bed over 11.303 Ha., Sainkula-Manicha Sand Bed over 4.993 Ha. and  Sainkula (Nathghat)  Sand Bed over 5.00 Ha.  under cluster approach over 21.296 ha. in Gopabandhunagar Tahasil of Mayurbhanj District, Odisha.",Orissa,Mayurbhanj,Khunta,22 Feb 2021,07 Apr 2021,Non-Coal Mining,TAHASILDAR GOPABANDHU NAGAR,TOR GrantedL
20,SIA/OR/CMIN/60890/2021,60890/96-MINB1/02-2021,"SUNATHAR STONE QUARRY CLUSTER (A,B,C)  OVER AN AREA OF 28.00 ACRES OR 11.331 HECTARES IN VILLAGE SUNATHAR UNDER PURUSHOTTAMPUR TAHASIL IN GANJAM DISTRICT",Orissa,Ganjam,Purusottampur,17 Feb 2021,11 May 2021,Coal Mining,GOPAL CHANDRA SAHU,TOR GrantedL
21,SIA/OR/MIN/60452/2021,60452/76-MINB1/02-2021,Dundughat-Baddundu cluster Sairat proposed leased out land over Ac. 51.89 Dec area or 21.000 Ha. In village bahalda under bahalda tahasil and in village badadundu of jamda tahasil of mayurbhanj district odisha.,Orissa,Mayurbhanj,Bahalda,14 Feb 2021,03 Apr 2021,Non-Coal Mining,TAHASILDAR BAHALDA,TOR GrantedL
22,SIA/OR/MIN/60800/2021,60800/91-MINB1/02-2021,"Environmental Clearaaitarini Sand Bed, Habaleswar under Hatadihi Tehsil in Keonjhar district, Odisha.",Orissa,Kendujhar,Nandipada,14 Feb 2021,11 May 2021,Non-Coal Mining,KRUSHNA CHANDRA SWAIN,TOR GrantedL
23,SIA/OR/MIN/60797/2021,60797/90-MINB1/02-2021,"Environmental Clearance for production of sand from Baitarini Sand Bed, Amrutpur under Hatadihi Tehsil in Keonjhar district, Odisha.",Orissa,Kendujhar,Nandipada,13 Feb 2021,11 May 2021,Non-Coal Mining,SRI PRADEEP BISWAL,TOR GrantedL
24,SIA/OR/CMIN/60795/2021,60795/75-MINB1/02-2021,"REMAL SAND BED, DARADIPAL OVER AN AREA OF 12.50 ACRES OR 5.06 HECTARES IN MOUZA  KATHAPAL & DARADIPAL OF TAHASIL GHASIPURA UNDER KEONJHAR DISTRICT",Orissa,Kendujhar,Ghasipura,13 Feb 2021,03 Apr 2021,Coal Mining,SRI HRUSHIKESHA JENA,TOR GrantedL
25,SIA/OR/MIN/60794/2021,60794/77-MINB1/02-2021,"REMAL SAND BED, KHAILO OVER AN AREA OF 12.50 ACRES OR 5.06 HECTARES IN MOUZA KHAILO OF TAHASIL GHASIPURA  UNDER KEONJHAR DISTRICT",Orissa,Kendujhar,Ghasipura,13 Feb 2021,03 Apr 2021,Non-Coal Mining,SRI HRUSHIKESHA JENA,TOR GrantedL
26,SIA/OR/MIN/60726/2021,60726/74-MINB1/02-2021,"Jayapur-Baradihi & Chheliabeda Cluster Sand Bed consisting of two area Jayapur-Baradihi over 3.237 Ha. Chheliabeda Sand Bed over 5.115 Ha..  Under cluster approach over 8.352 ha. in Gopabandhunagar Tahasil of Mayurbhanj District, Odisha.",Orissa,Mayurbhanj,Khunta,12 Feb 2021,03 Apr 2021,Non-Coal Mining,TAHASILDAR GOPABANDHU NAGAR,TOR GrantedL
27,SIA/OR/MIN/60518/2021,60518/73-MINB1/02-2021,"ADHAPATI PAIKANADI SAND SAIRAT, KHATA NO.278,PLOTNO.1, ADHAPATI VILLAGE, TIRTOL TAHASIL, JAGATSINGHPUR DISTRICT",Orissa,Jagatsinghapur,Tirtol,10 Feb 2021,03 Apr 2021,Non-Coal Mining,HARAPRASAD SENAPATI,TOR GrantedL
28,SIA/OR/MIN/58823/2020,58823/89-MINB1/12-2020,"SANAWAUBARI DEVI SAND QUARRY,PLOTNO.306,307&311,AT-  SANAWAUBARI , TAHASIL-  BIRIDI, DIST- JAGATSINGHPUR.",Orissa,Jagatsinghapur,Jagatsinghapur,10 Feb 2021,11 May 2021,Non-Coal Mining,TAHASILDAR BIRIDI,TOR GrantedL
29,SIA/OR/MIN/58690/2020,58690/88-MINB1/02-2021,"CHASIKHANDA BILUAKHAI NADI SAND QUARRY- KHATA NO. 712 ,PLOTNO.157,  10.117 HA AT- CHASIKHANDA, BIRIDI TAHASIL, JAGATSINGHPUR DISTRICT",Orissa,Jagatsinghapur,Jagatsinghapur,10 Feb 2021,11 May 2021,Non-Coal Mining,TAHASILDAR BIRIDI,TOR GrantedL
30,SIA/OR/MIN/58824/2020,58824/97-MINB1/02-2021,"ALANA-2 DEVI RIVER SAND QUARRY,PLOT NO.2(P),117(P), 5.66HA.  AT- ALANA-2, TAHASIL- NAUGAON, DIST-  JAGATSINGHPUR",Orissa,Jagatsinghapur,Naugaon,10 Feb 2021,11 May 2021,Non-Coal Mining,TAHASILDAR NAUGAON,TOR GrantedL
31,SIA/OR/MIN/60636/2021,60636/72-MINB1/02-2021,"SUNDARPUR STONE QUARRY, KHATA NO: 1469, PLOT NO: 10609/A  AT: SUNDARPUR, TAHASIL: CHHATRAPUR, DIST: GANJAM",Orissa,Ganjam,Chhatrapur,08 Feb 2021,03 Apr 2021,Non-Coal Mining,TAHASILDAR CHHATRAPUR,TOR GrantedL
32,SIA/OR/MIN/60594/2021,60594/71-MINB1/02-2021,"Govindanagar I Stone Quarry over an area of 8.252 ha in village Govindanagar under Chikiti Tehsil in Ganjam district, Odisha.",Orissa,Ganjam,Golanthara,08 Feb 2021,03 Apr 2021,Non-Coal Mining,MIHIR PRASAD CHOUDHURY,TOR GrantedL
33,SIA/OR/MIN/60071/2021,60071/66-MINB1/01-2021,"Dargula Sand Bed Cluster (2 lease) on river Angi over an area of Area 6.69 Ha in village Dargula, under Dabugaon Tahasil of Nabarangpur District, Odisha.",Orissa,Nabarangpur,Dabugan,05 Feb 2021,22 Mar 2021,Non-Coal Mining,"TAHASILDAR, DABUGAON",TOR GrantedL
34,SIA/OR/MIN/60027/2021,60027/65-MINB1/01-2021,"Badaoolma Sand Mining cluster Consisting of 3 sand quarries on river Angi Over 9.383 Ha. Or 23.2 Acres (Including three lease area) In Village Badaoolma under Dabugaon Tahasil Of Nabarangpur District, Odisha for excavation of River Sand.",Orissa,Nabarangpur,Dabugan,05 Feb 2021,22 Mar 2021,Non-Coal Mining,"TAHASILDAR, DABUGAON",TOR GrantedL
35,SIA/OR/MIN/60061/2021,60061/64-MINB1/01-2021,"Menjor Stone mines Cluster Consisting of 5 quarries over an area of Area 10.693 Ha in village Menjor, under Dabugaon Tahasil of Nabarangpur District, Odisha.",Orissa,Nabarangpur,Dabugan,05 Feb 2021,22 Mar 2021,Non-Coal Mining,"TAHASILDAR, DABUGAON",TOR GrantedL
36,SIA/OR/MIN/59702/2021,59702/63-MINB1/01-2021,"Krushnachandrapur.Cluster Hillock Stone Mines deposit over an area of 17.18 Ha. Or 42.44 Acres  located in Village: Krushnachandrapur, Tahasil: Banarpal Dist: Angul, Odisha (7 nos indivisual mines)",Orissa,Anugul,Banarpal,05 Feb 2021,22 Mar 2021,Non-Coal Mining,"TAHASILDAR, BANARPAL",TOR GrantedL
37,SIA/OR/MIN/60333/2021,60333/70-MINB1/01-2021,"Hazaridanga Stone Quarry (I to VIII) submitted under cluster approach over a cluster area of 11.938 Ha. / 29.49 Ac. in village – Hazaridanga, Tahasil – Kolnara in District - Rayagada, Odisha",Orissa,Rayagada,Rayagada,04 Feb 2021,03 Apr 2021,Non-Coal Mining,TAHSILDAR KOLNARA,TOR GrantedL
38,SIA/OR/MIN/60220/2021,To be assigned,Semelia Stoe Quarry over an area of 10.117 ha under lakhanpur tahasil of jharsuguda district odisha,Orissa,Jharsuguda,Lakhanpur,27 Jan 2021, TOR Not Granted Yet,Non-Coal Mining,MAA PRITHIVII TRADERS,DelistedD
39,SIA/OR/MIN/59985/2021,To be assigned,Semelia stone quarry over an area of 10.117 Ha under Lakhanpur tahasil of jharsuguda district Odisha,Orissa,Jharsuguda,Lakhanpur,26 Jan 2021, TOR Not Granted Yet,Non-Coal Mining,GOPAL KHAMARI,DelistedD
40,SIA/OR/MIN/60167/2021,60167/69-MINB1/01-2021,"Ramial River Sand, Baligorad is a sand mining project over an area of 13.43acres/ 5.435 Ha. located in village - Baligorad, Tahasil - Kamakhyanagar in District - Dhenkanal of Odisha",Orissa,Dhenkanal,Kamakshyanagar,25 Jan 2021,22 Mar 2021,Non-Coal Mining,TAHASILDAR KAMAKHYANAGAR,TOR GrantedL
41,SIA/OR/MIN/60165/2021,60165/68-MINB1/01-2021,"Brahmani River Sand, Goradia is a sand mining project over an area of 15.00 acres/ 6.07 Ha. located in village - Goradia, Tahasil - Kamakhyanagar in District - Dhenkanal of Odisha",Orissa,Dhenkanal,Kamakshyanagar,25 Jan 2021,22 Mar 2021,Non-Coal Mining,TAHASILDAR KAMAKHYANAGAR,TOR GrantedL
42,SIA/OR/MIN/60163/2021,60163/67-MINB1/01-2021,"Baruan Sand quarry is a sand mining project over an area of 12.50 acres/ 5.06 Ha. located in village - Baruan, Tahasil - Kamakhyanagar in District - Dhenkanal of Odisha",Orissa,Dhenkanal,Kamakshyanagar,25 Jan 2021,22 Mar 2021,Non-Coal Mining,TAHASILDAR KAMAKHYANAGAR,TOR GrantedL
43,SIA/OR/MIN/60144/2021,To be assigned,"Govindanagar Stone Quarries cluster over an area of 17.177 Ha in village Govindanagar, under Chikiti Tahasil of Ganjam District, Odisha. (Cluster Approach)",Orissa,Ganjam,Golanthara,23 Jan 2021, TOR Not Granted Yet,Non-Coal Mining,MIHIR PRASAD CHOUDHURY,DelistedL
44,SIA/OR/MIN/59816/2021,59816/44-NCMB1/01-2021,Raikela and Tantra Iron Mine,Orissa,Sundargarh,Koida,21 Jan 2021,17 Feb 2021,Non-Coal Mining,M/S PENGUIN TRADING AND AGENCIES LTD,TOR GrantedL
45,SIA/OR/MIN/59873/2021,59873/62-MINB1/01-2021,"BODALUNDI STONE QUARRY KHATA NO- 67, PLOT NO- 523 AT- BODALUNDI, TAHASIL- SHERAGADA, DIST- GANJAM",Orissa,Ganjam,Hinjili,19 Jan 2021,17 Feb 2021,Non-Coal Mining,SUNIL KUMAR SAHU,TOR GrantedL
46,SIA/OR/MIN/59914/2021,59914/57-MINB1/01-2021,"Baitarini River Sand Bed over an area of 8.62 ha in Village Jambhara under Hatadihi Tahsil in Keonjhar district,Odisha.",Orissa,Kendujhar,Nandipada,17 Jan 2021,28 Feb 2021,Non-Coal Mining,GURUBRATA KHANDAI,TOR GrantedL
47,SIA/OR/MIN/59663/2021,59663/61-MINB1/01-2021,"Kalyanpur-A and B Sand Bed Mines cluster on river Kuakhai over an area of 34.475 Ha in village Kalyanpur, under Bhubaneswar Tahasil of Khordha District, Odisha.",Orissa,Khordha,Bhubaneswar,16 Jan 2021,07 Jun 2021,Non-Coal Mining,"TAHASILDAR, BHUBANESWAR",TOR GrantedL
48,SIA/OR/IND2/59871/2021,59871/98-IND2/01-2021,Establishment of 45.0 KLD grain based distillery alongwith 1.5 MW Power Plant,Orissa,Bargarh,Bijepur,14 Jan 2021,03 Jun 2021,Industrial Projects - 2,BARGARH BIO FUELS DEVELOPMENT FOUNDATION,TOR GrantedL
49,SIA/OR/MIN/59606/2021,59606/52-MINB1/01-2021,KIRLA SAND BED OVER AN AREA OF 10.117 HECTARES IN VILLAGE KIRLA UNDER KANTAMAL TAHASIL OF BOUDH DISTRICT,Orissa,Boudh,Kantamal,03 Jan 2021,28 Feb 2021,Non-Coal Mining,SRI PRAKASH CHANDRA MEHER,TOR GrantedL
50,SIA/OR/MIN/59509/2020,To be assigned,Balanda Stone Quarry,Orissa,Sundargarh,Lathikata,31 Dec 2020, TOR Not Granted Yet,Non-Coal Mining,PREM KUMAR SAHU.,DelistedD
51,SIA/OR/MIN/59407/2020,59407/55-MINB1/12-2020,"Baitarani Sand Bed mine on Baitarani river over an area of 5.058 Ha/12.50 Acre in village Tampo, under Ghasipura Tahasil of Keonjhar District, Odisha.",Orissa,Kendujhar,Ghasipura,31 Dec 2020,28 Feb 2021,Non-Coal Mining,SRI HRUSHIKESH JENA,TOR GrantedL
52,SIA/OR/MIN/59477/2020,59477/54-MINB1/12-2020,"Baitarini River Sand Bed over an area of 8.284 ha in Village Anandapur under Anandapur Tahsil in Keonjhar district,Odisha.",Orissa,Kendujhar,Anandapur,30 Dec 2020,28 Feb 2021,Non-Coal Mining,MANAS KUMAR BARIK,TOR GrantedL
53,SIA/OR/MIN/59349/2020,59349/53-MINB1/12-2020,"Raichanda Sand Bed mine on river Brahmani over an area of 8.093 Ha or 20.00 Acre in village Raichanda, under Dharmasala Tahasil of Jajpur District, Odisha.",Orissa,Jajpur,Dharmasala,24 Dec 2020,28 Feb 2021,Non-Coal Mining,SRI SRIBASH JENA,TOR GrantedL
54,SIA/OR/IND2/59339/2020,59339/99-IND2/12-2020,Environmental Clearance for production of 2.970 KLD of country liquor from the manufacturing unit of Rajgangpur OS Shop.,Orissa,Sundargarh,Rajagangapur,22 Dec 2020,30 Mar 2021,Industrial Projects - 2,BIJAY KUMAR PERUA,TOR GrantedL
55,SIA/OR/MIN/58510/2020,58510/49-MINB1/11-2020,"Kulei Sand Quarry of Tahasildar,Parjang  over a mining lease area of 50.00 acres/ 20.234 Ha. located in village - Kulei, Tahasil - Parjang in District – Dhenkanal",Orissa,Dhenkanal,Parajang,19 Dec 2020,28 Feb 2021,Non-Coal Mining,TAHSILDAR PARJANG,TOR GrantedL
56,SIA/OR/MIN/58709/2020,58709/45-NCMB1/12-2020,"Gonua Iron Ore Mine of M/s JSW Steel Ltd for production of 2.99 MTPA (ROM) of Iron ore with total excavation of 3.4086 MTPA (ROM 2.99 MTPA + OB/SB/IB 0.4186 MTPA) along with screening, crushing, 1000 TPH Central processing unit (CPU) in lease area of 88.516 ha (As per DGPS) / 86.886 ha (As per ROR) in Villages Ganua and Patabeda, Tehsil Koira, District Sundargarh, Odisha State",Orissa,Sundargarh,Koida,18 Dec 2020,16 Jul 2021,Non-Coal Mining,JSW STEEL LTD,TOR GrantedL
57,SIA/OR/MIN/58643/2020,58643/51-MINB1/12-2020,"Ramial River Sand, Lokanathpur Sasan, over an area of 14.19 acres/ 5.742 Ha. located in village - Lokanathpur Sasan, Tahasil - Kamakhyanagar in District - Dhenkanal of Odisha",Orissa,Dhenkanal,Kamakshyanagar,17 Dec 2020,28 Feb 2021,Non-Coal Mining,TAHASILDAR KAMAKHYANAGAR,TOR GrantedL
58,SIA/OR/MIN/59078/2020,59078/50-MINB1/12-2020,"Environmental Clearance for  Dubula Stone Quarry, Mouza Dubula, PS- Tarabha,Dist- Subarnpur, Hold No 251 Plot No: 1370 over an area of 13.00Acre(5.2611 Ha) of Sri Narottam Mohanty, Plot no 272,Kharvela Nagara,Unit-3 Dist:Khurda,Bhubaneswar",Orissa,Sonapur,Tarbha,11 Dec 2020,28 Feb 2021,Non-Coal Mining,NAROTTAM MOHANTY,TOR GrantedL
59,SIA/OR/MIN/59072/2020,To be assigned,"Environmental Clearance for Enhancement in production capacity from 80,000 TPA to 3,00,135 TPA of Iron ore with Opencast Semi-Mechanized Mining Method  Over Nayagarh Iron Ore Mines(ML Area 24.570 ha) of Sri K.C Pradhan at village Nayagarh Dist Keonjhar,,Odisha: Regarding ToRs",Orissa,Sonapur,Tarbha,11 Dec 2020, TOR Not Granted Yet,Non-Coal Mining,NAROTTAM MOHANTY,DelistedL
60,SIA/OR/MIN/57607/2020,57607/41-MINB1/10-2020,"Environmental Clearance of Proposed Roida-II Iron Ore Mining project located at Village - Tanto & Sidhhamath RF, Taluka - Barbil, District - Keonjhar (Odisha).",Orissa,Kendujhar,Barbil,10 Dec 2020,05 Apr 2021,Non-Coal Mining,NARBHERAM POWER AND STEEL PRIVATE LIMITED,TOR GrantedL
61,SIA/OR/MIN/58817/2020,To be assigned,"Kalyanpur-A Sand Bed Mines on river Kuakhai over an area of 14.261 Ha or 35.24 Acres (Cluster Area 34.475 Ha)  in village Kalyanpur-A, under Bhubaneswar Tahasil of Khordha District, Odisha.",Orissa,Khordha,Bhubaneswar,03 Dec 2020, TOR Not Granted Yet,Non-Coal Mining,MINAKSHI PRADHAN,DelistedD
62,SIA/OR/MIN/58809/2020,To be assigned,"Kalyanpur-B Sand Bed Mine on river Kuakhai over an area of 20.214 Ha or 49.948 Acres (Cluster Area 34.475 Ha) at Kalyanpur village under Bhubaneswar tahasil of Khordha district, Odisha.",Orissa,Khordha,Bhubaneswar,02 Dec 2020, TOR Not Granted Yet,Non-Coal Mining,SARAT BEHERA,DelistedD
63,SIA/OR/IND3/58793/2020,To be assigned,3.792 KLD PRODUCTION CAPACITY OF MAHUA FLOWER BASED COUNTRY LIQUOR AT POLASARA OUT STILL SHOP IN HATIBADI MOUZA OF POLASARA TAHASIL UNDER GANJAM DISTRICT ODISHA,Orissa,Ganjam,Purusottampur,01 Dec 2020, TOR Not Granted Yet,Industrial Projects - 3,ARDHENDU SUNDAR SAHU,DelistedD
64,SIA/OR/IND3/58769/2020,To be assigned,Establishment of 45.0 KLD grain based distillery alongwith 1.5 MW Power Plant,Orissa,Bargarh,Bijepur,01 Dec 2020, TOR Not Granted Yet,Industrial Projects - 3,BARGARH BIO FUELS DEVELOPMENT FOUNDATION,DelistedD
65,SIA/OR/MIN/58642/2020,58642/48-MINB1/11-2020,"Brahmani River Sand Quarry, Talajhagadapda over an area of 12.50 Ac./ 5.06 Ha. located at Talajhagadapda village of Kamakhyanagar Tahasil in district of Dhenkanal of State Odisha.",Orissa,Dhenkanal,Kamakshyanagar,27 Nov 2020,18 Jan 2021,Non-Coal Mining,TAHASILDAR KAMAKHYANAGAR,TOR GrantedL
66,SIA/OR/MIN/58641/2020,58641/47-MINB1/11-2020,"Kantio-Putasahi Sand Quarry is a sand mining project over an area of 12.50 acres/ 5.06 Ha. located in village - Kantio-Putasahi, Tahasil - Kamakhyanagar in District - Dhenkanal of Odisha",Orissa,Dhenkanal,Kamakshyanagar,27 Nov 2020,18 Jan 2021,Non-Coal Mining,TAHASILDAR KAMAKHYANAGAR,TOR GrantedL
67,SIA/OR/NCP/58534/2020,58534/30-MIS/11-2020,Residential Colony Project,Orissa,Khordha,Khordha,23 Nov 2020,26 Feb 2021,INFRA-1,D.N HOMES PVT. LTD.,TOR GrantedL
68,SIA/OR/MIN/58509/2020,58509/46-MINB1/11-2020,"Brahmani River Sand Quarry, Panigengutia of Tahasildar,Parjang  over a mining lease area of 13.98 acres/ 5.66 Ha. located in village - Panigengutia, Tahasil - Parjang in District – Dhenkanal",Orissa,Dhenkanal,Parajang,23 Nov 2020,18 Jan 2021,Non-Coal Mining,TAHSILDAR PARJANG,TOR GrantedL
69,SIA/OR/MIN/58504/2020,58504/45-MINB1/11-2020,"Brahmani River Sand Quarry, Jatia of Tahasildar,Parjang over a mining lease area of 14.94 acres/ 6.046 Ha. located in Village - Jatia, Tahasil - Parjang in District - Dhenkanal",Orissa,Dhenkanal,Parajang,23 Nov 2020,18 Jan 2021,Non-Coal Mining,TAHSILDAR PARJANG,TOR GrantedL
70,SIA/OR/MIN/58189/2020,To be assigned,Betakholi Sand Quarry in village Betakholi under Bhapur Tahasil of Nayagarh District,Orissa,Nayagarh,Khandapada,23 Nov 2020, TOR Not Granted Yet,Non-Coal Mining,SRI BENUDHAR PRADHAN,DelistedD
71,SIA/OR/NCP/58512/2020,To be assigned,Residential Colony project,Orissa,Khordha,Khordha,22 Nov 2020, TOR Not Granted Yet,INFRA-1,D.N HOMES PVT. LTD.,DelistedL
72,SIA/OR/MIN/58503/2020,58503/56-MINB1/11-2020,GUNUPUR SAND BED - I OVER AN AREA OF 15.00 ACRES OR 6.070 HECTARES IN MOUZA GUNUPUR OF TAHASIL GUNUPUR UNDER RAYAGADA DISTRICT,Orissa,Rayagada,Gunupur,21 Nov 2020,28 Feb 2021,Non-Coal Mining,J. VENKATE RAO,TOR GrantedL
73,SIA/OR/MIN/58313/2020,58313/44-MINB1/11-2020,"Gunupur Sand Bed - II over an area 5.261 Ha. or 13.00 Ac. in Village- Gunupur, Tahasil- Gunupur, District- Rayagada",Orissa,Rayagada,Gunupur,13 Nov 2020,18 Jan 2021,Non-Coal Mining,TAHSILDAR GUNUPUR,TOR GrantedL
74,SIA/OR/MIN/58093/2020,To be assigned,"Jururi Iron Ore Mine over an area of 73.413 Ha in villages Jalahari, Khandbandha and Jarali of Keonjhar District, Odisha of M/s Jagat janani services pvt. Ltd.",Orissa,Kendujhar,Barbil,04 Nov 2020, TOR Not Granted Yet,Non-Coal Mining,JAGAT JANANI SERVICES PVT. LTD.,DelistedD
