,proposal_no,file_no,proposal_name,state,district,tehsil,date_submission,tor_approval,project_category,company_proponent,status
12,SIA/OR/IND2/22721/2018,22721/300-IND2/03-2018,Begerensilet O.S. Shop,Orissa,Balangir,Kantabanji,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,BINOD KUMAR GUPTA,MoveToTORtoECL
13,SIA/OR/IND2/22719/2018,22719/299-IND2/03-2018,Tusura NAC O.S. Shop,Orissa,Balangir,Tushura,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,BHOLANATH SAHOO,MoveToTORtoECL
14,SIA/OR/IND2/22717/2018,22717/298-IND2/03-2018,Bibina O.S. Shop,Orissa,Balangir,Saintala,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,BHOLANATH SAHOO,MoveToTORtoECL
15,SIA/OR/IND2/22716/2018,22716/297-IND2/03-2018,Bhadra O.S. Shop,Orissa,Balangir,Saintala,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,BHOLANATH SAHOO,MoveToTORtoECL
16,SIA/OR/IND2/22715/2018,22715/296-IND2/03-2018,Sinkhaman O.S. Shop,Orissa,Balangir,Balangir,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,ANIL KUMAR SAHU AND RAM MURTY PRASAD,MoveToTORtoECL
17,SIA/OR/IND2/22714/2018,22714/295-IND2/03-2018,Sauntpur O.S. Shop,Orissa,Balangir,Balangir,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,ANIL KUMAR SAHU AND RAM MURTY PRASAD,MoveToTORtoECL
18,SIA/OR/IND2/22713/2018,22713/294-IND2/03-2018,Salebhata O.S. Shop,Orissa,Balangir,Loisinga,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,ANIL KUMAR SAHU AND RAM MURTY PRASAD,MoveToTORtoECL
19,SIA/OR/IND2/22712/2018,22712/293-IND2/03-2018,Bubel O.S. Shop,Orissa,Balangir,Balangir,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,ANIL KUMAR SAHU AND RAM MURTY PRASAD,MoveToTORtoECL
20,SIA/OR/IND2/22702/2018,22702/292-IND2/03-2018,Pandren O.S. Shop,Orissa,Balangir,Loisinga,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,ANIL KUMAR SAHU AND RAM MURTY PRASAD,MoveToTORtoECL
21,SIA/OR/IND2/22701/2018,22701/291-IND2/03-2018,Loisingha O.S. Shop,Orissa,Balangir,Balangir,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,ANIL KUMAR SAHU AND RAM MURTY PRASAD,MoveToTORtoECL
22,SIA/OR/IND2/22700/2018,22700/290-IND2/03-2018,Bolangir Municipality O.S. Shop,Orissa,Balangir,Balangir,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,ANIL KUMAR SAHU AND RAM MURTY PRASAD,MoveToTORtoECL
23,SIA/OR/IND2/22673/2018,22673/289-IND2/03-2018,Sindheikela O.S. Shop,Orissa,Balangir,Kantabanji,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RITESHSAHU,MoveToTORtoECL
24,SIA/OR/IND2/22672/2018,22672/288-IND2/03-2018,Siker O.S. Shop,Orissa,Balangir,Titlagarh,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RITESHSAHU,MoveToTORtoECL
25,SIA/OR/IND2/22671/2018,22671/287-IND2/03-2018,Rangabahali O.S. Shop,Orissa,Balangir,Titlagarh,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RITESHSAHU,MoveToTORtoECL
26,SIA/OR/IND2/22670/2018,22670/286-IND2/03-2018,Pendrapadar O.S. Shop,Orissa,Balangir,Titlagarh,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RITESHSAHU,MoveToTORtoECL
27,SIA/OR/IND2/22683/2018,22683/285-IND2/03-2018,Sukha O.S. Shop,Orissa,Sonapur,Rampur,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,UMA SANKAR PRASAD,MoveToTORtoECL
28,SIA/OR/IND2/22682/2018,22682/284-IND2/03-2018,Khuntpali O.S. Shop,Orissa,Sonapur,Rampur,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,UMA SANKAR PRASAD,MoveToTORtoECL
29,SIA/OR/IND2/22681/2018,22681/283-IND2/03-2018,Gidmal O.S. Shop,Orissa,Sonapur,Rampur,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,UMA SANKAR PRASAD,MoveToTORtoECL
30,SIA/OR/IND2/22680/2018,22680/282-IND2/03-2018,Digsira O.S. Shop,Orissa,Sonapur,Rampur,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,UMA SANKAR PRASAD,MoveToTORtoECL
31,SIA/OR/IND2/22690/2018,22690/279-IND2/03-2018,Rajanpali O.S. Shop,Orissa,Boudh,Baudh Sadar,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RAJOO PRASAD,MoveToTORtoECL
32,SIA/OR/IND2/22689/2018,22689/281-IND2/03-2018,Polsagora O.S. Shop,Orissa,Boudh,Kantamal,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RAJOO PRASAD,MoveToTORtoECL
33,SIA/OR/IND2/22688/2018,22688/280-IND2/03-2018,Khajuripada O.S. Shop,Orissa,Boudh,Harbhanga,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RAJOO PRASAD,MoveToTORtoECL
34,SIA/OR/IND2/22687/2018,22687/278-IND2/03-2018,Badhiagaon O.S. Shop,Orissa,Boudh,Baudh Sadar,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RAJOO PRASAD,MoveToTORtoECL
35,SIA/OR/IND2/22686/2018,22686/277-IND2/03-2018,Tileswar O.S. Shop,Orissa,Boudh,Harbhanga,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RAJESH PRASAD,MoveToTORtoECL
36,SIA/OR/IND2/22685/2018,22685/276-IND2/03-2018,Sangrampur O.S. Shop,Orissa,Boudh,Baudh Sadar,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RAJESH PRASAD,MoveToTORtoECL
37,SIA/OR/IND2/22684/2018,22684/275-IND2/03-2018,Charichhak O.S. Shop,Orissa,Boudh,Harbhanga,27 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RAJESH PRASAD,MoveToTORtoECL
38,SIA/OR/IND2/22679/2018,22679/274-IND2/03-2018,Janhapank O.S. Shop,Orissa,Boudh,Baudh Sadar,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,AVINASH ANAND,MoveToTORtoECL
39,SIA/OR/IND2/22678/2018,22678/273-IND2/03-2018,Ambadali O.S. Shop,Orissa,Mayurbhanj,Barsahi,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,AVINASH ANAND,MoveToTORtoECL
40,SIA/OR/IND2/22677/2018,22677/272-IND2/03-2018,Thakurmunda O.S. Shop,Orissa,Mayurbhanj,Thakurmunda,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RITESHSAHU,DelistedL
41,SIA/OR/IND2/22676/2018,22676/271-IND2/03-2018,Bhursani O.S. Shop,Orissa,Mayurbhanj,Jharpokharia,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RITESHSAHU,MoveToTORtoECL
42,SIA/OR/IND2/22674/2018,22674/270-IND2/03-2018,Banakati O.S. Shop,Orissa,Mayurbhanj,Bangiriposi,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RITESHSAHU,DelistedL
43,SIA/OR/IND2/22669/2018,22669/269-IND2/03-2018,Jharbahali O.S. Shop,Orissa,Balangir,Saintala,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RITESHSAHU,MoveToTORtoECL
44,SIA/OR/IND2/22668/2018,22668/268-IND2/03-2018,Haldi O.S. Shop,Orissa,Balangir,Titlagarh,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RITESHSAHU,MoveToTORtoECL
45,SIA/OR/IND2/22665/2018,22665/267-IND2/03-2018,Gudighat O.S. Shop,Orissa,Balangir,Saintala,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RITESHSAHU,MoveToTORtoECL
46,SIA/OR/IND2/22570/2018,22570/266-IND2/03-2018,Kuchinda O.S. Shop,Orissa,Sambalpur,Kochinda,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,DINESH PR SAHU,MoveToTORtoECL
47,SIA/OR/IND2/22650/2018,22650/265-IND2/03-2018,Patora O.S. Shop,Orissa,Nuapada,Nuapada,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RITESHSAHU,MoveToTORtoECL
48,SIA/OR/IND2/22649/2018,22649/264-IND2/03-2018,Nuapada O.S. Shop,Orissa,Nuapada,Nuapada,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RITESHSAHU,MoveToTORtoECL
49,SIA/OR/IND2/22648/2018,22648/263-IND2/03-2018,Malivata O.S. Shop,Orissa,Nuapada,Nuapada,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RITESHSAHU,MoveToTORtoECL
50,SIA/OR/IND2/22646/2018,22646/262-IND2/03-2018,Kurumpuri O.S. Shop,Orissa,Nuapada,Komana,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RITESHSAHU,MoveToTORtoECL
51,SIA/OR/IND2/22644/2018,22644/261-IND2/03-2018,Komna O.S. Shop,Orissa,Nuapada,Komana,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,RITESHSAHU,MoveToTORtoECL
52,SIA/OR/IND2/22641/2018,22641/260-IND2/03-2018,Parkod O.S. Shop,Orissa,Nuapada,Nuapada,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,GOPALPRASAD,MoveToTORtoECL
53,SIA/OR/IND2/22636/2018,22636/259-IND2/03-2018,Nuadihi O.S. Shop,Orissa,Nuapada,Khariar,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,GOPALPRASAD,MoveToTORtoECL
54,SIA/OR/IND2/22635/2018,22635/258-IND2/03-2018,Lakhna O.S. Shop,Orissa,Nuapada,Nuapada,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,GOPALPRASAD,MoveToTORtoECL
55,SIA/OR/IND2/22630/2018,22630/257-IND2/03-2018,Kodameri O.S. Shop,Orissa,Nuapada,Nuapada,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,GOPALPRASAD,MoveToTORtoECL
56,SIA/OR/IND2/22629/2018,22629/256-IND2/03-2018,Risigaon O.S. Shop,Orissa,Nuapada,Khariar,26 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,ANIL KUMAR SAHU,MoveToTORtoECL
57,SIA/OR/IND2/22627/2018,22627/255-IND2/03-2018,Khaliapani O.S. Shop,Orissa,Nuapada,Nuapada,25 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,GOPALPRASAD,MoveToTORtoECL
58,SIA/OR/IND2/22626/2018,22626/254-IND2/03-2018,Palma O.S. Shop,Orissa,Nuapada,Khariar,25 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,ANIL KUMAR SAHU,MoveToTORtoECL
59,SIA/OR/IND2/22619/2018,To be assigned,Gadramunda O.S. Shop,Orissa,Nuapada,Khariar,25 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,ANIL KUMAR SAHU,DelistedL
60,SIA/OR/IND2/22617/2018,22617/253-IND2/03-2018,Telenpali O.S. Shop,Orissa,Jharsuguda,Lakhanpur,25 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,GOPAL PRASAD SAHU,Rejected - Processed offlineL
61,SIA/OR/IND2/22614/2018,22614/252-IND2/03-2018,Rajpur O.S. Shop,Orissa,Jharsuguda,Jharsuguda,25 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,GOPAL PRASAD SAHU,Rejected - Processed offlineL
62,SIA/OR/IND2/22613/2018,22613/251-IND2/03-2018,Karpabahal O.S. Shop,Orissa,Jharsuguda,Lakhanpur,25 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,GOPAL PRASAD SAHU,DelistedL
63,SIA/OR/IND2/22591/2018,22591/250-IND2/03-2018,Ambapali O.S. Shop,Orissa,Bargarh,Bargarh,23 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SUNILKUMAR,MoveToTORtoECL
64,SIA/OR/IND2/22588/2018,22588/249-IND2/03-2018,Siriapali O.S. Shop,Orissa,Jharsuguda,Kolabira,23 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,HARIHAR PRASAD SAHU,Rejected - Processed offlineL
65,SIA/OR/IND2/22583/2018,22583/248-IND2/03-2018,Gadramunda O.S. Shop,Orissa,Nuapada,Khariar,22 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,ANIL KUMAR SAHU,MoveToTORtoECL
66,SIA/OR/IND2/22582/2018,22582/247-IND2/03-2018,Sahajbahal ‘K’ O.S. Shop,Orissa,Sambalpur,Kochinda,22 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,DINESH PR SAHU,MoveToTORtoECL
67,SIA/OR/IND2/22580/2018,22580/246-IND2/03-2018,Sahajbahal ‘J’ O.S. Shop,Orissa,Sambalpur,Jamankira,22 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,DINESH PR SAHU,Rejected - Processed offlineL
68,SIA/OR/IND2/22578/2018,22578/245-IND2/03-2018,Kusumi O.S. Shop,Orissa,Sambalpur,Kochinda,22 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,DINESH PR SAHU,MoveToTORtoECL
69,SIA/OR/IND2/22566/2018,22566/244-IND2/03-2018,Khadiamunda O.S. Shop,Orissa,Sambalpur,Kochinda,22 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,DINESH PR SAHU,MoveToTORtoECL
70,SIA/OR/IND2/22560/2018,22560/243-IND2/03-2018,Khaliaguda O.S. Shop,Orissa,Sambalpur,Jamankira,22 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,DINESH PR SAHU,DelistedL
71,SIA/OR/IND2/22557/2018,22557/242-IND2/03-2018,Jamankira O.S. Shop,Orissa,Sambalpur,Jamankira,22 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,DINESH PR SAHU,DelistedL
72,SIA/OR/IND2/22550/2018,22550/241-IND2/03-2018,Katapali Out Still Shop,Orissa,Bargarh,Bargarh,21 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SUNILKUMAR,MoveToTORtoECL
73,SIA/OR/IND2/22548/2018,22548/240-IND2/03-2018,Chakarkend Out Still Shop,Orissa,Bargarh,Bargarh,21 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SUNILKUMAR,MoveToTORtoECL
74,SIA/OR/IND2/22545/2018,22545/239-IND2/03-2018,Bisalpali Out Still Shop,Orissa,Bargarh,Bhatli,21 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SUNILKUMAR,MoveToTORtoECL
75,SIA/OR/IND2/22542/2018,22542/238-IND2/03-2018,Petupali O.S. Shop,Orissa,Bargarh,Sohela,21 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,PRAMOD KUMAR SAHU,MoveToTORtoECL
76,SIA/OR/IND2/22540/2018,22540/237-IND2/03-2018,Laumunda Out Still Shop,Orissa,Bargarh,Bijepur,21 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,PRAMOD KUMAR SAHU,MoveToTORtoECL
77,SIA/OR/IND2/22404/2018,22404/236-IND2/03-2018,2340 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED GOKHARKUDA OS SHOP,Orissa,Ganjam,Chhatrapur,21 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,KAILASH MAHAPATRA,MoveToTORtoECL
78,SIA/OR/IND2/22400/2018,22400/235-IND2/03-2018,690 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED PANGIDI OS SHOP,Orissa,Ganjam,Buguda,21 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SUSANTA KUMAR MAHAPATRA,MoveToTORtoECL
79,SIA/OR/IND2/22527/2018,22527/234-IND2/03-2018,Birjam Out Still Shop,Orissa,Bargarh,Sohela,20 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,PRAMOD KUMAR SAHU,MoveToTORtoECL
80,SIA/OR/IND2/22396/2018,22396/233-IND2/03-2018,Satalma O.S. Shop,Orissa,Bargarh,Barapali,20 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,M AHMAD AND I AHMAD,Rejection Letter GrantedL
81,SIA/OR/IND2/22488/2018,22488/232-IND2/03-2018,Sohela Out Still Shop,Orissa,Bargarh,Sohela,20 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,DILLIP KR GUPTA,MoveToTORtoECL
82,SIA/OR/IND2/22485/2018,22485/231-IND2/03-2018,Bijepur Out Still Shop,Orissa,Bargarh,Sohela,19 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,DILLIP KR GUPTA,MoveToTORtoECL
83,SIA/OR/IND2/22475/2018,22475/230-IND2/03-2018,Salepali O.S.Shop,Orissa,Sambalpur,Sadar,19 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,KP SAHU AND DP SAHU,MoveToTORtoECL
84,SIA/OR/IND2/22474/2018,22474/229-IND2/03-2018,Rengali O.S. Shop,Orissa,Sambalpur,Rengali,19 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,KP SAHU AND DP SAHU,MoveToTORtoECL
85,SIA/OR/IND2/22473/2018,22473/228-IND2/03-2018,Padiabahal O.S. Shop,Orissa,Sambalpur,Jujomura,19 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,KP SAHU AND DP SAHU,MoveToTORtoECL
86,SIA/OR/IND2/22472/2018,22472/227-IND2/03-2018,Laida O.S.Shop,Orissa,Sambalpur,Rengali,19 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,KP SAHU AND DP SAHU,MoveToTORtoECL
87,SIA/OR/IND2/22470/2018,22470/226-IND2/03-2018,Gumloi O.S. Shop,Orissa,Sambalpur,Rengali,19 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,KP SAHU AND DP SAHU,MoveToTORtoECL
88,SIA/OR/IND2/22469/2018,22469/225-IND2/03-2018,Rampur O.S.Shop,Orissa,Sambalpur,Rairakhol,19 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,DHIRENDRA SAHU,MoveToTORtoECL
89,SIA/OR/IND2/22465/2018,22465/224-IND2/03-2018,Naktiduel O.S. Shop,Orissa,Sambalpur,Naktideul,19 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,DHIRENDRA SAHU,MoveToTORtoECL
90,SIA/OR/IND2/22464/2018,22464/223-IND2/03-2018,Urduna Out Still Shop,Orissa,Bargarh,Bhatli,19 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,HEMANTA KUMAR SAHU,MoveToTORtoECL
91,SIA/OR/IND2/22463/2018,22463/222-IND2/03-2018,Routpada O.S. Shop,Orissa,Bargarh,Bhatli,19 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,HEMANTA KUMAR SAHU,DelistedL
92,SIA/OR/IND2/22462/2018,22462/221-IND2/03-2018,Bhatli O.S. Shop,Orissa,Bargarh,Bhatli,18 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,HEMANTA KUMAR SAHU,MoveToTORtoECL
93,SIA/OR/IND2/22461/2018,22461/220-IND2/03-2018,Jorabaga O.S. Shop,Orissa,Sambalpur,Jujomura,18 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,HEMANTA KUMAR SAHU,MoveToTORtoECL
94,SIA/OR/IND2/22439/2018,22439/219-IND2/03-2018,Dehuripada Outstill Shop,Orissa,Sambalpur,Govindpur,18 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,KUMARIL KUMAR RAHA,MoveToTORtoECL
95,SIA/OR/IND2/22437/2018,22437/218-IND2/03-2018,Sagjori O.S. Shop,Orissa,Sambalpur,Rairakhol,18 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI BINOD KUMAR,MoveToTORtoECL
96,SIA/OR/IND2/22431/2018,22431/217-IND2/03-2018,Udepur O.S. Shop,Orissa,Bargarh,Bheden,17 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,I AHMAD AND I AHMAD,Rejection Letter GrantedL
97,SIA/OR/IND2/22429/2018,22429/216-IND2/03-2018,Remenda O.S. Shop,Orissa,Bargarh,Bheden,17 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,I AHMAD AND I AHMAD,Rejection Letter GrantedL
98,SIA/OR/IND2/22425/2018,22425/215-IND2/03-2018,Paharsigdra O.S. Shop,Orissa,Bargarh,Attabira,17 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,I AHMAD AND I AHMAD,DelistedL
99,SIA/OR/IND2/22422/2018,22422/214-IND2/03-2018,Lastala O.S. Shop,Orissa,Bargarh,Attabira,17 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,I AHMAD AND I AHMAD,Rejection Letter GrantedL
100,SIA/OR/IND2/22419/2018,22419/213-IND2/03-2018,Attabira O.S. Shop,Orissa,Bargarh,Attabira,17 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,I AHMAD AND I AHMAD,Rejection Letter GrantedL
