,proposal_no,file_no,proposal_name,state,district,tehsil,date_submission,tor_approval,project_category,company_proponent,status
90,SIA/OR/IND2/21884/2018,21884/134-IND2/02-2018,"Production of 1.08 KLD Mahua Flower Based Country Liquor Manufacturing Unit , Kusurla Main Out Still Shop at Kusurla, PS- M.Rampur, Dist-Kalahandi",Orissa,Kalahandi,Madanpur Rampur,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,AMAN RAJ,MoveToTORtoECL
91,SIA/OR/IND2/21883/2018,21883/133-IND2/02-2018,"Production of 1.62 KLD Mahua Flower Based Country Liquor Manufacturing Unit of Main Out Still Shop at Phulpada, Tahasil- Banarpal,  Dist- Angul",Orissa,Angul,Banarpal,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,AMAN RAJ,MoveToTORtoECL
92,SIA/OR/IND2/21882/2018,21882/132-IND2/02-2018,"Production of 2.43 KLD Mahua Flower Based Country Liquor Manufacturing Unit of Main Out Still Shop at Kumurisingha (Jarpada),  Tahasil- Jarpada,  Dist-Angul",Orissa,Angul,Jarapada,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,AMAN RAJ,MoveToTORtoECL
93,SIA/OR/IND2/21887/2018,21887/131-IND2/02-2018,"Production of 1.08 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Dhumabhata Main Out Still Shop at Dhumabhata, Dist-Balangir",Orissa,Balangir,Belpara,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,SUBASH CHANDRA AGRAWAL,MoveToTORtoECL
94,SIA/OR/IND2/21881/2018,21881/130-IND2/02-2018,"Production of 2.97 KLD Mahua Flower Based Country Liquor Manufacturing Unit of Main Out Still Shop at Bherugunia,  Tahasil- Angul,  Dist-Angul",Orissa,Angul,Anugul,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,AMAN RAJ,MoveToTORtoECL
95,SIA/OR/IND2/21792/2018,21792/129-IND2/02-2018,"PRODUCTION OF 1.35 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, GHAGRULI MAIN O S LIQUOR SHOP AT GHAGRULI, DIST. BALANGIR",Orissa,Balangir,Belpara,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,SUBASH CHANDRA AGRAWAL,MoveToTORtoECL
96,SIA/OR/IND2/21880/2018,21880/128-IND2/02-2018,"Production of 9.45 KLD Mahua Flower Based Country Liquor Manufacturing Unit of M/s Anadipur Main Out Still Shop at Anadipur, Tahasil- Talcher,  Dist-Angul",Orissa,Angul,Talcher Sadar,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,AMAN RAJ,MoveToTORtoECL
97,SIA/OR/IND2/21874/2018,21874/127-IND2/02-2018,1206 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED BHETANAI(SANDHINUAPALLI) OS SHOP,Orissa,Ganjam,Asika,03 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PUSPANJALI SAHU,MoveToTORtoECL
98,SIA/OR/MIN/21426/2017,21426/1958-NCM/02-2018,Mandirpada Sand Quarry,Orissa,Nuapada,Nuapada,01 Feb 2018, TOR Not Granted Yet,Non-Coal Mining,KRISHNA KUMAR AGRAWAL,MoveToTORtoECL
99,SIA/OR/IND2/21815/2018,21815/126-IND2/01-2018,"Production of 0.81 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Tamian Main Out Still Shop at Tamian, Tehsil- Patnagarh,Dist- Balangir",Orissa,Balangir,Patnagarh,31 Jan 2018, TOR Not Granted Yet,Industrial Projects - 2,SANJAAY KUMAR SAHU,MoveToTORtoECL
100,SIA/OR/IND2/21814/2018,21814/125-IND2/01-2018,"Production of 1.62 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Sibtala Main Out Still Shop at Sibtala, Tehsil- Tusara,  Dist- Balangir",Orissa,Balangir,Tushura,31 Jan 2018, TOR Not Granted Yet,Industrial Projects - 2,SANJAAY KUMAR SAHU,MoveToTORtoECL
