,proposal_no,file_no,proposal_name,state,district,tehsil,date_submission,tor_approval,project_category,company_proponent,status
11,SIA/OR/MIN/76104/2022,76104/244-MINB1/04-2022,"Sribana Sand Bed (under total cluster area – 17.047ha.) is a sand mining project over an area of 17.00acres/ 6.880Ha. located in village - Sribana, Tahasil - Ganjam in District - Ganjam  of Odisha",Orissa,,,25 Apr 2022,01 Jan 1900,Non-Coal Mining,SARAT BEHERA,TOR GrantedL
12,SIA/OR/MIN/76098/2022,76098/245-MINB1/04-2022,Kanimul Mahanadi River Sand Sairat over an area of 13.00 acre or 5.26 hectare in village Kanimul under Tirtol Tahasil of Jagatsinghpur District of Odisha.,Orissa,,,23 Apr 2022, TOR Not Granted Yet,Non-Coal Mining,RAJ MOHANTY,Rejection Letter GrantedL
13,SIA/OR/MIS/76004/2022,76004/11-MIS-V/04-2022,"Proposal for Environment clearance of “Residential Apartment” for  M/s Kalvik Builders Pvt. Ltd. at Mouza- Patia, of Bhubaneswar Municipal Corporation in the Development plan area of Bhubaneswar District Khorda, State Odisha",Orissa,,,23 Apr 2022,02 Aug 2022,INFRA-2,,TOR GrantedL
14,SIA/OR/MIN/71464/2022,71464/239-MINB1/04-2022,"PROPOSAL FOR TOR OF OLAGADA TARTOL MAHANADI SAND SAIRAT, OVER AN AREA 8.09 HA. KHATA NO- 377 & 336, PLOT NO- 1270 & 1123 AT- OLAGADA & TARTOL, TAHASIL- TIRTOL, DIST- JAGATSINGHAPUR, ODISHA.",Orissa,Jagatsinghapur,Tirtol,22 Apr 2022,01 Jan 1900,Non-Coal Mining,SAGAR RAY,TOR GrantedL
15,SIA/OR/MIN/73004/2022,73004/237-MINB1/04-2022,"Patpali Stone Quarry area is over 12.50 Acers or 5.06 Hectares. In village Patpali, Tahasil Maneswar, District Sambalpur",Orissa,,,15 Apr 2022,01 Jan 1900,Non-Coal Mining,RAJ AGRAWALA,TOR GrantedL
16,SIA/OR/MIN/72421/2022,72421/238-MINB1/04-2022,Kamarei Sand Quarry  over an area of 4.65 hectares in village Kamarei in Kaniha Tahasil of Angul District  submitted under cluster approach with total cluster area  6.75 ha with consisting of 2 sand quarries,Orissa,,,15 Apr 2022,01 Jan 1900,Non-Coal Mining,SUJIT PRADHAN,TOR GrantedL
17,SIA/OR/MIS/74534/2022,74534/10-MIS-V/04-2022,M/s Jai Prakash Hospital and Research centre Pvt. Ltd.,Orissa,,,11 Apr 2022,17 Aug 2022,INFRA-2,M/S JAIPRAKASH HOSPITAL AND RESEARCH CENTRE PRIVATE LIMITED,TOR GrantedL
18,SIA/OR/MIN/74952/2022,74952/236-MINB1/04-2022,"Salesingh Stone Quarry over an area of 22.50 acres or 9.106 hectares in village Salesingh,Tahasil Maneswar, District Sambalpur, State Odisha submitted under cluster approach with total cluster area 14.103 ha consisting of two Stone Quarries",Orissa,,,09 Apr 2022,01 Jan 1900,Non-Coal Mining,NIHAR DAS,TOR GrantedL
19,SIA/OR/MIN/74923/2022,74923/235-MINB1/04-2022,"Salesingh Stone Quarry over an area of 12.35 acres or 4.997 hectares in village Salesingh,Tahasil Maneswar, District Sambalpur, State Odisha submitted under cluster  approach with total cluster area 14.103 ha consisting of two Stone Quarries",Orissa,,,08 Apr 2022,01 Jan 1900,Non-Coal Mining,KANCHAN DAS,TOR GrantedL
20,SIA/OR/MIN/74858/2022,74858/234-MINB1/04-2022,"Jamunanaki Sand Bed-II area is over 16.10 acres or 6.515 Hectares in Village Jamunanaki, Tahasil Panposh,Kuarmunda, District Sundargarh  submitted under cluster approach with total cluster area 13.394 ha consisting of 2 sand quarries",Orissa,,,06 Apr 2022,01 Jan 1900,Non-Coal Mining,SHANKAR PUJHARI,TOR GrantedL
21,SIA/OR/MIN/65302/2021,65302/230-MINB1/03-2022,TUMKELA SAND BED OVER AN AREA OF  16.00 ACRES OR 6.475 HECTARES IN VILLAGE  TUMKELA UNDER ROURKELA TAHASIL OF SUNDARGARH DISTRICT ODISHA,Orissa,Sundargarh,Sundargarh,31 Mar 2022,01 Jan 1900,Non-Coal Mining,SMT. RAJASHREE BEHERA,TOR GrantedL
22,SIA/OR/MIN/74486/2022,74486/233-MINB1/03-2022,"Dumangdiri Stone Quarry -III area is over 50.32 Acers or 20.364 Hectares. bearing Khata no. 72Plot no. 262 In village Dumangdiri, Tahasil Panposh, District Sundargarh",Orissa,,,29 Mar 2022,01 Jan 1900,Non-Coal Mining,STARLIGHT INFRA PRIVATE LIMITED,TOR GrantedL
23,SIA/OR/IND2/72929/2022,72929/06-IND2/03-2022,100 KLPD grain based Distillery project with 3.0 MW co-generation power plant of M/s Indalc Spirits Pvt. Ltd.,Orissa,,,29 Mar 2022,28 Jul 2022,Industrial Projects - 2,INDALC SPIRITS PRIVATE LIMITED,TOR GrantedL
24,SIA/OR/MIN/74036/2022,74036/231-MINB1/03-2022,"Ambapua Sand Bed over an area of 15.758 acres or 6.377 Ha having Khata No. 694, Plot No. 01, 71, 71/2179 & 1289 in the village Ambapua, Tahasil Bellaguntha in District Ganjam, State Odisha",Orissa,,,23 Mar 2022,01 Jan 1900,Non-Coal Mining,SUNIL MOHANTY,TOR GrantedL
25,SIA/OR/MIN/74017/2022,74017/232-MINB1/03-2022,"Dumangdiri Stone Quarry-4 area is over 33.25 Acers or 13.456 Hectares. having Khata no.  72, Plot no. 663In village Dumangdiri, Tahasil Panposh, District Sundargarh",Orissa,,,23 Mar 2022,01 Jan 1900,Non-Coal Mining,AKSHAYA PRAHARAJ,TOR GrantedL
26,SIA/OR/MIS/66697/2021,66697/09-MIS-V/03-2022,Existing B+G+7 Multistoried Commercial Building of M/s. Utkal builders Ltd.,Orissa,Khordha,Bhubaneswar,21 Mar 2022,02 Aug 2022,INFRA-2,UTKAL BUILDERS LTD,TOR GrantedL
27,SIA/OR/IND/72961/2022,72961/27-IND/03-2022,"Expansion of Chrome Ore Beneficiation Unit from 18,500 TPA to 1,15,000 TPA and Chrome monolithic unit from 24,000 TPA to 72,000 TPA",Orissa,,,18 Mar 2022,02 Apr 2022,Industrial Projects - 1,CHROME SAGAR,TOR GrantedL
28,SIA/OR/MIN/73838/2022,73838/227-MINB1/03-2022,"Narayanpur Stone Quarry over an area of 10.43 acres or 4.2208 Ha bearing Khata No. 424, Plot No. 154/P in the village Narayanpur, Tahasil Konisi, District Ganjam, State Odisha submitted under cluster approach with total cluster area of 22.974 Ha. consisting of 6 stone quarries",Orissa,,,18 Mar 2022,01 Jan 1900,Non-Coal Mining,AJAY AGARWAL,TOR GrantedL
29,SIA/OR/MIN/73835/2022,73835/228-MINB1/03-2022,"Narayanpur Stone Quarry over an area of 12.00 acres or 4.856 Ha bearing Khata No. 424, Plot No. 154/P in the village Narayanpur, Tahasil Konisi, District Ganjam, State Odisha submitted under cluster approach with total cluster area of 22.974 Ha. consisting of 6 stone quarries",Orissa,,,18 Mar 2022,01 Jan 1900,Non-Coal Mining,AJAY AGARWAL,TOR GrantedL
30,SIA/OR/MIN/73003/2022,73003/229-MINB1/03-2022,"Narayanpur Stone Quarry over an area of 11.743 acres or 4.7522 Ha bearing khata No. 424, Plot No. 131 in the village Narayanpur, Tahasil Konisi, District Ganjam, State Odisha submitted under cluster approach with total cluster area 22.974 ha with consisting of 6 stone quarries",Orissa,,,18 Mar 2022,01 Jan 1900,Non-Coal Mining,AJAY AGARWAL,TOR GrantedL
31,SIA/OR/MIN/73412/2022,73412/82-MINB1/03-2022,"Kudubadi Pahad Decorative Stone Deposit over 38.077 ha in village Kudubadi Pahad under Daspalla in Nayagarh district, Odisha.",Orissa,,,17 Mar 2022,02 Aug 2022,Non-Coal Mining,SGS MINES & INDUSTRIES PRIVATE LIMITED,TOR GrantedL
32,SIA/OR/MIN/73422/2022,73422/80-MINB1/03-2022,"Production of 28,119 TPA ROM of Manganese ore with total excavation of 68,289 TPA (ROM of 28,119 TPA + waste of 40,170 TPA) from Katasahi Manganese Ore Mines over an area of 13.674 ha. of M/s Ferro Alloys Corporation Limited (FACOR) in village- Katasahi  under Block- Joda, Subdivision- Champua in Keonjhar district of Odisha.",Orissa,,,10 Mar 2022,03 Nov 2022,Non-Coal Mining,FERRO ALLOYS CORPORATION LTD,TOR GrantedL
33,SIA/OR/IND2/73367/2022,73367/06-IND2/03-2022,"Proposal for production of 0.540  KLD Mahua Flower Based Country Liquor Manufacturing Unit, Sankarpur Main Out Still Shop at Sankarpur, Tahasil- Keonjhar Sadar Dist- Keonjhar.",Orissa,,,08 Mar 2022, TOR Not Granted Yet,Industrial Projects - 2,JAGADISH SAHU,WithdrawTORL
34,SIA/OR/IND2/73366/2022,73366/07-IND2/03-2022,"Proposal for production of 0.540  KLD Mahua Flower Based Country Liquor Manufacturing Unit, Palaspanga Main Out Still Shop at Palaspanga (Jamuposi),Tahasil- Keonjhar Sadar Dist- Keonjhar.",Orissa,,,08 Mar 2022, TOR Not Granted Yet,Industrial Projects - 2,JAGADISH SAHU,WithdrawTORL
35,SIA/OR/IND2/73364/2022,73364/08-IND2/03-2022,"Proposal for production of 0.540  KLD Mahua Flower Based Country Liquor Manufacturing Unit, Rimuli Main Out Still Shop at Rimuli, Tahasil- Champua, Dist- Keonjhar.",Orissa,,,08 Mar 2022, TOR Not Granted Yet,Industrial Projects - 2,RABINDRA NAYAK,WithdrawTORL
36,SIA/OR/MIN/72486/2022,To be assigned,"Production of 28,119 TPA ROM of Manganese ore with total excavation of 1.024 million TPA (ROM of 28,119 TPA + waste of 40,170 TPA) from Katasahi Manganese Ore Mines over an area of 13.674 ha. of M/s Ferro Alloys Corporation Limited (FACOR) in village- Katasahi  under Block- Joda, Subdivision- Champua in Keonjhar district of Odisha",Orissa,,,07 Mar 2022, TOR Not Granted Yet,Non-Coal Mining,FERRO ALLOYS CORPORATION LTD,WithdrawTORL
37,SIA/OR/MIN/71478/2022,71478/224-MINB1/03-2022,"PROPOSAL FOR TOR OF KILIPAL MAHANADI SAND SAIRAT, OVER AN AREA 5.26 HA. KHATA NO- 298, PLOT NO- 954 AT- KILIPAL, TAHASIL- TIRTOL, DIST- JAGATSINGHAPUR, ODISHA.",Orissa,Jagatsinghapur,Tirtol,02 Mar 2022,01 Jan 1900,Non-Coal Mining,SAROJ MOHANTY,TOR GrantedL
38,SIA/OR/IND2/72240/2022,72240/09-IND2/02-2022,"Proposal for production of 0.540  KLD Mahua Flower Based Country Liquor Manufacturing Unit, Ukhunda Main Out Still Shop at Ukhunda, Tahasil- Jhumpura, Dist- Keonjhar.",Orissa,Kendujhar,jhumpura,27 Feb 2022, TOR Not Granted Yet,Industrial Projects - 2,MURARI JAISWAL,WithdrawTORL
39,SIA/OR/IND2/72309/2022,72309/10-IND2/02-2022,"Proposal for production of 1.080  KLD Mahua Flower Based Country Liquor Manufacturing Unit, Bhadrasahi Main Out Still Shop at Bhadrasahi Unit No. 20, Tahasil- Barbil Dist- Keonjhar",Orissa,,,27 Feb 2022, TOR Not Granted Yet,Industrial Projects - 2,PRAMOD JAISWAL,WithdrawTORL
40,SIA/OR/MIN/71978/2022,71978/79-MINB1/02-2022,"Karlichuan  Dcorative Stone Mines over an area of  16.62 acres or 6.726 hectares Village Karlichuan, Tahasil -Tentulikhunti, District- Nabarangpur, State-Odisha.",Orissa,Nabarangpur,Tentulikhunti,24 Feb 2022,02 Aug 2022,Non-Coal Mining,PADMA PARI,TOR GrantedL
41,SIA/OR/MIN/70868/2022,To be assigned,"Karlichuan  Dcorative Stone Mines over an area of  16.62 acres or 6.726 hectares Village Karlichuan, Tahasil -Tentulikhunti, District- Nabarangpur, State-Odisha.",Orissa,Nabarangpur,Tentulikhunti,24 Feb 2022, TOR Not Granted Yet,Non-Coal Mining,KARLICHUAN DECORATIVE STONE MINES,DelistedD
42,SIA/OR/NCP/72562/2022,72562/01-NCPB1/02-2022,Construction of stage-II development of Fishing Harbour at Nuagarh,Orissa,,,23 Feb 2022,28 Jul 2022,INFRA-1,"FISHERY ENGINEERING DIVISION, BHUBANESWAR",TOR GrantedL
43,SIA/OR/IND/72028/2022,72028/80-MINB1/02-2022,"Environment Clearance for Proposed Establishment of 30 TPH  Capacity Chrome Ore Beneficiation Plant having throughput of 1,98,000 TPA and Annual Chrome Concentrate Production of 97,000 TPA based on Average Grade 30% Cr2O3 by M/s Misrilall Mines Pvt. Ltd., Unit : CHROME ORE BENEFIATION, at village Pankapal, Tehsil: Sukinda District:  Jajpur, Odisha.",Orissa,Jajpur,Sukinda,22 Feb 2022,02 Aug 2022,Industrial Projects - 1,MISRILALL MINES PRIVATE LIMITED UNIT FERRO ALLOYS DIVISION,TOR GrantedL
44,SIA/OR/MIN/68875/2021,68875/79-MINB1/02-2022,KUSEI RIVER SAND BED OVEER AN AREA OF 18.50 ACRES OR 7.486 HECTARES IN VILLAGE KUSEI UNDER ANANDAPUR TAHASIL OF KEONJHAR DISTRICT,Orissa,Kendujhar,Anandapur,17 Feb 2022,01 Jan 1900,Non-Coal Mining,SRI BANSHIDHAR NAYAK,TOR GrantedL
45,SIA/OR/IND2/72312/2022,To be assigned,"Proposal for production of 0.540  KLD Mahua Flower Based Country Liquor Manufacturing Unit, Sankarpur Main Out Still Shop at Sankarpur, Tahasil- Keonjhar Sadar Dist- Keonjhar.",Orissa,,,16 Feb 2022, TOR Not Granted Yet,Industrial Projects - 2,JAGADISH SAHU,WithdrawTORD
46,SIA/OR/IND2/72311/2022,To be assigned,"Proposal for production of 0.540  KLD Mahua Flower Based Country Liquor Manufacturing Unit, Palaspanga Main Out Still Shop at Palaspanga (Jamuposi),Tahasil- Keonjhar Sadar Dist- Keonjhar.",Orissa,,,16 Feb 2022, TOR Not Granted Yet,Industrial Projects - 2,JAGADISH SAHU,WithdrawTORD
47,SIA/OR/IND2/72310/2022,To be assigned,"Proposal for production of 0.540  KLD Mahua Flower Based Country Liquor Manufacturing Unit, Rimuli Main Out Still Shop at Rimuli, Tahasil- Champua, Dist- Keonjhar.",Orissa,,,16 Feb 2022, TOR Not Granted Yet,Industrial Projects - 2,RABINDRA NAYAK,WithdrawTORD
48,SIA/OR/MIN/71311/2022,71311/217-MINB1/02-2022,KUSHABHADRA RIVER SAND QUARRY OVER AN AREA OF 22.26 HA. LOCATED IN VILLAGE BHUBANPUR UNDER BALIANTA G.P./TAHASIL OF KHURDA DIST OF ODISHA,Orissa,Khordha,Balianta,14 Feb 2022,21 Jul 2022,Non-Coal Mining,TAHASILDAR BALIANTA,TOR GrantedL
49,SIA/OR/MIN/72140/2022,72140/218-MINB1/02-2022,"Salesingh Stone Quarry - A over an area of 12.96 acres or 5.24 hectares bearing khata No. 229, Plot No. 529, 634 & 605  in the village Salesingh, Tahasil Maneswar, District Sambalpur, State Odisha.submitted under cluster approach of total area 8.583 hectares consisting of two no. of stone quarry",Orissa,Sambalpur,Burla,10 Feb 2022,02 Mar 2022,Non-Coal Mining,SUMI TRADING CO,TOR GrantedL
50,SIA/OR/MIN/71156/2022,71156/219-MINB1/02-2022,"Tutursinga Sand Quarry Cluster over an area of 0.50 acres or 0.202 hectares bearing Khata No. 518, Plot No. 01 in the village Tutursinga,Tahasil Boudh District Boudh, State Odisha submitted under cluster approach of total area 5.463 hectares consisting of two no. of sand quarry",Orissa,Boudh,Baudh Sadar,09 Feb 2022,02 Mar 2022,Non-Coal Mining,SRI SATYANARAYAN PRADHAN,TOR GrantedL
51,SIA/OR/MIN/72104/2022,72104/220-MINB1/02-2022,"PROPOSAL FOR TOR OF KITTINGI SAND BED, OVER AN AREA 9.028 HA. KHATA NO- 222, PLOT NO- 751,AT- KITTINGI, TAHASIL- KASHINAGAR, DIST- GAJAPATI, ODISHA.",Orissa,Gajapati,Kashinagara,08 Feb 2022,02 Mar 2022,Non-Coal Mining,NARAYAN BISWAL,TOR GrantedL
52,SIA/OR/MIN/72077/2022,72077/221-MINB1/02-2022,"PROPOSAL FOR TOR OF PURUTIGUDA SAND BED, OVER AN AREA 5.539 HA. KHATA NO- 522, PLOT NO- 1285,AT- PURUTIGUDA, TAHASIL- KASHINAGAR, DIST- GAJAPATI, ODISHA.",Orissa,Gajapati,Kashinagara,08 Feb 2022,02 Mar 2022,Non-Coal Mining,BANSIDHAR SWAIN,TOR GrantedL
53,SIA/OR/MIN/63733/2021,63733/08-MIN-V/02-2022,Production of 90043 tpa of Iron ore from Nangalsila Iron ore Mines of Sri Gouri Shankar Choubey,Orissa,Mayurbhanj,Rairangpur,07 Feb 2022,14 Mar 2022,Non-Coal Mining,SRI GOURI SHANKAR CHOUBEY,TOR GrantedL
54,SIA/OR/IND/64225/2021,To be assigned,"Proposed Establishment of 70 TPH (2 X 35 TPH) Capacity Chrome Ore Beneficiation Plant having throughput of 4,60,000 TPA and Annual Chrome Concentrate Production of 2,20,000 TPA based on Average Grade 30% Cr2O3 by M/s Misrilall Mines Pvt. Ltd., Unit :COB , at village Pankapal, Tehsil: Sukinda District:  Jajpur, Odisha",Orissa,Jajpur,Sukinda,07 Feb 2022, TOR Not Granted Yet,Industrial Projects - 1,MISRILALL MINES PRIVATE LIMITED UNIT FERRO ALLOYS DIVISION,WithdrawTORD
55,SIA/OR/MIN/71459/2022,71459/76-MINB1/02-2022,"Paikadakulguda Semi Precious Stone Cat‘s Eye Mines over  an area of 38.316 Ha or 94.68 acres in village- Paikadakulguda, Kandhadakulguda and Badolima, Tahasil/PS-Bissam Cuttack District- Rayagada, State-Odisha.",Orissa,Rayagada,Bishamakatak,07 Feb 2022,15 Mar 2022,Non-Coal Mining,BAJRANG GUPTA,TOR GrantedL
56,SIA/OR/MIN/71815/2022,71815/77-MINB1/02-2022,Production of 2.0 MTPA Iron Ore along with 700 TPH crushing unit and 650 TPH screening unit within Dholtapahar Iron Ore block over an area of 60.508 ha by Kashvi Power & steel Ltd,Orissa,Sundargarh,Koida,07 Feb 2022,15 Mar 2022,Non-Coal Mining,KASHVI POWER & STEEL PRIVATE LIMITED,TOR GrantedL
57,SIA/OR/MIS/71124/2022,71124/11-MIS/02-2022,"Proposed Common Biomedical Waste Treatment Facility (CBWTF) at Plot No 155/1020 and 15/1025, Village: Jamapalli, Tehsil: Binika, Dist: Subarnapur, State: Odisha.",Orissa,Sonapur,Binika,05 Feb 2022,28 Jul 2022,INFRA-2,BIO-TECH SOLUTIONS,TOR GrantedL
58,SIA/OR/MIN/71892/2022,71892/214-MINB1/02-2022,"Durgadeipur Sand Quarry over an area of 10.076 ha on Baitarini River at Durgadeipur mouza under Patna Tahsil of Keonjhar district, Odisha.",Orissa,Kendujhar,Patana,03 Feb 2022,22 Feb 2022,Non-Coal Mining,SANGRAM LENKA,TOR GrantedL
59,SIA/OR/MIN/71885/2022,71885/215-MINB1/02-2022,"Deogaon Sand Quarry over an area of 7.138 ha on Baitarini River at Deogaon mouza under Patna Tahsil of Keonjhar district, Odisha.",Orissa,Kendujhar,Patana,03 Feb 2022,22 Feb 2022,Non-Coal Mining,PRAVAT SAHOO,TOR GrantedL
60,SIA/OR/MIN/71867/2022,71867/216-MINB1/02-2022,Derenga Sand Quarry Cluster over an area of 6.07 hectares or 15.00 acres in village Derenga under kaniha tahasil of Angul District submitted under cluster approach of total area 12.14 hectares consisting of two no. of sand quarry,Orissa,Angul,Kaniha,03 Feb 2022,22 Feb 2022,Non-Coal Mining,KISHOR SAHOO,TOR GrantedL
61,SIA/OR/MIN/71826/2022,71826/212-MINB1/02-2022,Khajuria Sand Quarry Cluster over an area of 6.07 hectares or 15.00 acres in village Khajuria under kaniha tahasil of Angul District submitted under cluster approach of total area 12.14 hectares consisting of two no. of sand quarry,Orissa,Angul,Kaniha,02 Feb 2022,22 Feb 2022,Non-Coal Mining,PARAMA SAHOO,TOR GrantedL
62,SIA/OR/MIN/71788/2022,71788/213-MINB1/02-2022,Chandrabi Sand Quarry Cluster over an area of 2.10 hectares or 5.20 acres in village chandrabil under kaniha tahasil of Angul District submitted under cluster approach of total area  6.75 hectares  consisting of two no. of sand quarry,Orissa,Anugul,Kaniha,02 Feb 2022,22 Feb 2022,Non-Coal Mining,SUJIT PRADHAN,TOR GrantedL
63,SIA/OR/MIN/68237/2021,68237/211-MINB1/02-2022,"Proposal for TOR of Turkel Sand Quarry-2 over an area 5.00 Ha. Located in village Turkel, Tahasil- Kalahandi, Dist- Kalahandi (Submitted under cluster approach of Turkel Sand Cluster area of total 10.00 Ha. Consisting of 2 Quarries.)",Orissa,Kalahandi,Sadar,01 Feb 2022,22 Feb 2022,Non-Coal Mining,TAHASILDAR KALAHANDI,TOR GrantedL
64,SIA/OR/MIN/71396/2022,71396/208-MINB1/01-2022,"Sarandaposh Sand Bed (under cluster approach) is a sand mining project over an area of 10.00acres/ 4.046Ha. located in village - Sarandaposh, Tahasil - Kuarmunda in District - Sundergarh  of Odisha, Total Cluster area – 13.758 Ha.",Orissa,Sundargarh,Sundargarh,23 Jan 2022,22 Feb 2022,Non-Coal Mining,BUDHUNI XALXO,TOR GrantedL
65,SIA/OR/MIN/71391/2022,71391/209-MINB1/01-2022,"Padampur Sand Bed - III (under cluster approach) is a sand mining project over an area of 12.00acres/ 4.856Ha. located in village - Padampur, Tahasil - Kuarmunda in District - Sundergarh  of Odisha, Total Cluster area – 13.758 Ha.",Orissa,Sundargarh,Sundargarh,23 Jan 2022,22 Feb 2022,Non-Coal Mining,MOHAN AGARWAL,TOR GrantedL
66,SIA/OR/MIN/71390/2022,71390/210-MINB1/01-2022,"Padampur Sand Bed - II (under cluster approach,) is a sand mining project over an area of 12.00acres/ 4.856Ha. located in village - Padampur, Tahasil - Kuarmunda in District - Sundergarh  of Odisha, Total Cluster area – 13.758 Ha.",Orissa,Sundargarh,Sundargarh,23 Jan 2022,22 Feb 2022,Non-Coal Mining,MOHAN AGARWAL,TOR GrantedL
67,SIA/OR/MIN/70280/2021,70280/207-MINB1/01-2022,"PROPOSAL FOR TOR OF UCHHABAPALI STONE QUARRY NO-1, OVER AN AREA 4.653 HA. KHATA NO- 34, PLOT NO- 597, SUBMITTED UNDER CLUSTER APPROACH TOTAL AREA 28.680 HA. AT- UCHHABAPALI, TAHASIL- LOISINGHA, DIST- BALANGIR, ODISHA.",Orissa,Balangir,Loisinga,19 Jan 2022,22 Feb 2022,Non-Coal Mining,TAHASILDAR LOISINGHA,TOR GrantedL
68,SIA/OR/MIN/71187/2022,71187/205-MINB1/01-2022,"PROPOSAL FOR TOR OF UCHHABAPALI STONE QUARRY NO-8, OVER AN AREA 2.719 HA. KHATA NO- 34, PLOT NO- 751, SUBMITTED UNDER CLUSTER APPROACH TOTAL AREA 28.680 HA. AT- UCHHABAPALI, TAHASIL- LOISINGHA, DIST- BALANGIR, ODISHA.",Orissa,Balangir,Loisinga,16 Jan 2022,22 Feb 2022,Non-Coal Mining,TAHASILDAR LOISINGHA,TOR GrantedL
69,SIA/OR/MIN/71186/2022,71186/206-MINB1/01-2022,"PROPOSAL FOR TOR OF UCHHABAPALI STONE QUARRY NO-7, OVER AN AREA 3.095 HA. KHATA NO- 34, PLOT NO- 597 & 640, SUBMITTED UNDER CLUSTER APPROACH TOTAL AREA 28.680 HA. AT- UCHHABAPALI, TAHASIL- LOISINGHA, DIST- BALANGIR, ODISHA.",Orissa,Balangir,Loisinga,16 Jan 2022,22 Feb 2022,Non-Coal Mining,TAHASILDAR LOISINGHA,TOR GrantedL
70,SIA/OR/MIN/71185/2022,71185/202-MINB1/01-2022,"PROPOSAL FOR TOR OF UCHHABAPALI STONE QUARRY NO-6, OVER AN AREA 3.035 HA. KHATA NO- 34, PLOT NO- 640, SUBMITTED UNDER CLUSTER APPROACH TOTAL AREA 28.680 HA. AT- UCHHABAPALI, TAHASIL- LOISINGHA, DIST- BALANGIR, ODISHA.",Orissa,Balangir,Loisinga,15 Jan 2022,22 Feb 2022,Non-Coal Mining,TAHASILDAR LOISINGHA,TOR GrantedL
